Reporting Period	Peer Group Description	Peer Group	UBPSE885	UBPSFB80	UBPSFB82	UBPSE880	UBPSE892	UBPSE886	UBPSE658	UBPSE883	UBPSE889	UBPSE891	UBPSFB78	UBPSD647	UBPSE894	UBPSE884	UBPSFB81	UBPSE392	UBPSE895	UBPSE881	UBPSD490	UBPSE893	UBPSD649	UBPSE882	UBPSFB83	UBPSD646	UBPSE663	UBPSD650	UBPSE887	UBPSE657	UBPSE888	UBPSE890	UBPSE632	UBPSFB79	UBPSD648	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Rhode Island	RICOM	0.0032	0.0000	0.0000	0.0000	5.5587	0.0254	218.8797	92.5326	1.8112	0.0000	157.8778	187.6825	0.0000	497.5093	12.5448	127.6841	1.5855	37.1001	21.3127	8.0596	280.2151	220.2167	12.0894	2.7448	53.4200	36.1275	172.4786	16.6180	34.5451	5.3759	4.6946	7.5818	23.8189	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Carolina	SCCOM	0.0033	0.0000	0.0000	8.4609	0.3968	3.3796	190.6159	111.6937	0.4082	0.0000	152.0726	152.6045	0.0000	473.9255	7.1918	84.5498	0.4407	6.5243	56.1865	0.0000	268.2647	199.8652	3.7188	9.5182	28.5722	45.3140	58.7689	42.1261	29.1211	1.5504	13.1283	3.8794	25.0579	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Dakota	SDCOM	0.0071	12.0347	0.0000	95.1200	1.3844	161.0700	38.3371	31.4625	3.9626	0.0000	30.6642	54.2322	1.3845	241.8811	7.1466	30.6602	0.1928	8.1281	13.1079	0.7346	91.2807	66.4800	8.7081	2.1751	4.1336	16.0064	73.3778	9.1536	30.4446	3.3446	3.3056	1.4173	9.4644	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Tennessee	TNCOM	0.0992	0.0000	0.0000	21.9315	1.3667	4.8045	192.4412	82.4023	0.0768	0.0000	160.6697	170.9952	0.0000	481.7054	9.2921	88.2369	0.7341	13.0060	61.5578	0.0000	257.7652	174.8313	0.0135	9.6652	21.6867	40.9075	77.7118	36.3882	30.3075	2.1878	22.9313	4.3967	26.8056	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Texas	TXCOM	0.1376	0.1233	0.0019	24.2797	1.6926	20.0789	112.0187	67.4389	0.0022	0.0138	107.4654	129.5820	0.0000	352.2702	8.2023	66.9976	0.3559	8.4383	43.0188	0.0612	200.5845	137.8669	0.2896	7.9827	0.5735	38.1338	75.6876	27.7445	22.9701	2.6133	13.9498	2.0578	24.1707	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Utah	UTCOM	0.0000	0.0000	0.0000	4.6053	1.7037	3.6101	40.0719	54.7859	1.1366	0.6996	27.3686	80.9552	0.0000	197.3910	7.1432	34.5739	0.1068	6.4325	35.8228	13.2565	140.5929	94.7866	1.3612	7.4248	7.8784	30.1553	93.7512	20.8864	75.6501	0.5000	13.6159	1.5059	16.9642	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Vermont	VTCOM	0.0000	0.0000	0.0000	16.1557	1.5841	7.2510	373.7551	89.0042	0.0007	0.0000	333.5454	163.6558	0.0000	642.2613	5.4949	101.6318	0.3096	27.6315	34.0828	0.0000	252.6601	190.6360	0.0000	4.2409	30.8743	34.5889	61.8295	14.6215	16.2735	23.9232	19.4613	9.3352	22.6360	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virgin Islands	VICOM	0.0000	0.0000	0.0000	0.0000	0.2360	0.0000	221.5310	72.0592	0.0000	0.0000	180.0861	194.0624	0.0000	483.3205	1.3633	107.2714	4.3321	39.7037	42.7551	0.0000	266.1217	179.3306	0.0000	7.8094	23.8623	48.6082	62.4977	35.2298	4.4797	0.0000	7.5252	17.5824	35.4463	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virginia	VACOM	0.0564	0.0000	0.0000	12.1110	1.9675	1.9504	208.7839	96.3556	0.4337	0.0357	170.4129	173.9482	0.1956	503.2349	19.9431	98.4077	0.8462	20.4318	48.0904	0.0031	272.9204	198.6826	0.0221	7.3099	29.6590	42.6881	64.5578	31.4029	38.7066	5.0540	15.4146	5.8326	27.2843	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Washington	WACOM	0.0000	0.0000	0.0000	14.0370	2.5979	20.6328	112.0819	112.5861	0.5151	0.0000	87.0974	223.7121	0.0000	480.8650	5.4766	130.1686	2.3542	37.8234	51.1086	0.0532	348.7278	250.4380	0.4551	7.8771	18.4994	53.8431	86.8733	33.3337	16.5064	5.4068	17.2164	3.7827	34.6163	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in West Virginia	WVCOM	0.0000	0.0000	0.0000	4.4445	1.4776	0.9983	270.4697	58.6872	0.2452	0.0000	249.1275	116.3613	0.0000	455.6917	14.0974	66.4821	0.5537	16.5756	24.4233	0.0317	178.8201	129.1973	0.1087	4.1447	14.6584	30.4982	55.6593	15.7240	36.6497	4.7176	7.1841	4.0294	19.8871	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wisconsin	WICOM	0.0519	0.0000	0.0000	48.0520	1.0709	20.5743	152.4545	96.0309	0.4888	0.0000	128.2299	146.0668	0.0000	462.6227	5.2343	83.4576	0.1033	22.6532	33.4657	0.0648	245.5507	182.7264	0.2608	5.6677	14.7170	41.0940	73.8679	20.6024	12.6445	9.1698	9.9445	6.2875	24.4536	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wyoming	WYCOM	0.0000	0.0000	0.0000	38.9664	0.3862	41.0305	97.7024	82.6201	0.6536	0.0000	82.3995	128.1012	0.0000	358.2732	10.8163	80.7369	0.3181	9.3634	36.2627	2.8192	215.2891	168.2047	0.2717	7.2497	9.3614	42.9069	68.2796	21.8763	24.0470	0.8769	13.5853	4.2612	25.1523	
3/31/2018 11:59:59 PM	All insured savings banks	SVG	0.1932	0.0000	0.2121	3.3997	0.3038	0.5954	319.1560	35.7251	0.0159	0.0177	288.4229	106.0615	0.0000	494.9244	3.1689	47.3047	0.1448	21.8611	21.9861	0.0196	149.7652	86.8846	0.1882	3.8582	18.0945	25.8546	23.0993	11.4622	10.7971	0.5137	9.2005	5.2565	18.4336	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alabama	ALSVG	0.0000	0.0000	0.0000	1.8337	0.3312	0.5178	357.7426	38.3901	0.0000	0.0000	302.9657	64.4377	0.0000	462.4043	8.8980	25.6865	0.0000	6.0469	32.7042	0.0000	102.8279	64.0767	0.0000	6.0775	28.8044	20.1321	13.9251	16.0133	22.4269	0.0000	16.6909	25.9725	12.4462	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alaska	AKSVG	0.0000	0.0000	0.0000	0.0452	0.0090	0.0000	31.0222	44.8290	0.0000	0.0000	16.9068	77.8764	0.0000	153.7729	0.1830	40.6430	0.0000	16.7282	20.5051	0.0000	122.7055	85.4721	0.0000	11.2419	13.0903	67.2734	27.8759	14.9008	0.7402	0.0000	5.6043	1.0250	42.6958	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Arkansas	ARSVG	0.0000	0.0000	0.0000	11.8681	0.0904	10.5235	763.2062	8.2352	0.0000	0.0000	760.9696	70.6528	0.0000	847.7698	3.7879	9.4893	6.1926	0.0000	54.9709	0.0000	78.8881	17.7246	0.0000	6.1706	0.0000	8.8554	23.0122	25.1325	9.4505	0.0000	29.8383	2.2365	7.9309	
3/31/2018 11:59:59 PM	All Insured Savings Banks in California	CASVG	0.0000	0.0000	0.0000	0.0442	0.0082	0.0000	192.8314	19.0164	0.0000	0.0000	186.2181	288.5893	0.0000	500.4815	1.7554	59.0501	0.0000	226.7423	2.7968	1.7347	307.6058	78.0665	3.8164	0.4900	3.0694	61.0545	8.4473	1.9598	2.4051	2.2266	0.8370	3.5438	56.4654	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Colorado	COSVG	0.0000	0.0000	0.0000	27.9811	2.5474	9.3461	333.7484	38.9121	0.0000	0.0000	323.0331	76.9070	0.0000	475.4055	4.0727	29.5413	2.1432	22.3445	22.8778	2.4323	115.8191	68.4534	0.0000	4.2996	5.7591	24.1809	10.9208	10.8234	7.1599	0.0000	12.0543	4.9561	17.6512	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Connecticut	CTSVG	0.0000	0.0000	0.0000	0.5308	1.2219	0.0171	310.8288	57.7265	0.0295	0.0000	270.7166	132.3781	0.0000	509.9382	3.7251	82.2876	0.2753	19.6498	24.6328	0.0063	193.7712	144.9846	0.0716	3.9872	31.6765	32.4964	44.8528	15.4146	10.1861	1.7076	9.1185	7.6390	21.5876	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Delaware	DESVG	0.0000	0.0000	0.0000	7.0003	0.2329	0.3193	130.1420	107.9507	0.0880	0.0000	84.6787	178.8655	0.0000	419.6525	0.1037	120.7900	4.3060	12.0879	41.6814	0.0000	286.8162	228.7407	0.0000	8.2618	28.1742	58.1202	65.0135	34.2436	6.5962	0.4434	7.4378	17.2890	36.0642	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Florida	FLSVG	0.0000	0.0000	0.0000	0.8352	37.6423	0.3945	325.0440	31.0945	0.1019	0.0000	298.9795	104.0090	0.0000	460.8790	0.4697	67.9869	0.1038	18.6400	17.2782	11.3414	135.1035	99.0814	22.6829	3.8317	19.1819	29.1857	17.9481	5.3235	6.7120	3.0733	11.9546	6.8825	22.5290	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Georgia	GASVG	0.0000	0.0000	0.0000	6.5203	0.7026	1.8268	289.9466	57.9297	0.0000	0.0000	267.4241	114.6620	0.0000	468.9558	7.2216	50.9542	0.1029	9.8326	53.7721	0.0000	172.5917	108.8839	0.0000	8.6480	17.8053	28.9652	31.5528	24.1393	20.3142	2.7101	29.6328	4.7171	18.8538	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Guam	GUSVG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	351.8834	0.0000	0.0000	12.1706	351.8834	91.8822	0.0000	443.7656	114.3282	33.6273	0.0000	15.1746	43.0802	0.0000	91.8822	33.6273	0.0000	6.4184	0.0000	13.6894	70.1335	35.4035	157.2893	0.0000	7.6767	0.0000	13.6894	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Hawaii	HISVG	0.0000	0.0000	0.0000	0.0000	7.0587	0.8928	477.7734	26.6140	0.0000	0.0000	333.8826	119.8175	0.0000	621.3342	0.0000	77.6366	2.8709	12.9089	26.4010	0.0000	146.4316	104.2507	0.0000	3.5351	114.7616	19.6076	81.7008	14.3876	35.9260	0.0000	12.0133	29.1291	16.0439	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Idaho	IDSVG	0.0000	0.0000	0.0000	0.0000	6.2395	0.0000	344.1493	46.1386	7.9088	0.0000	289.0242	169.0151	0.0000	554.8413	24.5137	92.6225	4.4617	2.0575	69.8732	0.0000	215.1537	138.7611	0.0000	10.8870	46.3072	33.5235	44.1787	34.0691	38.5242	0.0000	35.8040	8.8178	26.3346	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Illinois	ILSVG	0.0000	0.0000	0.0000	9.7188	0.1570	2.4519	298.8646	23.8501	0.0172	0.0000	279.0782	56.1153	0.0000	412.8982	11.0913	23.2379	0.0025	24.6080	6.1453	0.0000	84.5416	47.6931	0.0000	1.2313	11.5086	16.6541	15.3419	2.9131	19.6570	0.3798	2.8525	4.3652	11.1182	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Indiana	INSVG	0.0000	0.0000	0.0000	6.9071	0.0421	0.4764	291.6864	34.4894	0.1552	0.0000	261.5872	64.4146	0.0000	417.1227	12.3333	30.8484	0.0091	11.6896	20.1094	0.0000	101.7522	68.0959	5.4142	3.8102	22.9478	20.9217	20.3801	7.9446	17.6441	2.2253	10.4333	3.3466	13.3321	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Iowa	IASVG	0.0000	0.0000	0.0000	28.9724	0.1950	11.1377	293.6431	14.3398	0.0000	0.0000	277.5147	15.1485	0.0000	352.1039	11.9832	3.7534	0.0000	4.7215	6.6734	0.0000	29.4884	18.0933	0.0000	1.1969	2.6248	5.2534	10.8035	1.1850	33.4727	1.0764	5.4884	13.5035	2.7248	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kansas	KSSVG	0.0000	0.0000	0.0000	23.8386	1.3256	15.1430	254.5751	15.8931	0.0000	0.0000	234.2683	76.0976	0.0000	367.1450	6.4862	43.9098	3.2595	13.0359	15.8923	0.9780	91.9908	59.8029	0.0000	4.6118	15.7012	19.7914	19.8974	7.1225	15.3714	0.0000	8.7697	4.6055	16.5223	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kentucky	KYSVG	0.0000	0.0000	0.0000	11.5634	0.4309	2.2880	333.7543	25.1298	0.1033	0.0000	311.1444	63.1802	0.0000	433.6278	4.0813	26.4733	0.0000	19.6071	17.0997	0.0000	88.3100	51.6031	0.0000	3.8119	17.9362	18.2719	13.7184	8.6185	10.1582	0.6042	8.4811	4.6736	13.7957	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Louisiana	LASVG	0.0174	0.0000	0.0000	5.2360	0.4701	0.5087	279.5064	51.3986	0.2992	0.0000	260.6826	98.5822	0.0000	434.4538	2.7984	41.0317	0.2694	10.7172	46.5638	0.0000	149.9808	92.4303	0.0000	10.2665	14.2301	29.1290	29.1218	24.2645	14.3648	0.4845	22.2992	4.5936	20.0896	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maine	MESVG	0.0000	0.0000	0.0000	0.8577	0.7847	0.2538	386.5821	54.8845	0.0011	0.0000	338.4697	120.7256	0.0000	588.9722	3.0086	79.3102	1.1934	16.6054	22.9279	1.0128	179.9307	136.4926	3.1315	3.4428	41.7251	27.4327	42.9297	13.4313	9.8340	3.4744	8.4545	6.3872	18.4769	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maryland	MDSVG	0.0152	0.0000	0.0000	3.0897	0.2388	0.0000	348.4766	31.3955	0.0000	0.0000	329.5756	108.9304	0.0000	491.5866	3.7421	57.0190	0.3057	15.3408	36.2647	0.0083	140.3260	88.4146	0.0000	6.4928	12.9686	26.6528	14.2360	20.6594	14.3343	0.0000	15.6053	5.9323	20.9294	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Massachusetts	MASVG	0.0000	0.0000	0.0000	0.1196	0.2785	0.0133	383.0961	52.8263	0.0331	0.0000	343.0274	176.9366	0.0000	630.8602	1.0777	86.3251	0.0476	35.0287	40.6131	1.3054	235.8594	150.0987	0.0000	5.9809	32.6300	33.9991	33.3338	18.4053	8.2601	0.4832	19.2338	4.8274	25.5932	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Michigan	MISVG	0.1935	0.0000	0.0000	1.8166	12.0863	1.2798	443.9604	61.8993	0.0254	0.0000	393.9896	106.4799	0.0000	614.1313	14.5877	60.5178	0.0250	8.7442	37.1927	0.3442	168.3792	122.4172	1.0328	4.9379	40.5157	24.7076	22.7771	25.9902	17.3464	1.0459	11.2025	9.4549	14.9983	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Minnesota	MNSVG	0.0000	0.0000	0.0000	26.9126	4.9592	15.5086	306.1877	56.7114	0.9013	0.0000	237.8430	104.2603	0.0000	493.0084	21.2153	58.2246	1.0637	19.5297	25.4421	4.7469	160.9718	114.9361	0.0000	3.8730	48.8723	25.2290	47.3520	17.6354	37.4103	0.4917	7.8066	19.4723	16.3884	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Mississippi	MSSVG	0.0000	0.0000	0.0000	0.0000	0.3375	0.0000	551.3729	2.1365	0.0000	0.0000	545.2375	17.0882	0.0000	570.5977	0.0000	0.2659	0.0000	0.4085	16.4137	0.8664	19.2248	2.4024	0.0000	3.7168	4.2524	4.2394	0.0000	10.4039	5.1221	0.0000	6.0098	1.8829	3.8221	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Missouri	MOSVG	0.0000	0.0000	0.0000	9.6015	0.0745	2.0194	276.1177	13.1931	0.0000	0.0000	269.5118	70.5600	0.0000	369.3295	2.0968	24.5528	0.1429	21.9266	23.9376	0.0000	83.7531	37.7460	0.0000	5.5233	3.4683	19.1145	7.8386	7.4337	4.2043	0.7976	16.5038	3.1375	16.1738	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Montana	MTSVG	0.0000	0.0000	0.0000	5.2178	0.0000	0.0176	147.8599	2.2076	0.0000	0.0000	145.4171	5.9145	0.0000	161.1999	1.1934	2.2341	0.0000	1.4227	2.2576	0.0000	8.1221	4.4417	0.0000	1.2707	1.5491	4.5715	12.6815	0.1998	3.7685	0.0000	2.0577	0.8936	3.3289	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nebraska	NESVG	0.0000	0.0000	0.0000	28.1889	11.6136	19.9977	390.4523	46.0407	0.0048	0.0000	368.6193	138.9493	0.0000	603.6313	8.0795	61.9150	0.0000	34.7408	42.2934	0.0000	184.9900	107.9558	0.0000	6.2212	13.0699	26.8981	49.5595	28.3593	11.2590	0.2134	13.9341	8.7630	20.4147	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nevada	NVSVG	0.0000	0.0000	0.0000	0.0000	1.4449	27.8839	28.4110	0.5500	47.7145	0.0000	24.3674	2.7716	0.0000	29.3674	155.0391	0.0000	2.3652	0.0000	0.4063	0.0000	3.3217	0.5500	0.0000	0.0730	3.1749	3.2215	24.7340	0.4063	233.6252	0.0000	0.0000	0.8686	3.1226	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Hampshire	NHSVG	0.0000	0.0000	0.0000	1.3138	2.0149	0.0659	410.6098	82.0699	0.0000	0.0000	374.9610	112.7799	0.0000	606.7736	1.6315	57.1870	0.0000	23.4751	32.1177	0.0667	194.8498	139.2570	0.0000	4.3462	30.7965	26.4164	46.2664	22.7577	16.8563	7.0453	9.3600	4.8522	15.3777	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Jersey	NJSVG	0.0000	0.0000	0.0000	0.0981	0.3214	0.0428	343.4168	41.7817	0.0000	0.0000	314.0135	139.8574	0.0000	539.1768	0.0607	67.9251	0.3777	51.0978	13.7838	0.0000	187.1453	115.4695	0.6376	2.1421	17.6921	30.9646	17.0874	6.3970	2.8386	0.3147	6.4883	8.3767	22.9124	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Mexico	NMSVG	0.0000	0.0000	0.0000	0.2045	0.0343	0.0000	236.1409	46.1243	0.0095	0.0000	229.9904	172.9533	0.0000	446.7817	0.9322	90.9802	8.6414	34.0863	39.2453	0.0000	219.0777	137.1045	0.0000	8.1568	5.3321	40.8394	20.3237	18.1554	7.1974	0.0000	21.0899	0.8184	31.7922	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New York	NYSVG	0.8894	0.0000	0.0000	0.7263	0.0837	0.1246	309.9145	32.8569	0.0000	0.0000	280.3666	168.6003	0.0000	553.5368	2.0486	66.7632	0.2792	67.8028	14.7479	0.0000	210.7387	104.5754	1.3995	2.3834	19.4618	36.2792	29.3598	8.7835	10.2000	0.0610	5.6564	4.7075	29.5738	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Carolina	NCSVG	0.0000	0.0000	0.0000	2.3972	0.3236	0.1075	297.5778	34.4406	0.3726	0.0000	280.7990	81.4163	0.0000	415.4112	0.5498	26.9957	0.4207	18.7475	35.2522	0.0673	115.8569	61.4363	0.0000	8.4328	16.2385	25.4742	7.8501	19.4173	4.5343	1.4754	15.8349	0.5402	18.2526	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Dakota	NDSVG	0.0000	0.0000	0.0000	96.0246	0.6947	114.1825	310.8323	25.6455	0.0000	0.0000	281.2162	78.3263	0.0000	510.4647	67.8269	13.9920	0.3642	55.6426	8.3275	4.1383	103.9719	39.6375	0.0000	1.0391	13.7956	12.7416	28.9630	4.4190	129.5663	3.2114	3.9084	15.8205	9.5580	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Ohio	OHSVG	0.0000	0.0000	0.0000	12.1694	0.1138	0.8968	378.0110	27.8412	0.2118	0.0000	343.6005	75.3153	0.0000	509.3556	4.5146	32.9189	0.2314	19.1195	15.0213	0.0000	105.9664	64.9146	0.0000	2.6522	22.3214	18.4748	19.8307	7.2741	11.8772	0.0697	7.0290	6.0962	13.0367	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oklahoma	OKSVG	0.3198	0.0000	0.0000	48.5595	2.3607	3.9414	532.7066	40.3433	0.6299	0.0000	520.7732	147.4430	0.0000	766.4187	2.4264	95.0949	2.6338	8.6132	41.1009	0.0000	187.7864	135.4382	0.0000	4.4699	8.0900	24.0213	35.2607	20.8793	9.4302	0.2953	20.2215	3.8433	17.6326	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oregon	ORSVG	0.0000	0.0000	0.0000	1.5082	0.0104	0.0000	317.9664	289.6872	0.0000	0.0000	257.6228	222.2564	0.0000	831.4183	1.0676	161.5703	0.0000	16.9779	43.7081	0.0000	511.9436	451.2576	0.0000	4.9306	39.3756	50.0446	72.0752	10.5187	2.0266	2.3485	33.1893	20.9678	28.0461	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Pennsylvania	PASVG	0.0085	0.0000	1.4967	1.0273	0.3402	0.0911	336.1993	27.3367	0.1019	0.0000	296.1810	78.8103	0.0000	466.2469	2.4498	45.9524	0.4773	13.8853	15.9495	0.2287	113.6353	76.4068	1.9193	2.7152	18.7940	20.4445	17.1701	8.1970	9.8294	1.5291	5.9661	14.2512	14.9412	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Rhode Island	RISVG	0.0000	0.0000	0.0000	0.0000	0.0037	0.4971	437.2015	87.6007	0.0000	0.0000	335.0963	60.9411	0.0000	585.7433	53.6234	43.5865	0.0000	6.9839	10.3706	0.0000	148.5418	131.1873	0.0000	1.9404	33.7898	22.8088	16.5126	9.3919	84.5436	0.1313	0.9787	68.3152	10.3035	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Carolina	SCSVG	0.0000	0.0000	0.0000	0.9641	0.0754	0.1356	270.0029	27.2486	0.0000	0.0000	250.7254	51.7097	0.0000	348.9897	4.3842	10.0153	0.9357	13.3188	27.4397	0.0000	78.9583	37.2639	0.0000	7.3667	17.7977	23.8606	9.5326	12.6984	11.5806	0.0000	14.7413	1.4798	15.9100	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Dakota	SDSVG	0.0000	0.0000	0.0000	40.6614	2.2873	30.9696	198.9170	36.6839	23.6561	0.0000	190.6366	164.4292	0.0000	440.6635	2.1100	98.0088	0.0281	45.2403	21.1518	0.2038	201.1131	134.6927	0.4076	4.4662	5.1376	38.2551	32.2416	16.7638	43.7830	0.5778	4.3880	3.1428	31.2807	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Tennessee	TNSVG	0.0000	0.0000	0.0000	7.7306	1.4776	0.7562	229.9579	26.8252	0.0000	0.0000	212.9347	71.6275	0.0000	335.1535	5.4952	25.1165	0.9879	11.6970	33.8260	0.0000	98.4528	51.9417	0.0000	9.3985	13.8844	26.0878	14.1722	19.0433	11.7967	2.3968	14.7827	3.1387	19.2207	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Texas	TXSVG	0.0000	0.0000	1.2845	24.6727	9.5279	8.3738	210.3363	59.7472	1.7316	0.0000	197.9647	114.5111	0.0000	425.2195	6.9768	50.0449	0.1474	11.0143	47.4948	1.8029	176.0690	111.8745	0.5603	7.3694	2.0966	26.9698	78.4393	31.2556	34.7275	0.7187	14.7724	4.5319	17.8265	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Utah	UTSVG	18.2386	0.0000	0.0000	0.0000	0.6332	0.0000	0.0000	0.0000	235.3732	0.0000	0.0000	0.6304	0.0000	0.0000	0.0000	0.0000	0.6304	0.0000	0.0000	0.0000	0.6304	0.0000	0.0000	0.0000	0.0000	0.0955	386.9431	0.0000	254.1357	0.0000	0.0000	0.0000	0.0955	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Vermont	VTSVG	0.0000	0.0000	0.0000	1.7743	0.4156	0.5479	452.9036	86.1486	0.0000	0.0000	400.8337	104.6686	0.0000	636.7903	24.9182	62.6581	8.7050	17.9382	15.3673	0.0000	190.8173	148.8068	0.0000	2.2834	45.9096	25.2965	37.0605	8.3439	29.9208	7.7564	7.0233	6.1602	14.2020	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Virginia	VASVG	22.0044	0.0000	0.0000	0.0000	0.0000	0.0000	124.9987	1.7754	0.0000	0.0000	116.1200	2.5173	0.0000	129.2915	0.0000	0.0000	0.0000	2.5173	0.0000	0.0000	4.2927	1.7754	0.0000	0.0000	7.2930	1.3161	0.0000	0.0000	2.5494	0.0000	0.0000	1.5856	0.7718	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Washington	WASVG	0.0000	0.0000	0.0000	0.2561	9.0748	2.6774	233.5805	39.4774	0.3564	0.0000	213.7398	227.0669	0.0000	494.8228	3.8111	102.6435	5.5582	53.2366	65.6284	0.0000	266.5443	142.1210	0.0000	10.7490	15.8216	43.6185	34.4709	33.2778	23.9713	0.0000	32.3506	4.0190	37.2042	
3/31/2018 11:59:59 PM	All Insured Savings Banks in West Virginia	WVSVG	0.0000	0.0000	0.0000	0.0000	0.0193	0.0000	498.6002	27.1006	0.0000	0.0000	491.0734	29.3325	0.0000	555.0334	0.7460	1.7787	0.0000	10.0406	17.5130	0.0000	56.4331	28.8794	0.0000	2.3700	2.4441	9.5222	0.3052	16.1128	4.3909	0.0229	1.4001	5.0827	5.9590	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Wisconsin	WISVG	0.0000	0.0000	0.2347	3.5247	0.0433	2.9481	285.1446	36.3202	0.2453	0.0000	259.2124	125.4850	0.0000	467.3502	2.3448	39.9474	0.5346	60.9339	20.8265	0.1357	171.4542	83.6365	0.4439	4.1109	19.8659	30.3089	25.0022	10.3345	16.0530	1.0225	9.6695	4.5319	22.4712	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Wyoming	WYSVG	0.0000	0.0000	0.0000	20.2512	0.0000	15.9667	135.3658	62.6946	0.0000	0.0000	109.7138	93.9047	0.0000	312.2164	9.3478	59.9417	0.0000	1.7617	32.2011	7.2731	156.5993	122.6364	0.0000	7.7125	17.6326	37.5479	66.4469	22.1214	14.3309	0.2302	10.0796	8.0193	22.4579	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies	401	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies	NDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in California	CANDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
