Reporting Period	Peer Group Description	Peer Group	UBPSE393	UBPSFB72	UBPSE435	UBPSE444	UBPSE428	UBPSD638	UBPSE418	UBPSE438	UBPSE441	UBPSE429	UBPSE423	UBPSE419	UBPSE432	UBPSE422	UBPSE416	UBPSE447	UBPSFB77	UBPSE417	UBPSE424	UBPSE448	UBPSE437	UBPSFB76	UBPSE442	UBPSE431	UBPSE414	UBPSFB75	UBPSE394	UBPSE445	UBPSE434	UBPSE425	UBPSE415	UBPSFB71	UBPSE430	UBPSE439	UBPSFB74	UBPSE446	UBPSE420	UBPSE433	UBPSE389	UBPSE426	UBPSE440	UBPSE421	UBPSE436	UBPSE396	UBPSE443	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Mississippi	MSCOM	2.3503	0.8147	1.1987	0.2513	0.0000	0.0000	1.6978	0.0420	0.0000	0.3745	12.5995	25.7855	0.0444	2.6247	1.8564	0.2356	0.2726	6.8323	7.0933	0.0651	0.0036	0.0000	0.2508	0.0000	8.6265	2.9826	5.5696	0.0000	2.0183	0.0967	29.4955	26.3819	0.0386	0.0001	0.0000	3.1969	74.6137	13.6866	11.3723	0.5067	0.0806	0.0115	0.0799	13.9109	0.0004	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Missouri	MOCOM	2.2519	0.6007	1.0537	0.1814	0.0000	0.0000	2.0870	0.0288	0.0000	0.2866	11.2430	22.8656	0.0671	5.2490	1.3420	0.4632	0.2031	12.8965	4.1134	3.5912	0.0000	0.0048	0.1811	0.0000	5.6026	2.0203	2.8453	0.4776	1.5980	0.0275	28.8861	26.5046	0.1096	0.0069	0.0000	6.2592	76.1529	14.6119	11.1152	0.1844	0.0555	0.0000	0.0531	10.5339	0.0002	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Montana	MTCOM	2.0879	0.8801	0.9630	0.1711	0.0000	0.0000	1.8705	0.0294	0.0000	0.1574	14.4329	23.8536	0.0805	11.7310	1.5202	0.8315	0.0419	12.4861	4.8687	2.8937	0.0000	0.0000	0.1711	0.0000	6.5286	2.0569	4.1701	0.0006	1.4171	0.1337	19.3515	16.2648	0.0047	0.0006	0.0000	7.5059	66.8324	17.1360	8.9112	0.4474	0.0405	0.0003	0.0211	13.6986	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nebraska	NECOM	1.0076	0.3831	0.8810	0.0332	0.0000	0.0000	0.9666	0.0010	0.0000	0.2593	12.7655	10.9066	0.0446	28.5531	0.6299	0.0110	0.5738	21.9463	3.7210	1.9101	0.0000	0.0111	0.0227	0.0000	2.8131	1.6988	1.5841	0.6501	1.2773	0.0040	11.2150	9.7975	0.0102	0.0005	0.0000	0.0145	51.9686	23.2334	5.6554	0.3517	0.0024	0.0032	0.0014	4.3887	0.0002	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nevada	NVCOM	1.1712	0.1698	0.6976	0.3002	0.0000	0.0000	2.7489	0.0198	0.0000	0.0945	14.8415	40.4526	0.0810	0.3373	0.9417	199.5182	0.0000	0.3772	15.8112	112.8832	0.0000	0.0000	0.3002	0.0000	5.0598	0.8284	3.8886	0.0000	1.5995	7.1428	20.2509	19.1393	0.0000	0.0000	0.0000	0.4170	68.8897	986.4744	22.5361	0.0256	0.1160	0.0000	0.1642	17.9165	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Hampshire	NHCOM	2.8374	0.4045	1.9110	0.0052	0.0000	0.0000	7.8578	0.0048	0.0000	0.2108	11.1464	38.1411	0.9391	0.0262	2.3929	2.1142	0.0000	0.1298	0.9132	3.0376	0.0000	0.0000	0.0052	0.0000	8.1750	0.5650	5.3376	0.2067	2.5008	0.0000	31.6691	28.8716	0.0000	0.0000	0.0000	4.1215	85.9730	16.5767	23.7684	1.7300	0.0003	0.0000	0.0000	14.3726	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Jersey	NJCOM	2.8315	0.9378	1.0054	0.1941	0.0000	0.0000	6.6351	0.0152	0.0000	0.3655	8.0162	45.6007	0.0733	0.0039	3.0589	1.2409	0.2427	0.1215	1.0966	2.3784	0.0000	0.0000	0.1891	0.0000	6.1816	0.0309	2.9516	0.0251	1.3210	0.0082	22.5524	17.9570	0.1124	0.0057	0.0000	1.1598	87.3600	17.0186	24.2066	0.2058	0.0336	0.0089	0.0895	21.2430	0.0048	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Mexico	NMCOM	2.7381	0.3377	0.9633	0.3448	0.0000	0.0000	2.5444	0.0234	0.0000	0.0615	15.9563	34.6023	0.1820	4.5368	0.8891	0.4423	0.0000	4.6813	3.3982	1.0961	0.0200	0.0000	0.3448	0.0000	8.4282	1.0702	5.1591	0.0000	2.0450	0.0834	20.3506	18.7737	0.0619	0.0000	0.0000	3.6314	73.4396	19.0896	18.9833	0.2286	0.1520	0.0000	0.0898	14.0684	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New York	NYCOM	0.6085	0.4086	0.4730	0.0316	0.0014	0.0001	8.6345	0.0068	0.0000	1.2302	13.8679	29.5401	0.3818	0.1486	2.4520	0.9346	0.1215	0.4263	4.3408	3.3682	0.0000	0.0000	0.0181	0.1030	3.3068	1.6752	2.5195	0.0222	0.8684	0.0337	27.9550	23.9434	0.0504	0.0012	0.0086	2.0822	76.6571	15.4627	17.4394	0.1449	0.0037	0.0929	0.0000	10.4554	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Carolina	NCCOM	3.3823	0.6023	1.3083	0.1894	0.0074	0.0000	3.4804	0.0217	0.0000	0.4479	10.4964	39.4668	0.1456	0.2622	7.6215	6.2563	0.7851	1.6899	2.0602	6.7672	0.0001	0.0301	0.1740	0.0842	10.7512	0.7366	7.0271	0.0132	2.0226	0.1498	28.6103	19.5364	0.2643	0.0000	0.2546	10.0245	85.7647	24.0182	16.5663	0.4431	0.0323	0.0025	0.1093	22.5403	0.0022	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Dakota	NDCOM	0.8054	0.4763	0.5904	0.0360	0.0000	0.0000	2.3646	0.0020	0.0000	0.1455	13.3449	13.6679	0.0051	27.3790	0.5462	2.7003	1.9947	19.1775	4.7348	3.3463	0.0000	0.0000	0.0359	0.0000	2.2808	1.8832	1.4294	1.3781	0.9270	0.1097	9.8772	8.5582	0.7380	0.0019	0.0000	4.8426	50.0597	21.6616	6.6070	0.8982	0.0201	0.0000	0.0050	6.3558	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Ohio	OHCOM	1.2698	0.5933	0.8982	0.0428	0.0780	0.0000	2.9920	0.0134	0.0000	0.1918	9.5682	21.6549	0.1123	1.3233	3.8192	5.5602	0.4998	5.7399	5.1398	8.3180	0.0009	0.0000	0.0327	0.0558	3.5205	2.8448	2.1121	0.0085	1.4949	0.1125	41.4074	36.3335	0.0624	0.0000	0.0608	11.0526	80.3086	16.5969	9.1490	0.5989	0.0082	0.0006	0.0002	11.1771	0.0167	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oklahoma	OKCOM	2.1056	0.5285	0.7827	0.1141	0.0000	0.0000	1.2428	0.0445	0.0000	0.2921	15.6015	22.7932	0.0579	8.7324	0.3377	0.4378	0.3673	8.5027	6.7338	0.4827	0.0000	0.0000	0.1114	0.0000	5.5777	2.8007	3.1979	0.1644	1.2696	0.0045	21.6804	20.4783	0.2443	0.0001	0.0000	1.9506	63.9834	12.4358	10.7856	0.4594	0.0152	0.0068	0.0138	10.1451	0.0025	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oregon	ORCOM	3.3604	0.6357	0.9912	0.2476	0.0000	0.0000	6.7427	0.0510	0.0000	0.4263	13.8790	43.1549	0.2876	4.6055	2.7863	0.4052	1.2359	5.4901	0.9949	4.7308	0.0289	0.0000	0.2475	0.0000	8.1704	0.2690	4.8099	0.0000	1.5005	0.0357	15.3878	11.9657	0.1544	0.0000	0.0000	11.9493	78.9462	20.7114	22.4282	0.9933	0.0559	0.0000	0.1115	20.7267	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Pennsylvania	PACOM	1.0643	1.6970	0.9158	0.1033	0.0000	0.0000	3.5487	0.0140	0.0000	0.2847	10.5471	28.6219	0.1118	0.3910	4.7638	0.9254	0.2593	2.4647	2.8623	5.2746	0.0003	0.0142	0.0517	0.0000	4.0438	0.9031	2.5728	0.5455	1.2852	0.0115	37.7708	30.2495	0.0590	0.0000	0.0000	4.6561	80.7418	19.9477	14.4401	2.9126	0.0206	0.0005	0.0057	13.5300	0.0162	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Puerto Rico	PRCOM	0.0429	0.4689	0.1812	1.0275	2.8814	0.1081	0.7851	0.5192	0.0000	1.7029	9.5874	23.4582	0.3555	0.0465	0.1362	0.0000	0.4290	0.2859	18.0872	38.3896	0.0107	1.4539	1.0275	0.0192	0.6506	9.3961	0.6076	1.5645	0.3030	3.4497	40.2000	39.5947	1.8829	0.0023	1.7908	36.8250	66.0962	18.7209	12.4751	2.5669	0.3309	0.0219	0.0561	10.9830	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Rhode Island	RICOM	0.6193	1.2236	0.2261	0.3028	0.0000	0.0000	4.7837	0.0197	0.0000	0.8024	27.3488	28.7545	0.2342	0.0032	7.0616	68.1585	1.6477	0.0000	4.9447	69.3128	0.0000	0.0000	0.1605	0.0000	2.6539	1.9148	2.0346	0.0006	0.2965	0.2782	28.9478	20.6624	1.0984	0.0000	0.0000	10.5474	65.1401	25.0284	16.1886	0.6615	0.1408	0.0005	0.0000	12.5659	0.1422	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Carolina	SCCOM	2.3113	0.6766	0.9439	0.3458	0.0000	0.0000	1.0693	0.0317	0.0000	0.0844	9.9660	33.6046	0.0652	0.6490	4.6630	0.0787	0.5542	1.8018	5.3611	2.0288	0.0007	0.0000	0.3458	0.0000	9.5257	1.4966	7.2013	0.8969	1.5900	0.0823	32.9419	26.8471	0.0000	0.0013	0.0000	6.7567	82.1029	15.1222	13.8579	0.3307	0.0651	0.0005	0.1978	19.3559	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Dakota	SDCOM	0.5378	0.2372	0.6534	0.0352	0.0000	0.0001	1.2946	0.0015	0.0007	0.2770	13.1376	11.7187	0.0287	31.7210	0.6710	3.3712	1.2686	16.9441	6.2138	3.4397	0.0001	0.0000	0.0335	0.3017	2.1779	1.4432	1.5899	0.6301	1.0067	0.9594	6.6131	5.3727	0.1545	0.0000	2.7633	2.4135	42.3156	25.3993	5.3233	0.5800	0.0052	0.0013	0.0025	5.3840	0.0016	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Tennessee	TNCOM	3.6386	0.7207	1.1858	0.2706	0.0000	0.0000	1.9610	0.0624	0.0000	0.2500	12.4778	27.6236	0.1323	0.8965	3.3471	0.5637	0.0020	3.8114	5.4580	1.1376	0.0008	0.0000	0.2705	0.0000	9.7106	1.6850	5.7873	0.0019	1.8415	0.0114	31.4727	26.5611	0.0000	0.0000	0.0000	0.8491	78.4062	16.7754	13.5773	0.3818	0.0722	0.0137	0.0920	13.2900	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Texas	TXCOM	2.5936	0.3837	0.8343	0.0608	0.0024	0.0000	1.5604	0.0062	0.0000	0.3260	15.0128	26.3565	0.0747	4.9941	0.0989	0.4039	0.0461	5.4163	5.5061	0.4712	0.0090	0.0002	0.0605	0.0000	8.4632	1.9340	5.0905	0.0001	1.5979	0.0005	22.7203	21.7180	0.0109	0.0024	0.0216	0.4468	69.2889	15.2134	12.5902	0.6228	0.0224	0.0214	0.0074	12.9518	0.0003	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Utah	UTCOM	2.4651	0.3345	0.1529	0.1301	0.1068	0.0000	1.1904	0.0058	0.0000	0.4642	20.0972	18.7007	0.0192	0.6768	1.5347	3.4096	0.2095	0.8825	17.0029	9.4366	0.0000	0.0000	0.1055	0.0000	6.4898	1.2484	3.8374	0.0000	0.1877	0.3484	8.6943	6.1915	2.2482	0.0000	0.0000	1.5337	41.6003	31.9525	6.4901	0.0612	0.0391	0.0000	0.0162	10.7677	0.0050	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Vermont	VTCOM	2.2439	1.3394	0.9063	0.0784	0.0000	0.0000	3.4979	0.0051	0.0000	0.2488	8.1034	26.7603	0.0521	0.8810	4.5098	1.3036	0.0000	2.5660	2.2515	29.8624	0.0000	0.0000	0.0081	0.0000	4.2128	0.7120	1.9688	1.2677	1.2835	0.0000	48.5189	42.6696	0.0000	0.0000	0.0000	33.5610	85.5560	20.5318	14.7132	2.9588	0.0029	0.0000	0.0000	12.0470	0.0703	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virgin Islands	VICOM	1.8001	3.2577	0.2783	2.8509	0.0000	0.0000	6.1890	1.2373	0.0000	0.0261	11.8987	33.6773	0.8585	0.0000	4.4040	0.0000	0.0000	0.0000	0.8308	0.0000	0.0000	0.0000	2.8509	0.0000	8.0749	0.2605	6.2747	0.0000	0.6704	0.0000	39.3034	31.6416	0.0000	0.0000	0.0000	0.0000	87.2447	13.4954	20.6489	0.0000	0.3130	0.0000	1.3005	13.0283	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virginia	VACOM	2.3792	0.9021	1.1262	0.2464	0.0143	0.0000	3.1951	0.0505	0.0000	0.3234	10.2196	30.9159	0.1430	0.3782	4.5114	0.1925	0.0034	2.0322	6.6728	0.2658	0.0015	0.0000	0.2412	0.0748	7.3296	3.4645	4.7679	0.0000	1.5753	0.0799	33.5705	27.5687	0.0003	0.0003	0.0000	1.1929	79.6798	18.3623	15.3920	0.8731	0.0637	0.0087	0.0722	15.0926	0.0050	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Washington	WACOM	2.5042	0.5780	1.2069	0.2171	0.0000	0.0000	5.6799	0.0088	0.0000	0.4028	14.4106	38.7295	0.3612	4.4961	2.8063	0.6975	0.1092	2.3556	2.9902	7.5379	0.0055	0.0000	0.1544	0.0000	7.8282	0.9307	5.0950	0.0295	1.8142	0.0813	16.7431	12.9204	0.0088	0.0000	0.0000	28.8736	75.0110	22.3744	19.9330	0.8889	0.0093	0.0000	0.1056	17.8402	0.0627	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in West Virginia	WVCOM	1.2312	0.6770	1.1209	0.3416	0.0000	0.0000	2.6789	0.0776	0.0000	0.2097	9.6450	22.1690	0.0922	0.1832	2.4695	0.4461	0.0181	0.8632	6.9707	0.7050	0.0000	0.0000	0.3415	0.0000	4.1230	2.6418	2.6210	0.1148	1.8215	0.0389	49.0055	45.5275	0.0052	0.0170	0.0000	1.6209	81.0827	9.8216	11.5247	0.8166	0.0793	0.0000	0.1032	10.2756	0.0001	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wisconsin	WICOM	1.6766	1.0773	1.2018	0.0846	0.0000	0.0000	3.6748	0.0134	0.0000	0.1947	12.2329	30.4114	0.0198	3.5742	2.4359	1.8551	0.0401	8.2839	2.3276	23.2556	0.0113	0.0000	0.0816	0.0000	5.7337	0.9677	3.5251	0.4685	1.6945	0.0841	26.0190	21.8982	0.0143	0.0011	0.0000	19.1835	77.5780	15.8819	13.7580	1.7128	0.0250	0.0098	0.0135	16.2035	0.0028	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wyoming	WYCOM	2.6128	0.8709	1.0308	0.0862	0.0000	0.0000	1.7516	0.0083	0.0000	0.0772	14.0688	33.0256	0.0810	7.1844	1.7745	0.0000	0.0382	6.9785	5.2860	0.0030	0.0001	0.0000	0.0862	0.0000	7.1730	2.1406	4.2982	0.0000	2.0446	0.1618	19.7833	16.8101	0.7046	0.0003	0.0000	0.0000	70.4816	15.8426	15.6702	0.1251	0.0337	0.0000	0.0096	16.7921	0.0000	
3/31/2018 11:59:59 PM	All insured savings banks	SVG	1.6516	0.9426	0.4803	0.1065	0.0027	0.0003	3.8617	0.0386	0.0000	0.0519	3.9089	15.5832	0.0284	0.1241	3.2506	0.4678	0.0313	0.6811	2.3003	9.7272	0.0009	0.0276	0.0840	0.0000	3.8512	0.6259	1.9995	0.4583	0.7235	0.0029	62.2257	56.6310	0.0037	0.0033	0.0000	10.1215	91.5792	11.9472	8.0450	0.0924	0.0070	0.1555	0.0092	6.1489	0.0011	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alabama	ALSVG	2.9945	4.3808	1.0693	0.6608	0.0000	0.0000	1.1211	0.1620	0.0000	0.0575	2.7814	12.9735	0.0000	0.0957	5.0873	0.0000	0.0000	0.3669	6.7327	13.1880	0.0000	0.0000	0.6608	0.0000	5.8310	2.8180	2.8365	0.0000	2.0179	0.0000	70.0388	60.5706	0.0000	0.0000	0.0000	0.0000	90.3316	8.4560	5.2431	0.0000	0.0635	0.0000	0.4353	7.7304	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alaska	AKSVG	3.2078	0.6094	0.0053	0.0365	0.0000	0.0000	6.6606	0.0000	0.0000	0.0087	14.8302	46.6604	0.0000	0.0000	7.2760	0.0000	0.0000	0.0254	0.4172	67.4493	0.0000	0.0000	0.0365	0.0000	14.3549	0.1061	11.1470	0.0000	0.0140	0.0000	17.0425	9.1570	0.0000	0.0000	0.0000	0.0000	84.7439	25.6695	22.2840	0.0000	0.0365	0.0000	0.0000	24.3763	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Arkansas	ARSVG	2.9782	0.2445	1.4153	1.2922	0.0000	0.0000	0.0000	0.9754	0.0000	0.0105	2.0688	1.9763	0.5835	1.1496	0.0000	0.0000	0.0000	1.2988	0.9990	9.6021	0.0000	0.0000	1.2922	0.0000	5.7245	0.3481	2.7463	0.0000	1.6049	0.0000	86.7721	86.5276	0.0000	0.0000	0.0000	9.6021	95.7719	2.3928	1.0775	0.0000	0.0000	0.0000	0.3168	0.8988	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in California	CASVG	0.1377	0.6207	0.2864	0.2168	0.0000	0.0000	43.9823	0.0757	0.0000	0.0038	1.5246	16.1620	0.0000	0.0000	1.1252	0.0000	0.5857	0.0116	0.3604	15.2182	0.0000	0.0000	0.0950	0.0000	0.4878	0.2563	0.3501	0.2112	0.6121	0.0000	36.6209	34.8749	0.2603	0.0000	0.0000	3.9763	97.2648	4.0389	11.5408	0.5858	0.0191	0.0000	0.0000	4.6211	0.1217	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Colorado	COSVG	2.2993	0.9632	0.6221	0.2747	0.0000	0.0000	4.9344	0.0080	0.0000	0.7062	1.9385	13.7675	0.5586	1.1131	1.3416	0.0000	0.0000	4.1193	1.4538	29.6296	0.0000	0.0000	0.1357	0.0000	4.2944	0.6755	1.9950	0.0000	0.9094	0.0000	67.1719	64.8670	0.5006	0.0000	0.0000	165.4741	94.2876	6.4782	7.3706	0.0000	0.0984	0.0000	0.0291	6.3968	0.1389	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Connecticut	CTSVG	1.5030	1.5342	0.4077	0.0334	0.0000	0.0000	3.0441	0.0187	0.0000	0.1943	7.4782	24.0238	0.0513	0.0029	5.6877	1.3097	0.0099	0.0961	1.6774	11.8324	0.0000	0.0000	0.0334	0.0000	4.0204	0.5539	2.5373	0.4554	0.6542	0.0038	56.0549	48.7421	0.0010	0.0000	0.0000	16.3343	89.0312	17.0105	13.7245	0.3204	0.0070	0.0000	0.0075	9.8056	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Delaware	DESVG	1.4240	3.1782	0.2990	0.0242	0.0000	0.0000	2.4593	0.0183	0.0000	0.0470	13.6863	46.5312	0.7505	0.0880	5.8261	0.0000	0.0000	1.3808	1.3990	0.9749	0.0000	0.0000	0.0242	0.0000	8.2368	0.0211	6.8128	1.4048	0.6370	0.0182	26.0778	17.0734	0.0000	0.0000	0.0000	1.3195	84.6862	21.4357	24.4580	0.0933	0.0038	0.0000	0.0020	22.0731	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Florida	FLSVG	2.7107	1.9051	0.0998	0.2885	0.0000	0.0171	3.5955	0.0875	0.0000	5.0222	6.3872	21.7402	0.0355	0.1266	3.1040	2.5135	2.4134	0.2543	2.5149	67.1388	0.0000	0.0000	0.2838	0.0000	3.6742	0.1285	0.9635	0.1244	0.2740	0.0393	54.5032	49.4940	1.4480	0.0036	0.0000	98.0701	83.7675	10.7670	15.1794	0.7328	0.0031	0.0000	0.1722	6.5607	0.0047	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Georgia	GASVG	4.6994	0.7894	0.5102	0.2035	0.0000	0.0000	1.6608	0.0660	0.0000	0.0669	5.4235	18.5967	0.0695	0.3224	2.9464	0.0000	0.0000	1.0691	3.8973	4.3731	0.0000	0.0000	0.1914	0.0000	8.8221	1.4714	4.1227	0.0000	0.6750	0.0000	59.6605	55.9246	0.0000	0.0000	0.0000	4.1868	89.8094	9.8569	8.5219	0.4802	0.0158	0.0000	0.1096	10.0748	0.0120	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Guam	GUSVG	1.1230	0.0000	1.4647	0.0669	1.8278	0.0000	2.3687	0.0669	0.0000	0.0000	11.3187	5.0785	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.8545	107.5382	0.0000	0.0000	0.0669	0.0000	6.3986	16.3382	5.2756	107.5382	1.8527	0.0000	52.9806	52.9806	0.0000	0.0000	0.0000	0.0000	66.8266	6.3320	5.0785	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Hawaii	HISVG	1.6183	3.8846	0.3551	0.0009	0.0000	0.0000	1.5433	0.0003	0.0000	0.9609	10.8265	13.8681	0.3874	0.1310	15.4974	0.7817	0.0000	0.0000	4.7738	18.0453	0.0000	0.0000	0.0009	0.0000	3.5125	0.0000	1.8941	0.0000	0.5193	0.0000	64.3835	45.0014	0.0000	0.0000	0.0000	17.2635	83.3075	38.1232	10.3788	0.0000	0.0000	0.0000	0.0006	3.4892	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Idaho	IDSVG	5.1496	1.3007	0.6266	0.0000	0.0000	0.0000	0.6193	0.0000	0.0000	1.0522	6.7862	21.3259	0.6249	0.0000	7.2813	0.0000	0.0000	0.0000	5.9701	60.4409	0.0000	0.0000	0.0000	0.0000	10.3931	3.7355	5.2435	3.8762	0.8286	1.2740	53.8529	45.2708	0.0000	0.0000	0.0000	56.5647	86.1914	25.3573	14.3323	0.0000	0.0000	0.0000	0.0000	6.9935	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Illinois	ILSVG	0.6440	0.8747	0.4190	0.1463	0.0000	0.0005	4.9576	0.0833	0.0000	0.0340	2.7721	9.3081	0.0009	0.5750	2.3225	1.8222	0.0000	2.0707	3.8867	7.5484	0.0000	0.0000	0.1462	0.0000	1.2555	2.2720	0.5292	0.0508	0.7219	0.0043	68.8760	64.7894	0.0000	0.0014	0.0000	37.8237	90.7456	5.8833	4.4459	0.0915	0.0203	0.0000	0.0193	4.4749	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Indiana	INSVG	1.9891	0.6733	0.6682	0.2287	0.0000	0.0000	2.3079	0.0685	0.0000	0.0094	3.8391	14.0604	0.0028	0.1385	4.5548	0.0000	2.1378	1.3312	3.4327	12.1762	0.0000	0.0000	0.1311	0.0000	3.7492	2.2302	1.5430	0.0000	1.1902	0.0241	67.1373	61.0512	0.0000	0.0000	0.0000	1.2618	90.9230	11.2402	6.1648	0.5532	0.0197	0.0000	0.0158	6.7178	0.0648	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Iowa	IASVG	0.9025	2.5076	2.8295	0.0366	0.0000	0.0000	0.9338	0.0115	0.0000	0.0358	1.6562	3.1590	0.0000	1.9070	0.6025	0.0000	0.0000	5.0565	6.8778	14.2027	0.0000	0.0000	0.0366	0.0000	1.1027	2.6062	0.2001	0.1267	3.9853	0.0000	78.9519	75.8417	0.0000	0.0000	0.0000	14.0760	89.2042	6.3317	0.5620	0.3187	0.0000	0.0000	0.0250	2.5969	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kansas	KSSVG	2.6521	0.9138	0.5070	0.3192	0.0000	0.0000	2.4221	0.0105	0.0000	0.3586	4.1522	11.9337	0.3139	2.8687	2.6279	0.3014	0.0000	4.8658	4.0799	55.8423	0.0000	0.0000	0.1223	0.0000	4.6418	1.6389	1.9896	3.4249	0.8122	0.0000	64.4576	60.9159	0.2196	0.0000	0.0000	128.9013	88.3212	7.9054	8.6818	0.0000	0.0050	0.0000	0.1066	3.2518	0.1969	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kentucky	KYSVG	1.7101	0.9847	1.2320	0.2412	0.0000	0.0000	4.5629	0.2064	0.0000	0.0744	2.3972	9.9194	0.0000	0.3249	3.6875	0.0000	0.0000	2.2524	2.0574	13.0319	0.0000	0.0000	0.2412	0.0000	3.6045	0.7539	1.8944	0.0000	1.9296	0.0162	74.7155	70.0431	0.0000	0.0045	0.0000	0.0000	95.0549	7.1241	5.2078	0.0907	0.0299	0.0000	0.0002	4.7115	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Louisiana	LASVG	5.7685	0.9405	0.6186	0.2194	0.0000	0.0012	2.1569	0.0764	0.0000	0.0826	4.9693	16.5931	0.0521	0.0931	2.7208	0.0000	0.0000	0.8233	2.7831	54.0891	0.0000	0.0000	0.2179	0.0000	10.1954	0.5060	4.4268	0.0000	0.8297	0.0551	62.2402	58.5788	0.0000	0.0000	0.0000	152.0193	92.0090	10.4318	7.6797	0.0584	0.0238	0.0040	0.1163	8.9133	0.0015	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maine	MESVG	1.2810	0.9846	0.4909	0.1403	0.0000	0.0000	2.4815	0.0205	0.0000	0.1292	6.3249	20.6791	0.1855	0.0400	6.5251	1.3070	0.4516	0.1366	1.5363	8.3272	0.0000	0.0000	0.0241	0.0000	3.4704	0.4422	2.0686	1.1123	0.6187	0.0001	58.5408	50.6934	0.1496	0.0000	0.0000	10.3388	88.8390	17.2516	12.1811	0.5502	0.0001	0.0000	0.0006	8.4150	0.0894	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maryland	MDSVG	2.7899	1.0119	0.5127	0.6062	0.0000	0.0000	3.0842	0.1454	0.0000	0.0399	2.1925	16.5184	0.0552	0.0000	2.3798	0.0000	0.0000	0.5729	2.7071	0.4266	0.0000	0.0000	0.5946	0.0000	6.5107	0.6323	3.7208	0.0000	0.6595	0.0000	68.3697	64.9779	0.0014	0.0013	0.0000	2.0205	95.0561	7.8030	10.9174	0.0000	0.0853	0.0027	0.3624	5.6010	0.0115	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Massachusetts	MASVG	2.8405	0.7462	0.4988	0.0151	0.0000	0.0000	5.2469	0.0030	0.0000	0.0454	5.0172	21.7475	0.0099	0.0035	4.8860	1.2030	0.0000	0.0231	1.5588	12.6968	0.0002	0.0000	0.0087	0.0000	6.1532	0.1970	2.7201	1.4447	0.6862	0.0047	57.3367	51.3194	0.1759	0.0000	0.0000	12.1767	92.1098	17.6305	13.2188	0.0878	0.0004	0.0000	0.0008	8.0311	0.0006	
