Reporting Period	Peer Group Description	Peer Group	UBPSE105	UBPSE094	UBPSE089	UBPSE090	UBPSF897	UBPSE113	UBPSE114	UBPSE085	UBPSE111	UBPSE104	UBPSF899	UBPSE088	UBPSE097	UBPSE092	UBPS7400	UBPSE100	UBPSE098	UBPSHR55	UBPSE106	UBPSE107	UBPSE095	UBPSE005	UBPSE091	UBPSE101	UBPSE112	UBPSHR56	UBPSE087	UBPSE103	UBPSE096	UBPSE108	UBPSE102	UBPSE115	UBPSE084	UBPSE093	UBPSE109	UBPSE099	UBPSHN99	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Dakota	NDCOM	1.3936	5.4089	82.9059	5.4686	5.1041	1.6761	0.0000	0.7120	0.0000	1.3663	4.9295	63.7396	5.3800	5.1751	1.5701	2.2066	0.0000	1.1078	0.5452	0.1685	5.7086	2.5554	5.1848	1.7067	1.1009	1.2352	2.0876	2.5845	8.1107	0.2950	2.1609	0.5756	0.2634	4.9364	0.0000	2.4247	1.6871	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Ohio	OHCOM	1.4761	5.4708	68.9131	4.7902	4.8112	1.8964	3.5701	0.9712	0.7555	1.3675	4.7936	70.2801	5.1339	4.8626	1.5297	2.2132	2.9867	1.1131	0.5546	0.2243	5.8426	2.8241	4.8742	1.7782	0.5800	1.2583	2.2443	2.5718	9.1588	0.2618	2.2183	0.6145	0.3114	4.7881	0.0000	2.3786	1.8743	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oklahoma	OKCOM	1.2709	6.1714	69.8711	4.3601	5.8185	1.9159	4.7849	0.9622	0.0000	1.3977	5.5517	66.1892	6.0537	5.8119	1.7055	2.1813	0.0000	1.0248	0.6451	0.2780	7.2150	3.0195	5.8015	1.7788	1.2909	1.1298	2.3053	2.3322	7.6730	0.3807	2.0630	0.6896	0.3417	5.6242	0.0000	2.3711	2.2626	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oregon	ORCOM	0.6135	6.9341	87.9133	4.5517	5.2564	1.4474	0.0000	1.0374	0.0000	1.7159	5.2871	68.4049	5.5754	5.4913	2.4394	2.0309	0.0000	0.9152	0.4463	0.2755	6.0937	3.8902	5.5040	1.5907	0.4476	1.1546	2.3270	2.6240	3.9364	0.2914	2.1665	0.4642	0.4133	5.3037	0.0000	2.1487	1.2557	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Pennsylvania	PACOM	1.5678	4.9729	77.5785	5.5743	4.4571	1.7757	4.3917	0.9355	0.0000	1.5890	4.6899	67.5732	4.7439	4.5524	1.4568	2.3916	0.0000	1.2412	0.7012	0.3964	5.8346	2.7187	4.5826	1.9004	0.7942	1.3535	2.0142	2.7854	9.4407	0.3787	2.1935	0.7846	0.3235	4.5699	0.0000	2.5605	1.8799	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Puerto Rico	PRCOM	0.0000	5.5160	56.6758	4.8346	5.3631	1.4833	0.0000	1.5383	0.2866	1.5005	5.5712	64.0450	10.4824	6.3484	1.2006	2.1065	6.0326	1.1567	0.7056	0.4282	9.6263	3.1299	6.3877	1.5063	2.9427	1.1635	2.3986	4.1762	15.1991	0.5123	2.3828	0.7619	0.3909	5.4431	0.0000	2.1188	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Rhode Island	RICOM	0.5687	5.5561	108.0980	6.1337	4.0004	1.5600	3.7848	1.5780	0.2089	1.6221	4.8656	62.8989	0.0000	5.0918	2.1796	2.1945	0.0000	1.3722	0.7735	0.5333	8.1666	4.1456	5.1003	2.2780	0.5790	1.3509	-0.3752	2.1826	12.5589	0.4587	0.3882	0.9256	0.3879	4.4735	0.0000	2.2543	1.3182	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Carolina	SCCOM	1.4207	5.7251	77.3136	4.4239	5.1909	1.6563	0.0000	0.9838	0.0000	1.5046	4.9621	72.4456	8.5767	5.1799	1.7802	2.1355	0.0000	0.8431	0.4676	0.1393	7.5139	3.2060	5.1846	1.8510	0.6128	0.9992	2.3991	2.5729	11.0115	0.2847	2.3008	0.4956	0.4188	5.0345	0.0000	2.2293	1.5213	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Dakota	SDCOM	1.6536	5.3582	81.6470	5.3238	5.5296	2.2358	4.0705	0.8078	0.8949	1.4688	5.0636	60.7030	5.3690	5.5773	1.5619	2.2017	4.8693	1.1937	0.6812	0.2658	6.8941	2.6788	5.5604	1.7310	0.7484	1.1951	2.0097	2.4919	15.1017	0.3719	2.2393	0.7319	0.2660	5.1254	0.0000	2.3834	2.0388	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Tennessee	TNCOM	1.6338	5.4252	72.8571	4.4533	5.6478	1.8355	7.5259	0.9425	0.0000	1.4551	5.1016	67.2157	5.7732	5.4427	1.6939	2.3348	0.0000	1.0286	0.6823	0.3063	7.4154	3.0186	5.4459	1.9147	1.0838	1.1778	2.2881	2.7023	9.4907	0.4236	2.3411	0.7161	0.3585	5.3219	0.0000	2.5100	1.9524	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Texas	TXCOM	1.2344	5.7669	75.4693	5.1934	5.4604	1.6244	4.7212	0.8869	0.5670	1.4425	5.3613	65.5797	5.9205	5.5620	1.5592	2.1196	4.4519	0.8958	0.5718	0.3061	6.9968	2.8041	5.5711	1.7586	0.8033	1.0091	2.1003	2.3699	10.0709	0.3514	2.1011	0.6012	0.3315	5.3808	0.0000	2.2811	1.8121	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Utah	UTCOM	1.1727	8.8072	109.6835	19.4948	5.9102	2.4216	0.0000	1.2745	0.0000	1.5290	5.4694	49.5771	6.5939	7.4534	1.7054	2.3465	7.0557	1.3289	0.8820	0.2135	7.1916	3.5246	7.5137	1.3549	0.9586	1.3692	1.5908	2.7290	12.1072	0.4797	2.2337	0.9060	0.1961	5.5411	0.0000	2.4364	1.4869	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Vermont	VTCOM	1.8912	6.4458	78.4024	4.0518	4.3073	1.1411	0.0000	0.9116	0.0000	1.4077	4.8503	72.1811	4.8777	4.5952	1.9780	2.3170	0.0000	0.8296	0.3843	0.0657	5.9497	3.4054	4.6139	1.8323	0.2916	1.0787	2.3035	2.3961	300.0000	0.1939	2.3697	0.4162	0.5158	4.5080	0.0000	2.5506	1.2088	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virgin Islands	VICOM	1.6032	20.7672	69.2307	8.2086	5.8892	0.0000	0.0000	1.1660	0.0000	1.4973	6.7927	52.2335	0.0000	7.9548	0.8923	2.5140	0.0000	0.8604	0.5916	0.4545	9.1690	2.4412	7.9548	2.6412	0.0000	0.9274	1.9831	2.5169	0.0000	0.6853	2.4569	0.5916	0.3827	6.3902	0.0000	2.6652	0.0000	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virginia	VACOM	1.1250	5.2696	80.2258	4.9366	4.9158	2.0154	5.6763	1.0536	0.4889	1.4501	4.9096	72.0432	5.2327	5.0710	1.7042	2.3870	1.9606	1.1308	0.6797	0.3171	6.6508	3.1073	5.0796	1.7982	1.0197	1.3011	2.3754	3.1151	9.0702	0.3739	2.2930	0.7350	0.3466	4.8988	0.0000	2.5311	1.5804	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Washington	WACOM	2.4863	5.6837	91.0756	5.3706	5.1835	2.2050	0.0000	0.8839	0.0000	1.4300	5.1907	69.2289	5.4037	5.2493	1.8271	2.3568	0.0000	0.9146	0.4795	0.2575	6.2497	3.0600	5.2548	1.9338	0.4065	1.0962	2.3767	2.6186	7.7252	0.3084	2.0320	0.5219	0.3289	5.2059	0.0000	2.4849	1.6561	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in West Virginia	WVCOM	1.4246	5.6740	59.2832	4.1448	4.8920	2.1915	5.0060	1.0594	0.0000	1.7506	5.0583	68.8042	4.8436	5.0786	1.4990	2.2017	0.0000	0.9574	0.5413	0.2814	6.9717	2.9141	5.0920	1.8695	0.7911	1.2369	2.2701	2.7924	7.5450	0.2394	2.1627	0.5943	0.3524	4.9395	0.0000	2.3695	2.0528	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wisconsin	WICOM	1.6653	5.3228	74.7292	5.0281	4.8349	1.7527	8.0000	0.7697	0.0000	1.5843	4.8974	64.4211	5.1951	4.8610	1.5535	2.2354	0.0000	1.1440	0.6547	0.2783	6.1336	2.6278	4.8760	1.8301	1.0732	1.3433	2.0272	2.4466	10.4759	0.3750	2.0029	0.7018	0.2883	4.8531	0.0000	2.4654	1.6626	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wyoming	WYCOM	1.6984	5.9030	80.6330	5.2135	5.3016	2.9099	0.0000	0.9704	0.0000	1.5418	5.3222	69.3202	5.7386	5.4178	1.6535	2.2067	0.0000	0.9516	0.4593	0.1912	6.5452	2.9239	5.4055	1.7378	0.4440	1.1883	2.3133	2.8131	9.4514	0.2612	2.1076	0.4808	0.3034	5.3072	0.0000	2.3453	9.3316	
3/31/2018 11:59:59 PM	All insured savings banks	SVG	0.9868	5.0853	86.8730	5.6731	4.4350	1.8043	7.0462	0.9619	0.2300	1.3558	4.8578	77.5152	5.0834	4.6071	1.6339	2.3066	8.6956	1.1968	0.7065	0.2281	5.4408	2.9532	4.6087	1.8426	0.7887	1.3769	2.2901	2.6592	8.4670	0.3224	2.1596	0.7992	0.3265	4.5328	0.0000	2.3885	1.8939	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alabama	ALSVG	0.0000	2.4325	66.9267	3.2427	5.2509	0.0000	0.0000	1.5879	0.0000	1.6111	4.4708	84.4616	0.0000	5.2971	2.9391	2.8615	0.0000	1.0115	0.7060	0.2292	9.6653	5.1262	5.2992	2.0652	0.0000	1.6941	2.4488	2.9691	0.0000	0.1839	2.9477	0.8567	0.5991	5.0232	0.0000	2.8852	1.8783	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alaska	AKSVG	0.0000	5.6618	95.0649	5.3019	6.3037	0.0000	0.0000	0.6747	0.0000	1.7591	5.2968	72.1346	0.0000	5.5237	1.8402	3.0966	0.0000	0.6219	0.1838	0.0514	6.2947	3.0610	5.5237	2.1037	0.0000	0.7352	2.5330	4.5675	0.0000	0.1069	2.0404	0.1838	0.5460	5.4910	0.0000	3.3058	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Arkansas	ARSVG	0.0000	7.7669	85.4054	2.1005	6.6446	3.1662	0.0000	2.0251	0.0000	1.5541	4.7322	80.4516	0.0000	6.4781	4.1233	0.0000	0.0000	1.3444	1.0864	0.3532	4.8452	6.5086	6.4781	0.0000	0.0000	1.1155	2.6306	0.0000	0.0000	0.2845	0.0000	1.9236	0.3601	6.4543	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in California	CASVG	2.3899	10.7718	114.9949	9.1867	4.4283	1.9615	0.0000	5.7167	0.0000	1.2782	4.5976	63.2099	0.0000	4.5973	5.2351	2.8779	0.0000	1.0591	0.5963	0.2432	7.5436	11.8152	4.5969	1.7138	0.0000	1.3026	-1.5014	6.4612	0.0000	0.3753	2.4472	0.6662	0.8634	4.3438	0.0000	2.9015	1.2523	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Colorado	COSVG	1.0599	4.3168	79.4674	7.8188	4.6153	1.6085	0.0000	0.8851	0.0000	1.2249	4.6411	74.6464	6.2679	4.8364	1.5599	2.1591	0.0000	0.8416	0.5525	0.2458	6.7544	2.7102	4.8397	2.2598	0.0000	0.9545	2.2620	1.9685	0.0000	0.3742	1.9229	0.5938	0.2651	4.7939	0.0000	2.1861	1.7303	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Connecticut	CTSVG	2.2474	5.0699	106.0215	5.7960	3.7898	1.6137	0.0000	1.0084	0.0000	1.6057	4.6468	76.9759	4.8780	4.1439	2.0117	2.3995	0.0000	1.1776	0.5585	0.2059	5.4199	3.3734	4.1476	1.9932	0.7197	1.3441	2.0029	2.9311	12.7139	0.2290	2.3164	0.6809	0.3416	4.0983	0.0000	2.4485	1.5593	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Delaware	DESVG	0.0000	4.8930	122.1929	4.6607	4.8719	1.5549	0.0000	1.4356	0.0000	0.7119	4.5763	65.7737	4.9913	4.7150	3.0455	2.1898	0.0000	1.2936	0.8951	0.2654	6.3829	4.9084	4.7160	1.8537	1.5493	1.3396	-1.4081	1.5979	4.5223	0.2891	2.2497	0.9628	0.4272	4.6426	0.0000	2.1973	1.9687	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Florida	FLSVG	1.7867	6.1392	104.5365	4.3235	4.7865	1.7554	0.0000	7.1148	0.0000	1.3682	5.3351	95.5859	5.4610	4.8623	3.8333	3.3659	0.0000	1.3244	1.0745	0.3505	4.8081	11.3103	4.8917	1.9031	0.0000	1.2868	1.2666	4.1952	12.2009	0.9585	1.7120	1.1256	0.3622	4.8457	0.0000	3.4462	1.6969	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Georgia	GASVG	0.0000	6.2563	85.0850	4.3783	5.2096	2.0409	0.0000	1.2126	0.0000	1.2629	5.7190	80.7174	5.5944	5.3076	2.2818	2.3202	0.0000	0.9634	0.6472	0.3144	7.1606	3.9848	5.3115	2.0015	0.0000	1.1229	2.7644	2.6743	0.0000	0.4328	2.2972	0.7175	0.4903	5.3605	0.0000	2.3727	1.5180	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Guam	GUSVG	0.0000	6.0436	46.1414	1.4364	4.9566	0.0000	0.0000	1.6818	0.0932	1.4951	9.6438	94.0416	0.0000	5.9090	3.2012	3.5682	8.6956	0.1681	0.2043	0.1246	5.2821	5.7689	5.9558	0.0000	0.0000	0.0000	4.4402	3.5573	0.0000	0.3088	3.6697	0.2043	0.8857	6.0722	0.0000	4.4219	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Hawaii	HISVG	0.0000	4.4221	85.0609	5.9136	3.9146	1.9173	0.0000	0.7664	0.0000	1.5293	4.3375	60.9653	4.5850	4.5097	1.4539	2.4005	0.0000	1.2379	0.2076	0.0121	12.8096	2.5730	4.5097	2.0035	0.6488	1.9703	1.8093	3.0595	0.0000	0.0414	2.4495	0.2340	0.3526	4.0104	0.0000	2.4086	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Idaho	IDSVG	0.0000	7.4905	71.3793	2.7211	5.1775	2.2030	0.0000	0.9462	0.0000	1.4462	6.3068	78.0213	0.0000	5.1394	2.6704	1.9472	0.0000	0.7789	0.2540	0.9595	6.4612	4.1856	5.1394	0.0000	0.8022	0.8913	2.8246	2.3666	7.5635	0.0773	1.4827	0.2869	0.5689	5.5420	0.0000	2.2082	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Illinois	ILSVG	1.3642	4.6380	76.9754	4.9156	4.4007	1.5278	0.0000	1.1723	0.0000	1.5009	5.0208	87.0533	3.1698	4.5810	2.0901	2.3183	0.0000	1.1464	0.6895	0.1405	5.2522	3.6174	4.5823	1.7044	0.8160	1.2957	2.4358	2.7718	8.8154	0.2474	2.3069	0.7258	0.3604	4.5147	0.0000	2.3893	1.6200	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Indiana	INSVG	2.0058	5.1077	76.2923	4.1736	4.5064	1.7520	4.9000	1.0924	0.0000	1.4340	4.7128	81.0039	5.7199	4.6587	1.8467	2.1206	0.0000	1.1463	0.6087	0.1958	6.2176	3.2418	4.6665	1.4457	1.3133	1.2536	2.2762	2.4882	7.2775	0.2466	1.9249	0.6741	0.3098	4.5992	0.0000	2.2866	8.6431	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Iowa	IASVG	1.4440	5.4407	64.9464	7.5150	4.0479	3.0372	0.0000	0.9355	0.0000	1.2213	7.1290	62.9261	5.0000	4.4728	1.6436	1.6275	0.0000	1.0579	0.6355	0.0983	13.6870	2.9070	4.4737	2.0316	0.0000	1.3558	1.2874	3.0206	0.0000	0.3793	1.3649	0.7129	0.3278	4.1623	0.0000	1.7153	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kansas	KSSVG	1.9191	4.9410	80.5011	6.2470	4.5403	1.6862	0.0000	0.7993	0.0000	1.3883	7.3063	74.3951	4.9373	4.6592	1.4104	2.2192	0.0000	0.9926	0.6444	0.2275	4.9265	2.5242	4.6556	1.6268	2.5398	0.9928	1.9660	2.8099	0.0000	0.3108	2.3110	0.7941	0.3145	4.6918	0.0000	2.2427	3.9772	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kentucky	KYSVG	1.1250	5.1879	74.3998	5.0067	4.8211	0.0000	0.0000	1.2735	0.0000	1.5895	4.2210	86.4347	4.1031	4.7693	1.5789	2.1259	0.0000	1.1620	0.8203	0.2429	4.7573	3.1587	4.7703	1.8631	1.3640	1.5211	2.6552	2.7107	5.5172	0.3393	2.0144	0.8956	0.3063	4.7258	0.0000	2.1956	1.9361	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Louisiana	LASVG	1.1673	7.0244	84.7524	4.8844	5.3357	1.5438	0.0000	0.9905	0.0000	1.4513	5.2047	78.0496	5.8968	5.3479	1.9005	2.0154	0.0000	1.2028	0.8651	0.3284	5.1864	3.2448	5.3479	1.6905	0.0000	1.1901	2.5548	3.2099	8.7412	0.3763	1.8071	0.9680	0.3537	5.2344	0.0000	2.0714	2.0836	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maine	MESVG	0.6085	4.9919	83.4205	5.5944	4.4113	1.5930	0.0000	0.9595	0.0000	1.2213	4.9309	74.5999	6.3430	4.5242	1.5963	2.7906	0.0000	1.2487	0.6496	0.3619	5.8489	2.9320	4.5282	1.6285	0.8916	1.6824	2.4250	3.9086	2.3148	0.3321	2.0489	0.7643	0.3760	4.5304	0.0000	2.8525	1.6194	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maryland	MDSVG	1.0996	7.7726	90.9534	6.9630	4.8536	1.7927	0.0000	0.8582	0.0000	1.3561	5.4390	75.3711	0.0000	4.9291	1.7568	2.0357	0.0000	1.1977	0.8662	0.1638	8.2883	2.9025	4.9291	1.7587	0.0000	1.4766	2.3670	2.5488	0.0000	0.4794	2.0608	0.9237	0.2874	4.8860	0.0000	2.0626	2.0847	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Massachusetts	MASVG	1.4046	5.1599	105.4109	6.7829	3.9114	1.7552	0.0000	0.8097	0.0000	1.3148	4.6172	75.7658	45.5762	4.1982	1.6116	2.3925	0.0000	1.3024	0.6932	0.2083	6.1205	2.7446	4.2006	1.8701	0.3147	1.4842	2.2102	3.0151	11.8778	0.3557	2.3192	0.8005	0.3098	4.1558	0.0000	2.5013	1.7283	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Michigan	MISVG	0.7131	6.1095	79.5836	4.9805	4.3193	1.6498	0.0000	1.0646	0.0000	1.5558	5.0280	78.1044	4.8391	4.4558	1.7588	2.3167	0.0000	1.2981	0.7049	0.1967	6.0424	3.1852	4.4565	2.0088	0.8838	1.7563	2.1289	2.5956	33.3333	0.5056	2.7052	0.8070	0.3616	4.4481	0.0000	2.4169	1.5142	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Minnesota	MNSVG	7.8587	5.1866	75.1157	4.6955	4.7707	1.7832	0.0000	0.9777	0.0000	1.3129	4.9933	76.5037	4.4716	4.8078	1.7642	2.1198	0.0000	1.1472	0.6034	0.1654	9.5402	3.1357	4.8081	1.3628	1.2491	1.7070	2.4144	3.1463	10.1425	0.3036	2.1508	0.6930	0.3936	4.6634	0.0000	2.2544	2.0124	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Mississippi	MSSVG	1.4014	0.0000	78.8063	6.0697	5.3398	0.0000	0.0000	1.0433	0.0000	1.3748	4.4390	76.0932	0.0000	5.3087	1.7882	2.6384	0.0000	1.4625	1.1794	0.1948	2.8644	3.1870	5.3100	3.5836	0.0000	1.5129	2.6365	2.3918	0.0000	0.4841	2.6361	1.2409	0.3554	5.3081	0.0000	2.7599	2.0610	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Missouri	MOSVG	1.5552	6.6084	77.7065	3.9873	4.6062	1.7107	0.0000	4.0538	0.0000	1.4584	4.2601	86.9003	3.0798	4.5640	3.2585	2.6327	0.0000	1.1533	0.8593	0.3557	4.0951	7.6692	4.5662	1.3896	0.0000	1.3181	0.7724	5.8997	0.0000	0.3809	3.1397	2.8235	0.3569	4.5589	0.0000	2.6655	2.3298	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Montana	MTSVG	0.0000	4.3572	101.6376	2.8301	4.9044	0.0000	0.0000	20.1469	0.0000	1.5120	3.8585	82.8260	0.0000	4.7614	21.0823	1.7689	0.0000	0.6221	0.1671	0.0370	3.6144	44.0724	4.7614	0.8699	0.0000	0.7272	-3.8663	2.3403	0.0000	0.0589	1.7257	0.1671	2.8431	4.8226	0.0000	1.8375	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nebraska	NESVG	0.0000	3.3363	91.6757	4.7942	4.8647	1.5478	0.0000	1.2666	0.0000	1.2303	6.0817	98.9096	4.9695	4.6195	2.0949	2.2781	0.0000	1.1415	0.7207	0.2436	4.9019	3.6466	4.6196	1.5172	1.0509	1.3904	3.0186	3.4365	0.0000	0.3530	2.0593	0.7784	0.2849	4.7771	0.0000	2.2884	2.0202	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nevada	NVSVG	1.0752	4.8547	126.2565	143.8152	2.7548	1.5122	0.0000	0.6813	0.0000	1.5772	5.1172	39.6109	4.0628	4.4185	0.7377	2.2057	0.0000	30.0283	0.5054	0.4540	3.7017	1.4514	4.4185	1.7427	0.0000	1.6529	1.2488	2.2403	11.4915	0.2190	4.5973	0.5353	0.0322	3.7095	0.0000	2.2072	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Hampshire	NHSVG	0.9071	4.7506	85.9967	5.1879	3.9117	1.4962	0.0000	0.8921	0.0000	1.7643	4.6752	78.5914	4.7124	4.2251	1.7005	2.4566	0.0000	1.1156	0.5111	0.1665	6.3661	2.9622	4.2358	2.0890	0.2713	1.3863	2.3599	2.6411	0.0000	0.2634	2.4828	0.6372	0.3695	4.1470	0.0000	2.5820	1.7446	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Jersey	NJSVG	1.3874	6.0259	99.0630	8.8232	3.8158	2.1112	0.0000	0.6713	0.0000	1.3145	4.5803	75.9091	4.5445	4.0640	1.2250	2.3264	0.0000	1.2293	0.7202	0.3298	4.2467	2.1822	4.0677	2.0494	2.3746	1.4215	1.9456	3.3192	0.0000	0.3471	2.4500	0.8656	0.2858	4.0218	0.0000	2.3696	2.3307	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Mexico	NMSVG	1.4748	6.0215	74.9027	3.5795	5.5285	0.0000	0.0000	1.4395	0.0000	1.6589	5.8029	84.4885	0.0000	5.4274	2.6318	2.1582	0.0000	1.0547	0.7753	0.4039	2.7419	4.4472	5.4274	1.3704	2.3952	1.3859	2.6351	6.3591	0.0000	0.6152	2.4105	0.9606	0.3758	5.4853	0.0000	2.1582	1.4920	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New York	NYSVG	1.0037	6.5042	89.9597	6.7666	4.3389	2.2634	0.0000	0.9178	0.0000	1.5078	5.0147	74.9393	4.5955	4.5805	1.5273	2.2970	0.0000	1.2858	0.8027	0.3403	9.2055	2.8545	4.5814	2.0293	1.4291	1.3911	2.2842	2.8457	6.3081	0.4713	2.2961	0.8838	0.3914	4.5102	0.0000	2.3610	2.0713	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Carolina	NCSVG	0.4243	5.2732	90.3689	6.2562	4.9471	1.9589	0.0000	0.9562	0.0000	1.7214	5.2317	77.5400	0.0000	5.0560	1.5461	1.9914	0.0000	1.0666	0.7624	0.2023	5.1356	2.7486	5.0575	1.7483	0.0000	1.3876	2.4813	2.3668	11.4596	0.3840	2.1467	0.8062	0.2462	5.0036	0.0000	2.0956	2.2378	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Dakota	NDSVG	0.0000	4.8086	91.4621	4.2241	3.9926	2.0104	0.0000	1.0539	0.0000	1.2746	4.7615	79.5159	5.3622	4.3701	2.1736	1.7998	0.0000	1.2499	0.4366	0.0326	5.1009	3.6447	4.3646	1.9392	0.0000	1.6728	2.4588	0.9169	0.0000	0.1668	1.5634	0.5928	0.4171	4.2009	0.0000	1.8077	2.1392	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Ohio	OHSVG	2.6670	5.1293	75.7523	4.8336	4.4495	8.4986	0.0000	1.2117	0.0000	1.4509	4.7422	81.5615	3.7691	4.5258	1.8513	2.2467	0.0000	1.1852	0.6740	0.1815	5.2780	3.3817	4.5259	1.8710	0.7865	1.4646	2.4579	2.7593	9.7579	0.2196	2.0468	0.7745	0.3209	4.4914	0.0000	2.3465	2.1532	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oklahoma	OKSVG	1.6077	5.4097	70.5312	4.9047	4.9245	1.6840	0.0000	1.1727	0.0000	1.5073	7.0808	71.0463	5.2631	5.2232	1.4056	2.2465	0.0000	1.0515	0.5384	0.1641	7.4761	2.9847	5.2260	0.0000	0.0000	1.0250	2.4015	2.2584	12.5886	0.2096	2.5914	0.7322	0.4063	5.1848	0.0000	2.3582	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oregon	ORSVG	0.0000	5.6784	85.3802	4.6251	5.5199	0.0000	0.0000	1.5800	0.0000	1.4721	5.0125	121.6742	0.0000	5.1069	1.9205	1.6744	0.0000	0.4268	0.1605	0.0227	2.7198	4.3150	5.1102	1.4786	0.0000	0.3613	3.9521	2.0703	0.0000	0.1282	1.6912	0.1663	0.8145	5.0916	0.0000	1.6744	4.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Pennsylvania	PASVG	0.6385	4.2671	83.6261	6.7154	4.3304	1.8187	0.0000	0.8057	0.3667	1.3613	4.5240	73.3873	6.2738	4.4967	1.3490	2.3454	0.0000	1.3904	0.8449	0.3257	6.2246	2.4376	4.4914	1.8063	0.7773	1.7412	2.0245	2.6416	7.4064	0.3309	2.6077	0.9430	0.2730	4.4541	0.0000	2.4324	2.0184	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Rhode Island	RISVG	0.0000	4.9256	88.1226	5.5143	4.4677	1.9057	0.0000	1.4114	0.0000	1.5518	5.5870	80.8039	3.9800	4.9066	1.9780	3.7434	0.0000	1.6402	1.0818	0.2754	5.7770	3.7370	4.9066	2.3950	0.0000	1.8549	2.6867	4.1778	0.0000	0.5740	2.0157	1.1752	0.3475	4.7134	0.0000	3.8124	1.7505	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Carolina	SCSVG	1.1530	4.7859	78.0685	5.4862	5.2747	0.0000	0.0000	1.0485	0.0000	1.7185	4.5180	79.9425	8.6956	5.1075	1.5176	2.2389	0.0000	0.7709	0.5725	0.0900	6.0093	2.8463	5.1075	2.0441	2.7586	0.9653	2.5102	1.8532	0.0000	0.1885	2.5555	0.6195	0.2800	4.9900	0.0000	2.3341	1.7614	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Dakota	SDSVG	0.0000	5.5904	94.1963	5.0484	5.1194	1.9324	0.0000	1.9447	0.0000	1.2683	5.3056	55.9540	5.4566	6.7254	1.8348	2.7791	0.0000	1.1843	0.9265	0.6128	5.2773	4.1539	6.7254	3.7127	1.9361	1.0070	1.1676	3.1405	34.5695	0.5656	2.1240	1.0028	0.3743	5.0297	0.0000	3.1550	1.8456	
