Reporting Period	Peer Group Description	Peer Group	UBPSE375	UBPSE365	UBPSE383	UBPSE358	UBPSK440	UBPSE369	UBPSE359	UBPSE372	UBPSE350	UBPSJA32	UBPSE345	UBPSJ250	UBPSJ249	UBPSE355	UBPSE373	UBPSJ243	UBPSE346	UBPSE349	UBPSE352	UBPSE364	UBPSE370	UBPSE381	UBPSE357	UBPSE361	UBPSE371	UBPSE351	UBPSK444	UBPSE360	UBPSE354	UBPSK443	UBPSK441	UBPSE377	UBPSE363	UBPSE353	UBPSE376	UBPSE379	UBPSE356	UBPSE374	UBPSE380	UBPSE362	UBPSE348	UBPSE347	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nevada	NVCOM	11.3474	3.6575	15.0775	6.2310	11.5663	0.0000	10.3082	3.5113	4.7159	0.0000	6.2361	0.0042	0.0000	2.8158	0.2137	18.1016	45.4545	16.3889	1.9797	23.8133	66.8258	6.1463	0.3002	0.3877	0.0000	0.0000	5.0775	100.0000	89.6917	55.6018	6.1463	0.0000	3.8211	15.7438	81.8983	100.0000	0.9569	8.8215	6.7585	18.8896	50.8632	0.8275	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Hampshire	NHCOM	0.4905	19.2050	0.0425	2.4059	20.6127	0.0000	4.6128	1.8492	0.0170	0.4632	0.0339	0.0000	0.0000	0.9118	0.0106	11.1277	77.5521	8.1339	1.0076	20.4322	85.4365	11.1784	0.0052	0.2452	1.0853	0.0677	3.9922	100.1654	95.5525	70.2658	11.1784	0.0000	8.4093	9.1777	88.8722	100.0000	1.2898	13.0199	11.2096	12.7848	76.8176	0.7684	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Jersey	NJCOM	0.5232	18.4192	0.3208	3.1964	19.6421	59.6614	5.6287	2.9764	0.3888	0.1627	0.2064	0.0000	0.0048	0.9513	0.0144	10.4945	74.1339	5.9812	2.1266	16.9185	84.8453	2.1955	0.1891	0.2495	0.3605	0.0023	4.8195	100.0159	94.4025	76.2081	2.1955	0.0267	6.1834	8.9429	89.4133	99.9999	0.9922	8.7565	2.2874	11.5168	73.7970	0.9175	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Mexico	NMCOM	0.5404	20.1936	0.1438	2.5102	9.8042	0.0000	7.2237	1.5595	1.4093	0.0327	0.0749	0.0027	0.0000	2.1116	0.0000	10.5980	50.3607	8.3878	10.9829	16.8809	85.8517	0.2820	0.3448	0.2158	0.7929	0.0002	4.5842	100.0000	92.7771	80.9195	0.2820	0.0000	11.3037	17.8515	89.4018	99.9999	2.0371	5.4931	0.3732	18.2291	49.6332	0.8204	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New York	NYCOM	0.8086	15.8425	0.0503	2.9455	13.8667	9.2580	5.2251	3.4616	0.0757	0.0240	0.0291	0.0000	0.0000	1.1672	0.0459	10.6982	60.6879	7.4381	2.6261	20.6208	83.0445	3.2319	0.0181	0.3429	0.2390	0.0121	4.0471	100.0007	94.6921	73.2902	3.2319	0.0018	4.0247	15.4584	89.0972	99.9999	0.7257	8.8829	3.7216	14.3397	60.0730	0.6715	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Carolina	NCCOM	0.8522	13.6526	0.3673	4.0944	17.8978	2.4312	8.1289	2.6928	0.2521	0.2086	0.2624	0.0368	0.0022	1.5290	0.1451	11.3081	69.1313	6.6962	1.2715	22.0644	83.6747	3.7930	0.1740	0.2070	0.3825	0.0110	3.7404	100.0116	91.8979	74.8393	3.7930	0.0136	8.0720	12.1513	88.6565	100.0000	1.7560	8.3274	4.0440	14.7663	69.4008	0.7314	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Dakota	NDCOM	0.4171	15.5986	0.0741	2.4658	18.8901	0.0000	6.8720	1.0480	3.2800	0.0262	0.0541	0.0007	0.0000	2.9247	0.0507	10.5113	65.2584	3.4040	1.3242	12.5292	86.8775	1.3552	0.0359	0.2385	0.5103	0.0012	3.0094	100.0010	93.1291	82.1185	1.3552	0.0000	14.6928	17.1048	89.4886	99.9999	1.1633	4.2244	1.4598	19.0957	64.4369	0.8844	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Ohio	OHCOM	0.5890	19.2609	0.0981	3.4482	18.4315	3.9068	7.1726	2.5448	0.7275	0.0054	0.0679	0.0003	0.0167	1.9529	0.0126	11.1974	66.2769	4.9552	1.9161	11.6088	83.9383	1.7475	0.0327	0.1053	0.3763	0.0022	3.2035	100.0000	92.8281	77.4589	1.7475	0.0033	9.6500	15.5521	88.7578	100.0000	1.4370	6.1221	1.9430	16.0310	65.7211	0.7008	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oklahoma	OKCOM	0.4802	12.3033	0.0499	2.7349	20.4773	0.0000	7.1260	1.4680	2.5400	0.0000	0.0362	0.0000	0.0025	2.2134	0.0000	10.9634	63.5143	4.7491	1.1322	10.0662	85.6793	2.1371	0.1114	0.2877	0.2325	0.0236	5.6080	100.0001	92.8741	76.3800	2.1371	0.0002	12.5311	16.8028	89.0362	99.9999	1.7059	8.2566	2.5434	19.5316	63.0398	0.8284	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oregon	ORCOM	0.6892	14.8470	1.2323	3.4467	11.6806	0.0000	7.7722	0.8919	0.2635	0.0987	0.9790	0.0573	0.0000	2.0127	0.0133	11.4806	69.2838	7.7400	1.0029	28.0333	85.9269	3.2148	0.2475	0.2139	0.9979	0.0029	2.9655	100.0061	92.2338	79.7465	3.2148	0.0000	5.4815	13.8133	88.5194	100.0000	2.0077	5.8861	3.2414	22.9187	69.3986	0.8642	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Pennsylvania	PACOM	0.6549	21.0226	0.1013	3.8136	19.7716	0.0000	6.6043	4.6892	0.2940	0.0403	0.0647	0.0029	0.0162	1.1620	0.0247	10.3612	72.4467	2.4833	0.7103	18.0385	82.1741	1.8087	0.0517	0.5795	0.5670	0.0017	3.6677	100.0023	93.4029	75.4909	1.8087	0.0430	4.7530	15.2937	89.4993	99.9999	1.3079	8.0266	2.0048	10.4257	72.2995	0.7412	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Puerto Rico	PRCOM	1.7272	18.4672	0.4644	5.1786	13.9554	1.3892	8.0163	1.5330	0.0000	0.0045	0.2987	0.0095	0.0000	0.9853	0.8816	16.1381	64.2755	13.0398	2.0589	1.5465	78.4837	4.0373	1.0275	0.1388	1.2362	0.0183	5.6397	100.0009	91.9845	68.2509	4.0373	0.0000	14.8410	15.2357	83.8618	100.0000	0.8151	8.7198	4.0373	23.4779	61.6298	2.9443	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Rhode Island	RICOM	1.4360	22.7919	2.7236	5.5441	19.6198	0.3241	7.6535	8.2504	0.0472	0.0459	2.1541	0.0000	0.1422	0.9446	1.0288	12.4837	75.6600	5.8097	0.4920	17.2346	76.0753	6.0002	0.1605	0.3094	0.5720	0.1223	2.8578	100.0076	92.3541	67.1630	6.0002	0.1534	4.2727	10.4368	87.3627	100.0000	0.8619	10.5825	6.0039	9.2441	75.4306	2.3835	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Carolina	SCCOM	0.5077	11.3177	0.2399	2.8056	19.0301	0.0000	7.7344	1.6041	0.6990	0.0133	0.1605	0.0003	0.0000	1.9635	0.0000	10.6041	61.9311	9.0257	0.5879	16.6741	85.6885	0.8355	0.3458	0.2349	0.6394	0.0000	3.9879	100.0000	92.2670	79.7396	0.8355	0.0000	13.1867	17.0519	89.3958	99.9999	2.0771	5.9693	0.9784	16.3043	61.5207	0.7502	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Dakota	SDCOM	0.8459	15.9108	0.0997	3.3931	20.1824	13.8706	7.4198	1.2325	0.8346	0.0023	0.0618	0.0010	0.0016	2.4762	0.0170	11.7463	67.0973	5.8240	0.4893	11.1944	85.0805	2.5948	0.0335	0.1856	0.2421	0.0000	3.6140	100.0000	92.5802	77.5625	2.5948	0.0000	12.1610	16.1285	88.2073	99.9999	1.1820	5.9761	2.7931	15.3504	66.0649	0.9165	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Tennessee	TNCOM	0.6333	10.0218	0.2352	3.2619	24.7625	0.0000	7.9808	1.7857	0.8435	0.0138	0.1594	0.0129	0.0000	1.9435	0.0021	10.6233	67.1737	4.1418	0.1987	14.2236	85.8702	2.1806	0.2705	0.3103	0.3545	0.0340	5.3406	100.0017	91.9456	77.1450	2.1806	0.0049	10.9988	17.1870	89.3200	99.9999	2.0344	7.8812	2.4439	15.6821	67.3438	0.8060	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Texas	TXCOM	0.3926	10.5408	0.0537	2.4925	15.0553	0.3652	6.8810	0.9458	0.6579	0.0320	0.0352	0.0006	0.0003	2.3323	0.0000	10.8356	56.8262	8.6832	1.3926	17.3015	87.0857	0.5127	0.0605	0.1883	0.1072	0.0138	5.7787	100.0035	93.1228	79.7446	0.5127	0.0071	9.9043	20.1302	89.1563	99.9999	1.5839	6.7270	0.6315	22.7487	56.3649	0.7192	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Utah	UTCOM	1.5054	12.0264	2.4549	3.6689	25.5358	0.0646	6.6078	0.7069	1.1784	0.2597	0.9407	0.0000	0.0050	1.2746	0.4661	12.8225	63.6687	7.2063	1.5871	14.8507	80.4831	16.3522	0.1055	0.2016	0.5168	0.0000	2.6501	100.0019	93.0225	56.1009	16.3522	0.0000	1.8304	7.8186	86.0940	99.9999	0.8540	11.1928	17.0077	9.0060	66.8374	0.9531	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Vermont	VTCOM	0.5623	36.1100	0.1797	3.0305	16.5010	0.0000	7.2190	2.4280	0.0086	0.0608	0.1440	0.1896	0.0703	1.7921	0.4440	9.4065	74.0376	3.5024	1.3303	15.9846	85.8492	3.5690	0.0081	0.3576	1.3097	0.0000	1.9075	100.0050	92.7860	80.3727	3.5690	0.0000	3.2279	14.6458	90.5935	100.0000	2.1282	7.7741	3.7159	12.1181	73.2885	0.8932	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virgin Islands	VICOM	0.4135	15.0475	0.0000	2.2958	0.6493	0.0000	7.8921	0.0000	0.8092	0.0000	0.0000	0.0000	0.0000	2.4830	0.0000	6.9644	46.9822	13.0971	0.0000	16.0983	92.6220	0.0000	2.8509	0.0000	0.0000	0.0000	2.2874	100.0000	92.1078	90.3351	0.0000	0.0000	27.6218	31.9613	93.0355	100.0000	0.2622	2.1504	0.0000	30.9179	46.2400	0.7421	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virginia	VACOM	0.6525	16.5656	0.2468	3.6606	21.8945	1.7945	7.5854	2.3013	0.5665	0.0218	0.1803	0.0403	0.0050	1.4847	0.0167	11.4946	71.5471	4.7896	1.3042	15.6504	84.3153	1.9545	0.2412	0.4281	0.3445	0.0000	5.0289	100.0001	92.4161	76.9068	1.9545	0.0122	7.0362	11.8697	88.3895	99.9999	1.7986	6.3455	2.2873	14.1799	71.0464	0.7937	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Washington	WACOM	0.5470	20.3981	0.1906	3.0526	11.5094	0.0000	7.2029	2.5732	0.6753	0.0104	0.1430	0.0018	0.0627	2.1229	0.0156	10.9471	69.5205	8.6507	1.3946	22.9484	85.2672	1.2939	0.1544	0.1287	0.2930	0.0013	3.0925	100.0006	92.7985	80.4416	1.2939	0.0000	5.2845	10.9459	89.0525	99.9999	1.4469	5.5961	1.3171	17.4086	68.9843	0.8997	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in West Virginia	WVCOM	0.7569	19.7290	0.0181	3.0282	21.1699	0.0000	7.1409	2.4694	0.8475	0.0617	0.0130	0.0000	0.0001	1.8358	0.0004	10.9025	65.2489	4.5056	0.8451	7.4948	84.6566	1.2541	0.3415	0.1235	0.7671	0.0015	3.1395	100.0003	92.8643	79.2860	1.2541	0.0050	11.1679	19.5813	89.0919	100.0000	1.7664	5.6086	1.4180	19.1870	64.5896	0.7624	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wisconsin	WICOM	0.4990	15.0216	0.0751	2.8182	20.0984	0.0000	6.5015	2.3834	0.8477	0.0271	0.0553	0.0001	0.0028	2.0162	0.0019	11.5249	71.0198	4.1661	1.6876	17.2280	84.0753	2.6626	0.0816	0.3372	0.4861	0.0041	3.5419	100.0029	93.5007	76.7107	2.6626	0.0087	9.4712	13.1267	88.4653	99.9999	1.3480	5.9838	3.3515	15.5213	70.1622	0.9442	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wyoming	WYCOM	0.3420	14.0569	0.4651	2.3054	16.0276	0.0000	7.0964	0.5960	1.3474	0.0000	0.2640	0.0000	0.0000	2.0127	0.0000	10.4719	56.8568	7.1032	1.1313	16.4307	87.9007	1.6251	0.0862	0.2018	0.3994	0.0000	5.5389	100.0000	92.9035	79.9888	1.6251	0.0000	14.9407	25.0016	89.5280	100.0000	2.3206	5.9367	1.7302	18.7926	56.2678	0.9327	
3/31/2018 11:59:59 PM	All insured savings banks	SVG	0.8354	17.5431	0.1828	3.4788	24.9904	9.5893	6.4919	4.9241	0.1304	0.0336	0.1269	0.0001	0.0011	1.0943	0.0274	13.1823	69.6978	6.1410	2.4548	10.8400	79.2412	1.3159	0.0840	0.0517	0.0649	0.0198	3.8286	100.0784	93.5271	72.6017	1.3159	0.0267	6.8286	10.8096	86.8163	100.0000	1.4333	6.2548	1.5105	7.4168	69.5963	0.6455	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alabama	ALSVG	0.9732	8.5225	5.3475	4.7289	31.5034	0.0000	8.8874	10.9025	0.0000	0.0000	4.2895	0.0000	0.0000	1.2820	0.0266	12.0899	59.8263	15.5711	1.6127	1.6741	76.0076	1.1059	0.6608	0.0160	0.0000	0.0000	8.4140	100.0000	91.1125	66.4878	1.1059	0.0000	13.1275	10.4577	87.9100	100.0000	2.2156	10.1905	1.1059	12.7660	63.4709	0.6449	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alaska	AKSVG	0.5840	20.9046	1.9993	1.0678	9.5457	0.0000	8.8637	0.0000	0.0000	0.0000	0.7908	0.0000	0.0000	1.5351	0.0000	20.8499	38.7643	4.8251	33.5928	11.8310	78.5659	0.0000	0.0365	0.0000	0.0000	0.0000	1.6199	100.0000	91.1362	76.9460	0.0000	0.0000	19.2097	13.9295	79.1500	100.0000	6.2243	1.1492	0.0000	15.4548	38.7886	0.7665	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Arkansas	ARSVG	0.3199	1.3311	11.3047	2.6897	34.6506	0.0000	5.9636	33.2312	0.0000	0.0000	10.1028	0.0000	0.0000	0.4545	0.9391	9.0391	79.2658	6.2303	0.0000	5.7965	56.4705	5.0088	1.2922	0.0000	0.0000	0.0000	3.2269	100.0000	94.0363	48.2346	5.0088	0.0000	5.8121	0.0000	90.9608	100.0000	1.5270	15.0215	5.0088	5.6531	87.8059	1.5627	
3/31/2018 11:59:59 PM	All Insured Savings Banks in California	CASVG	4.7712	18.1059	1.5213	4.7839	20.5410	0.0000	7.2613	5.4352	0.4419	0.0000	1.0683	0.0609	0.1217	0.8760	0.0060	15.5638	59.2123	7.5162	6.8005	17.5119	74.2235	2.8216	0.0950	0.0297	0.0000	0.0000	4.9571	100.0000	92.7386	66.4447	2.8216	0.0000	5.1520	18.3151	84.4361	100.0000	1.3235	8.5295	2.8216	7.9554	59.6648	0.6159	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Colorado	COSVG	0.5747	12.3792	0.1958	2.5798	21.8273	0.0000	6.4472	4.6235	0.1256	0.0000	0.1615	0.0000	0.1389	1.6291	0.4595	12.0308	61.5497	11.4783	5.0341	9.5799	82.2372	0.0000	0.1357	0.0314	0.0742	0.0000	6.7830	100.0000	93.5527	75.4540	0.0000	0.0000	16.4520	15.8190	87.9693	100.0001	1.9635	8.5598	0.7142	15.2154	61.0955	0.6158	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Connecticut	CTSVG	2.0151	26.0521	0.1359	4.5808	15.5336	0.0000	7.0119	5.9973	0.0073	0.1133	0.0993	0.0000	0.0000	1.0685	0.0092	13.6290	67.3659	2.6185	0.6399	11.8509	76.1862	1.5504	0.0334	0.0859	0.6184	0.0028	3.0464	100.0001	92.9932	68.5901	1.5504	0.0000	4.3225	18.5002	86.3709	100.0000	1.1796	8.7698	1.7964	7.0444	66.8968	0.6098	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Delaware	DESVG	1.9636	13.7923	0.3013	6.4796	14.3002	0.0000	14.0361	3.7500	0.0000	0.0088	0.1411	0.0000	0.0000	5.9210	0.2147	38.5753	46.8019	0.6896	0.7707	17.8997	55.1286	1.1463	0.0242	0.6046	0.3675	0.0000	1.8059	100.0014	85.9653	52.1762	1.1463	0.0000	2.8638	38.0145	61.4246	100.0000	1.6111	5.9631	1.1463	4.4665	46.4875	0.4555	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Florida	FLSVG	1.5170	6.7209	1.3945	5.4057	17.1373	0.0000	10.5797	7.6158	0.3210	0.0221	0.7590	0.0000	0.0047	1.7752	0.0000	25.8394	59.3019	10.5719	0.6503	22.6873	65.0275	3.7012	0.2838	0.0123	0.0000	0.0000	3.2917	100.0036	89.4238	58.0343	3.7012	0.0000	3.6068	18.4659	74.1605	100.0000	3.1102	7.6619	4.1369	11.5831	59.4071	0.6538	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Georgia	GASVG	1.0395	10.0664	1.6498	3.6192	24.8061	0.0000	7.6840	4.1233	0.0000	0.0000	1.3341	0.0000	0.0120	2.3298	0.0884	13.7387	69.3758	8.0034	6.1046	19.3672	80.9056	0.1668	0.1914	0.1103	0.0705	0.0000	3.9245	100.0000	92.3159	76.8141	0.1668	0.0337	9.8852	8.3550	86.2275	100.0000	1.5314	3.7056	0.4659	12.8559	69.8528	0.8571	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Guam	GUSVG	1.0079	23.7776	0.4159	2.1460	2.5129	18.9568	8.9273	0.0000	0.0000	0.0000	0.3194	0.0000	0.0000	2.4159	0.0000	11.4190	76.4818	13.4335	1.1220	6.0247	87.5730	0.0000	0.0669	0.0000	0.0000	0.0000	0.8126	100.0000	91.0726	67.8035	0.0000	0.0000	0.0941	0.0000	88.5809	100.0000	4.2983	3.2370	0.0000	35.3940	76.5170	0.2842	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Hawaii	HISVG	0.8981	33.9157	0.1974	5.1660	7.0393	0.0000	9.2982	0.7305	0.0000	0.0000	0.1360	0.0000	0.0000	1.9324	0.0000	8.8420	68.7662	1.3428	0.6426	37.2884	88.1317	0.0000	0.0009	0.1896	1.3974	0.0000	4.2454	100.0000	90.7017	83.8862	0.0000	0.0000	2.1366	20.5995	91.1579	100.0000	2.1987	5.6984	0.0000	3.5061	68.1167	0.7855	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Idaho	IDSVG	1.0182	62.3589	0.6865	2.0029	12.9578	0.0000	7.2965	0.7205	0.0000	0.0000	0.5258	0.2401	0.0000	1.9545	0.0000	11.3803	75.8309	13.3663	1.7280	9.0782	86.2140	0.0455	0.0000	0.3353	0.6668	0.0000	1.7042	100.0000	92.7034	84.4641	0.0455	0.0000	0.0000	1.9249	88.6196	100.0000	3.0988	2.2671	0.0455	0.1146	75.6840	0.6726	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Illinois	ILSVG	0.6961	19.3018	0.1210	2.5665	31.9725	0.0000	6.0012	2.2852	0.2238	0.0000	0.0750	0.0056	0.0000	1.1977	0.0672	13.7689	59.1301	8.7520	4.4421	9.4115	82.3934	0.7130	0.1462	0.0137	0.0629	0.0027	3.1248	100.0000	93.9987	77.5890	0.7130	0.0000	7.5852	16.0165	86.2310	100.0000	1.5556	4.1241	0.8163	6.8986	59.9760	0.5414	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Indiana	INSVG	0.7387	18.5433	0.1582	4.1109	21.7712	0.0000	7.8114	4.5334	0.0094	0.0005	0.0960	0.0087	0.0648	1.3214	0.0086	13.5759	59.0276	7.1147	1.3718	6.8330	80.1332	0.2745	0.1311	0.0607	0.0066	0.0000	3.5737	100.0000	92.1886	75.4108	0.2745	0.0000	11.2884	17.6624	86.3980	99.9999	1.7801	4.0425	0.2745	8.8991	58.6052	0.5556	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Iowa	IASVG	0.9733	27.8611	0.1679	2.8050	27.4794	0.0000	4.8889	4.3791	0.4038	0.0016	0.1232	0.0270	0.0000	0.7969	0.2559	13.9610	57.5526	9.9693	0.0063	9.1820	80.0751	1.1906	0.0366	0.0575	0.3553	0.0000	3.0319	100.0002	95.1112	75.8524	1.1906	0.0000	2.9344	27.7540	86.0389	100.0000	1.2233	6.1224	1.6539	9.5859	56.9772	0.6986	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kansas	KSSVG	1.0760	12.4696	0.2324	4.6401	26.1459	0.0000	7.4889	6.6260	0.7883	0.0000	0.1428	0.0630	0.1969	0.8069	0.0544	16.5690	60.0851	5.6372	9.8307	15.6081	75.5096	1.7009	0.1223	0.0372	0.1647	0.0000	5.7729	100.0000	92.5110	68.0358	1.7009	0.0000	7.3607	16.6024	83.4309	100.0000	1.6594	8.1678	1.7009	8.1522	59.6521	0.5759	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kentucky	KYSVG	0.7896	15.4878	0.1829	4.1746	38.0294	0.0000	7.5536	6.7612	0.7113	0.0000	0.1518	0.0000	0.0000	1.6329	0.0848	17.6727	72.1212	8.9746	3.3374	4.4688	74.5357	0.0000	0.2412	0.0260	0.1557	0.0000	3.1676	100.0000	92.4463	71.3677	0.0000	0.0000	7.9353	8.0430	82.3272	100.0000	1.5048	5.8966	0.0000	5.4462	71.3798	0.8931	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Louisiana	LASVG	0.8646	13.2482	0.7550	3.5755	30.1066	0.0000	7.1687	7.1356	0.5974	0.0000	0.5212	0.0015	0.0015	1.1235	0.0090	17.1234	72.7595	5.5620	2.3791	8.1391	74.8671	0.9191	0.2179	0.0799	0.0000	0.0000	5.6351	100.0000	92.8312	68.3128	0.9191	0.0000	9.2488	11.8280	82.8764	99.9999	2.2485	7.5049	1.4106	8.4890	72.4645	0.8163	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maine	MESVG	0.7845	24.4592	0.0437	2.6856	19.2323	0.0000	5.8705	8.6738	0.0120	0.0000	0.0374	0.0000	0.0894	1.0346	0.0112	11.3415	81.6440	2.2415	0.0471	12.4787	76.8535	6.2562	0.0241	0.1889	0.1991	0.0043	2.9150	100.0000	93.8173	65.5687	6.2562	0.0000	4.4584	9.1023	88.2267	100.0000	1.8488	11.7417	6.7429	7.0745	80.8791	0.7511	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maryland	MDSVG	0.6257	22.2473	0.8448	2.6576	29.3149	0.0000	7.2249	3.4684	1.7003	0.0030	0.5850	0.0124	0.0115	2.7030	0.0680	15.7961	75.4647	7.0285	2.1459	15.3491	80.0416	0.2198	0.5946	0.1785	0.0000	0.0000	3.4561	100.0003	92.7753	76.3655	0.2198	0.0000	4.8239	6.5221	84.2038	100.0000	1.2455	2.9238	0.3595	4.8500	75.3777	0.6720	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Massachusetts	MASVG	0.8141	21.2533	0.1738	3.4664	19.1301	0.0000	5.8674	7.3946	0.1173	5.7190	0.1147	0.0000	0.0006	0.9518	0.0312	10.7695	77.9998	2.7031	1.7627	15.1588	79.1870	2.1430	0.0087	0.0540	0.0992	0.0065	5.4106	100.0019	94.1435	70.0768	2.1430	0.0000	6.5402	9.4639	89.0922	99.9999	1.2737	9.8992	2.3314	7.6993	77.5525	0.6706	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Michigan	MISVG	0.8459	18.0403	4.8486	4.5641	19.3629	0.0000	7.3392	9.5523	1.1066	0.1305	3.6960	0.0060	0.0319	1.1487	0.0114	12.4492	68.6727	6.1196	2.2514	13.0125	77.1409	4.9899	0.1164	0.0850	0.0000	0.0061	3.1247	100.0072	92.6680	69.0261	4.9899	0.0000	7.1604	11.5016	87.5507	100.0000	1.4718	9.6459	5.0934	16.4397	71.6679	0.7008	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Minnesota	MNSVG	0.7792	17.6881	0.1339	3.7155	21.7335	0.0000	7.4509	4.9749	0.7344	0.0080	0.1027	0.0083	0.0000	1.3715	0.0709	12.5446	70.9008	5.2243	0.2569	17.7808	81.3632	3.3810	0.3928	0.0755	0.2668	0.0000	2.2478	100.0008	92.5499	75.7341	3.3810	0.0000	11.7282	16.2014	87.4552	99.9999	1.9625	6.3615	3.5346	10.1843	70.1309	0.8725	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Mississippi	MSSVG	0.4764	4.0752	0.1874	1.6687	50.2914	0.0000	5.9753	7.1244	1.0388	0.0000	0.1554	0.0000	0.0000	1.6107	0.0000	13.9531	76.8187	9.2451	3.0323	6.7086	78.4460	3.2288	0.9331	0.0000	0.0000	0.0000	7.9300	100.0000	94.0246	67.2866	3.2288	0.0000	0.6277	4.2112	86.0468	100.0000	1.7627	5.6448	3.4804	8.8124	76.4970	0.4771	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Missouri	MOSVG	1.1743	8.5615	1.3163	2.9711	36.9893	0.0000	5.9323	3.6099	0.3261	0.0324	0.9837	0.0000	0.0000	1.5844	0.2012	26.0723	64.1600	15.6621	2.0159	7.9842	68.9420	1.6693	0.1040	0.0032	0.0000	0.0000	2.6335	100.0016	94.0692	64.6388	1.6693	0.0000	8.4199	11.5521	73.9276	100.0000	1.2728	3.7959	2.4143	4.3531	64.5095	0.6342	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Montana	MTSVG	7.2535	15.3246	0.0000	10.5869	13.9382	0.0000	12.1377	0.0000	0.2614	0.0000	0.0000	0.0000	0.0000	0.5889	0.0000	47.8558	31.6584	1.8864	40.9994	4.1675	44.8908	0.0000	0.0000	0.0000	0.0000	0.0000	3.6237	100.0000	87.8622	41.2665	0.0000	0.0000	5.8731	13.6353	52.1444	100.0002	0.9618	3.4932	0.0000	1.9629	31.0796	0.5788	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nebraska	NESVG	1.1306	12.3900	0.6820	3.3873	29.5488	0.0000	5.9407	4.3785	0.0000	0.0000	0.4590	0.0281	0.0798	1.3367	0.0783	11.5364	71.7373	5.7150	0.2604	15.7412	82.6356	3.0613	0.0407	0.0403	0.2400	0.0000	2.1925	100.0000	94.0592	77.3812	3.0613	0.0000	6.5849	16.9279	88.4633	99.9998	1.0679	6.9045	3.0613	16.1775	71.1557	1.0406	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nevada	NVSVG	1.4982	0.9004	0.0000	0.7677	18.7681	0.0000	1.1142	1.2582	0.0107	0.0000	0.0000	0.0000	0.0000	0.1325	0.0000	7.8092	34.7041	9.9518	38.2427	62.5145	89.4342	16.8359	0.0004	0.0000	0.0000	0.0000	1.4862	100.0000	98.8857	71.1120	16.8359	0.0000	3.3331	16.3739	92.1907	100.0000	0.2134	11.3286	18.7283	2.4317	34.3063	0.3977	
