Reporting Period	Peer Group Description	Peer Group	UBPSE573	UBPSE575	UBPSE561	UBPSE558	UBPSE555	UBPSE566	UBPSE576	UBPSE578	UBPSE581	UBPSE563	UBPSE577	UBPSE568	UBPSE570	UBPSE580	UBPSE560	UBPSE553	UBPSE556	UBPSE565	UBPSE579	UBPSE572	UBPSE559	UBPSE569	UBPSE571	UBPSE567	UBPSE554	UBPSE557	UBPSE564	UBPSE574	UBPSE562	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virgin Islands	VICOM	38.5190	38.2913	11.2363	2.1647	5.3311	0.0000	90.5277	-54.4774	6.3873	0.0000	251.1151	0.0000	36.0503	0.0000	11.2363	20.9296	40.5811	33.1017	6.3873	36.0503	14.6300	0.0000	0.0000	5.6024	2.2181	12.4119	0.4685	0.2277	0.4685	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virginia	VACOM	63.0712	49.2474	1.0767	13.6816	5.5708	1.2376	57.2477	-8.9848	2.0369	0.0005	122.9226	-0.0181	47.7868	0.0058	1.2608	21.8656	61.5163	11.6543	1.9661	43.2084	7.9655	-0.1659	4.0995	14.3208	4.2046	2.9692	0.2266	13.2963	0.2195	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Washington	WACOM	59.3276	53.4237	1.8869	16.7314	2.8905	1.3772	69.9412	-23.5388	1.8940	0.0700	169.8110	-0.0240	46.4915	0.6485	2.5037	11.5019	67.2981	10.8199	0.7817	45.3264	6.3278	-0.2406	1.0347	15.5194	3.1296	2.9232	0.2263	5.4221	0.0968	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in West Virginia	WVCOM	68.6260	56.1360	1.0464	14.4795	9.8738	0.8313	60.0981	-3.8075	1.2860	0.0009	112.9334	-0.0107	56.1183	0.0094	1.3000	32.6350	51.2500	19.3996	1.1917	51.5611	15.7305	-0.1009	4.1336	7.9938	10.5684	5.1706	0.1399	12.0262	0.1336	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wisconsin	WICOM	62.5019	50.2361	1.3205	10.3629	3.0789	1.7101	59.2647	-21.5380	1.9275	0.0927	165.2114	-0.0107	37.7264	0.8925	1.8430	17.1158	68.6587	13.1300	0.6556	34.4457	2.5932	-0.0772	2.8780	13.5870	1.2097	1.1531	0.2028	11.7983	0.0712	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wyoming	WYCOM	64.0622	55.6694	2.7181	14.5486	4.4997	1.1161	65.7740	-17.8586	1.6022	0.0000	149.0649	-0.0065	48.3860	0.0000	3.3426	14.4290	64.6421	25.1012	1.0607	46.0265	9.4591	-0.0558	2.0402	9.9425	2.7588	6.1020	0.1785	8.2562	0.1105	
3/31/2018 11:59:59 PM	All insured savings banks	SVG	69.7486	53.7346	1.1553	9.4333	12.0745	2.4398	48.6363	10.5533	1.9597	0.0712	86.3771	-0.0389	59.5247	0.6657	1.4376	42.9797	38.8273	10.6405	0.6940	54.5836	21.1840	-0.3038	4.1664	9.3873	16.9092	3.1908	0.2275	15.3013	0.0907	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alabama	ALSVG	53.3453	37.1736	0.0000	6.6859	10.0876	1.5912	36.6130	7.7650	1.7126	0.1990	86.9710	0.0177	44.3781	1.7126	0.0077	43.4368	32.3706	10.3872	0.0000	38.1867	21.3591	0.1512	6.1913	19.0274	19.2918	2.0672	0.1990	16.1717	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alaska	AKSVG	62.1626	59.5786	0.0000	32.6292	1.6845	33.0478	67.8290	-17.6194	25.6274	0.0000	135.0918	-0.5014	50.2095	0.0000	0.0000	5.0420	80.6482	13.5746	25.6274	49.5401	6.3434	-2.3919	0.6694	9.8741	2.2567	4.0867	5.3722	2.5839	5.3722	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Arkansas	ARSVG	56.7625	18.1222	0.0000	0.0257	5.4733	0.0000	18.2856	14.1131	0.0000	0.0000	56.4393	0.0000	32.3988	0.0000	0.0000	73.8362	12.8419	0.0000	0.0000	8.0273	18.6137	0.0000	24.3714	19.3072	18.6137	0.0000	0.0000	38.6402	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in California	CASVG	69.1218	59.3859	3.6870	13.2981	6.7815	7.3381	48.1907	5.2129	4.4894	0.1086	92.5261	-0.1512	53.4036	1.6919	3.8973	23.8381	56.5652	17.8435	2.7975	50.4223	11.5874	-1.5591	2.9813	2.4888	3.5444	8.0429	0.3790	9.7359	0.2704	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Colorado	COSVG	68.4471	57.2088	3.0502	8.7394	17.4013	4.9258	54.0762	5.3956	3.1537	0.3516	97.8037	-0.0837	59.4719	3.1537	3.6250	50.9966	27.4241	15.5419	0.0000	56.1969	21.9109	-0.6069	3.2750	8.4612	17.9413	3.9696	0.3516	11.2382	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Connecticut	CTSVG	70.1542	58.0828	2.3123	10.2154	11.2838	0.6225	51.7063	7.1359	1.2029	0.0973	84.8376	-0.0050	61.3831	0.9148	2.7521	39.5645	43.4363	18.3694	0.0000	59.0222	24.8782	-0.0380	2.2726	11.9037	20.2720	4.1870	0.1281	11.7311	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Delaware	DESVG	57.8917	51.9115	23.1150	5.8668	4.3696	0.7683	38.9087	8.6781	0.0492	0.0048	90.7569	-0.0024	47.5869	0.0492	26.4475	12.7481	45.7672	38.0937	0.0000	46.9264	6.4462	-0.0250	0.6604	10.6264	4.1598	2.2863	0.0048	5.9801	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Florida	FLSVG	56.6033	43.0106	11.0588	7.9918	4.2468	0.6322	44.7037	-0.8297	6.7394	0.7017	112.3672	-0.0031	43.8739	6.4862	11.9338	31.6343	33.7806	18.1455	0.2532	39.5734	6.1709	-0.0213	4.3005	6.5416	3.7520	2.4189	0.9303	13.5926	0.2285	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Georgia	GASVG	65.1635	51.1605	0.3770	12.0997	13.6167	6.1193	52.8033	-0.6878	3.9930	0.0368	126.3165	-0.2480	52.1154	0.4045	0.6792	41.8744	42.0839	8.6214	3.5884	46.3305	10.9152	-1.7804	5.7849	7.5067	9.0737	1.8414	0.5012	14.0030	0.4644	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Guam	GUSVG	67.7629	67.6743	0.0000	7.0375	9.1471	0.7777	64.9642	-11.5998	8.6090	0.9936	121.7370	0.0154	53.3644	8.6090	0.0000	40.4679	38.3365	0.0000	0.0000	53.3524	26.6607	0.1340	0.0119	5.0060	19.8531	6.8075	0.9936	0.0886	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Hawaii	HISVG	70.3800	65.1576	10.4831	7.6061	6.1171	0.6306	77.5776	-17.0565	2.2197	0.1869	128.1827	-0.0139	60.5211	2.2197	13.1156	35.8018	40.8797	20.5893	0.0000	58.8761	29.4632	-0.1652	1.6449	26.2616	27.3825	2.0807	0.1869	5.2223	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Idaho	IDSVG	59.5756	52.9262	0.4400	5.9219	14.9238	2.2044	72.3530	-24.0239	5.0391	0.5612	149.7091	-0.0422	48.3291	5.0391	0.4400	35.4244	44.1797	1.7991	0.0000	45.0495	14.3967	-0.3797	3.2795	23.3944	13.8168	0.5799	0.5612	6.6493	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Illinois	ILSVG	71.3576	55.0288	1.6209	8.7559	14.0289	4.3998	46.4783	13.0947	5.6840	0.0588	82.7916	-0.0742	59.4850	0.5377	2.0240	44.0800	35.7541	16.0180	3.1730	54.7979	18.5733	-0.5586	4.4587	4.4612	15.3819	2.4090	0.7944	16.1846	0.4083	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Indiana	INSVG	71.0613	55.6603	2.3850	10.4674	11.7424	1.1637	52.4079	11.3806	1.5033	0.0953	85.4155	-0.0137	61.8614	0.8589	3.3917	41.3456	37.1139	17.7570	0.0555	55.6741	20.5232	-0.1339	5.4153	7.1771	14.1645	4.0274	0.1860	14.0781	0.0080	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Iowa	IASVG	74.9402	59.8374	6.9425	6.7100	18.2186	0.0063	50.8652	14.4339	1.1152	0.1198	85.2564	0.0000	65.2992	1.1152	9.6398	47.0921	27.3088	27.5449	0.0000	61.4284	20.2406	0.0000	3.8707	4.2155	17.9571	2.2834	0.1198	15.1028	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kansas	KSSVG	67.1288	47.9837	4.4755	8.1553	12.5183	9.9020	43.7625	12.1292	4.7283	0.4648	82.4330	-0.0309	55.8917	4.4979	6.7550	46.5137	33.4842	16.6424	0.2304	51.2029	19.8987	-0.2240	4.6887	12.9349	17.5702	2.3285	0.4952	19.1451	0.0304	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kentucky	KYSVG	64.3857	44.0632	0.1978	7.7477	10.7750	3.2903	33.5677	18.5005	1.1616	0.1511	65.1739	0.0056	52.0682	1.1616	0.2754	52.3565	29.8251	7.3793	0.0000	43.8695	23.9263	0.0138	8.1987	5.5688	19.5385	4.3878	0.1511	20.3224	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Louisiana	LASVG	69.2089	49.8653	1.4568	8.6568	12.1354	2.3767	39.2486	19.5418	2.7142	0.5464	80.0975	-0.0634	58.7904	2.5373	1.6814	48.1409	36.9075	11.7837	0.1768	53.0219	24.2206	-0.3981	5.7685	7.9326	22.0254	2.1951	0.5708	19.3436	0.0244	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maine	MESVG	71.5859	55.3996	0.3818	9.7803	10.8354	0.0462	52.1508	5.3356	0.7353	0.0569	87.6148	-0.0005	60.3180	0.4904	0.5311	44.4460	42.1022	9.0021	0.0806	55.8438	25.1731	-0.0038	4.2884	18.9204	20.6746	4.2432	0.0846	14.5888	0.0085	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maryland	MDSVG	70.8401	50.1425	1.0055	11.3317	12.9018	2.1260	47.0962	17.8009	2.1969	0.0041	80.0168	-0.0294	64.8972	0.0309	1.1132	52.0599	29.6375	6.3207	2.1660	58.5306	32.1025	-0.2217	6.3666	6.5771	29.2207	2.8817	0.3115	20.6976	0.3073	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Massachusetts	MASVG	71.8870	58.0666	0.8833	9.6504	11.9260	1.7427	53.5396	6.7742	1.4975	0.0829	88.8833	-0.0323	60.8239	0.8757	1.0466	42.2524	44.4237	9.0660	0.3339	57.6043	22.3421	-0.3014	2.9599	15.0524	17.0591	4.8111	0.1510	13.4552	0.0341	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Michigan	MISVG	66.7656	54.1392	2.2099	7.3780	13.0772	2.1468	54.9251	2.2769	5.0789	0.4384	112.1046	-0.0513	57.2021	5.0789	2.7829	48.7795	33.4349	11.3681	0.0000	51.6057	23.0860	-0.4653	5.5963	11.7183	19.7267	3.3592	0.4384	12.6264	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Minnesota	MNSVG	67.7181	53.7582	2.0481	10.0793	15.1427	0.2500	57.3599	-4.4490	6.4175	0.1282	120.1129	0.0000	52.9108	1.1625	2.6106	33.1949	50.5854	16.2264	5.2549	48.0705	8.4752	0.0008	4.8403	18.2835	7.0348	1.4404	0.7518	13.9598	0.6235	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Mississippi	MSSVG	78.9250	41.2556	3.2775	1.9581	12.4264	3.0476	20.0387	55.7269	0.6723	0.0000	26.9696	-0.0180	75.7656	0.0000	3.5591	71.4692	8.3042	4.1678	0.6723	66.1371	55.0070	-0.2009	9.6285	0.6579	53.7368	1.2702	0.0593	37.6694	0.0593	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Missouri	MOSVG	56.3998	35.2735	0.8702	5.1429	9.9198	1.9485	29.9050	16.8730	1.7598	0.2572	70.1811	0.0277	46.7780	1.7598	0.8702	47.8307	23.2708	11.3800	0.0000	40.8116	24.2727	0.0923	5.9664	15.2656	21.0450	3.2276	0.2572	21.1262	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Montana	MTSVG	73.8819	72.5275	0.2148	3.2568	36.4792	40.4534	27.3781	38.5440	3.0448	0.0000	37.3204	-1.4458	65.9221	0.0000	0.2148	60.7985	16.3156	13.4733	3.0448	65.7482	19.1105	-2.4463	0.1738	0.8676	17.8188	1.2916	0.5189	1.3544	0.5189	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nebraska	NESVG	65.7504	51.2228	2.0981	8.4150	15.7758	0.2499	51.7273	5.3867	1.1861	0.1178	101.3836	0.0041	57.1141	1.1861	2.6725	43.5093	41.5779	17.0949	0.0000	54.0931	20.2145	0.0362	3.0210	11.0146	17.2663	2.9481	0.1178	14.5275	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nevada	NVSVG	67.0801	57.2116	12.2044	12.9541	12.3243	38.3643	70.5575	-14.4138	0.0000	0.0000	134.1621	-0.3378	56.1436	0.0000	13.2537	18.5366	57.5235	16.3864	0.0000	53.2685	5.4973	-4.7036	2.8750	26.2787	5.4201	0.0771	0.0000	9.8684	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Hampshire	NHSVG	76.3485	63.3038	0.2612	10.6063	15.5867	0.0395	56.7847	9.8230	0.5479	0.0568	88.0147	0.0000	66.6078	0.5479	0.5483	47.7754	40.8008	14.7684	0.0000	62.8178	27.3396	0.0000	3.7899	15.8570	21.2865	6.0530	0.0568	13.0447	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Jersey	NJSVG	78.0156	60.1766	1.6002	12.8335	16.9854	11.7558	48.6344	20.7308	7.4921	0.0120	72.5512	-0.2675	69.3316	0.1260	2.1773	47.2106	37.3639	9.3007	7.2196	63.7907	24.1278	-2.2468	5.5363	7.8582	19.3403	4.2350	0.8388	17.3556	0.8131	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Mexico	NMSVG	69.5148	56.2761	1.9093	14.4391	9.7485	6.1683	43.1669	19.0161	9.3290	0.0363	66.9039	-0.2518	62.1831	0.3383	2.3418	40.9884	44.3629	21.3386	8.9907	60.6217	18.0170	-2.6869	1.5614	7.4144	15.7829	2.2340	0.8790	13.2387	0.8426	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New York	NYSVG	70.9354	54.7318	0.7991	11.9095	8.8864	1.3591	52.0701	7.6317	2.2345	0.0566	97.7914	-0.0083	60.3285	0.6031	1.1078	37.6118	45.0294	9.1611	1.2317	55.6032	21.4872	-0.0820	4.0366	8.8365	17.9285	2.9503	0.2427	15.1941	0.1347	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Carolina	NCSVG	58.9232	41.1304	0.5273	6.7229	10.0385	4.4374	35.2497	16.6972	2.3889	0.0319	91.4004	-0.1023	51.9469	0.2793	0.7903	47.2101	30.5455	7.7066	2.1096	47.6016	27.9946	-0.4516	4.3452	8.7046	22.8415	5.1531	0.5397	17.7927	0.5078	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Dakota	NDSVG	69.5153	58.4201	0.2306	17.0212	16.3609	0.1346	63.7691	-5.3997	6.4929	0.6780	117.1571	-0.0038	58.3694	6.4929	0.2310	33.3221	60.9115	7.1715	0.0000	52.7288	6.3155	-0.0342	5.6406	19.5439	5.4164	0.8991	0.6780	11.0951	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Ohio	OHSVG	69.9238	50.5059	0.8390	8.4086	14.3828	0.6683	45.3481	14.8381	3.7598	0.1581	79.0849	-0.0057	61.7078	1.4535	1.0262	49.2271	32.9245	10.4643	1.2918	54.9138	25.4726	-0.0374	6.2602	13.1234	20.2445	4.5219	0.4049	18.9451	0.1493	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oklahoma	OKSVG	57.5495	48.9084	3.2624	11.6980	11.4919	2.2852	43.9412	7.0324	3.2904	0.3182	86.2323	-0.0483	50.9737	3.2904	3.2767	45.3635	34.4181	7.7378	0.0000	50.2543	16.9959	-1.0076	0.7193	17.1971	16.7312	0.2646	0.3182	8.6411	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oregon	ORSVG	66.1448	62.5286	2.0457	14.9243	12.0897	0.0868	80.4806	-24.1028	4.7151	0.1683	163.7884	0.0008	56.3777	4.7151	4.2476	32.1995	42.6763	18.8786	0.0000	54.5124	17.7483	0.0060	1.8653	9.7939	16.0047	1.7435	0.1683	3.6161	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Pennsylvania	PASVG	71.3760	51.0768	1.3948	10.8353	14.5866	5.4359	45.8405	18.5696	4.0456	0.0321	73.8638	-0.0949	64.1301	0.2938	1.5914	45.7939	35.3935	11.7410	3.5844	55.3814	25.7593	-0.6990	8.2655	9.8476	21.7632	3.4074	0.5145	20.0547	0.4615	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Rhode Island	RISVG	73.1187	51.0396	2.1386	10.3014	8.9974	0.0000	38.0942	28.6461	1.7702	0.1690	56.9423	0.0000	66.7403	1.7702	2.1386	42.3741	40.4783	13.5346	0.0000	57.4845	31.9741	0.0000	9.2558	25.5362	27.9511	4.0230	0.1690	22.0790	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Carolina	SCSVG	63.9064	48.8825	2.0042	8.6283	12.0894	6.0426	35.7256	21.6729	1.1633	0.0925	70.2019	-0.1250	57.3985	0.7212	2.3556	46.0630	30.9291	13.4430	0.4420	54.7161	27.2387	-0.8285	2.6824	8.5065	22.2663	4.9724	0.2014	15.0239	0.1088	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Dakota	SDSVG	71.9114	64.6475	0.7269	14.3530	5.9036	2.5825	52.1350	3.8937	3.0010	0.0000	89.3208	-0.0810	56.0288	0.0000	0.8758	32.3373	57.8024	19.5753	3.0010	55.5446	19.9510	-0.7256	0.4842	8.3616	6.7630	13.1879	0.2537	7.2638	0.2537	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Tennessee	TNSVG	64.3163	52.0149	0.6989	12.0605	13.1539	12.6703	44.0106	11.3534	2.6555	0.0312	84.2627	-0.2902	55.3640	0.2119	0.7466	39.1553	42.4852	10.4971	2.4436	52.8790	18.8688	-1.5224	2.4849	8.1797	13.5219	5.3469	0.3475	12.3014	0.3163	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Texas	TXSVG	58.4795	48.2856	1.7046	9.4642	8.6739	4.9798	52.6515	-3.4356	6.5671	0.0565	116.9784	-0.0895	48.7381	0.7040	1.8792	28.1963	49.4072	7.6870	0.2700	45.1609	12.5322	-0.8068	3.3937	11.0154	9.1490	3.3561	0.4841	10.3824	0.0232	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Utah	UTSVG	8.3315	0.7977	0.0000	0.0068	0.0002	0.0000	73.2547	-72.9612	0.0000	0.0000	24956.6278	0.0000	0.2935	0.0000	0.0000	0.0789	78.3637	0.6328	0.0000	-2.6818	0.2572	0.0000	2.9753	220.7669	0.0786	0.1786	0.0000	7.5337	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Vermont	VTSVG	74.3012	61.4721	0.7929	12.2678	12.7444	0.0000	58.9877	7.9623	1.3912	0.1222	91.0911	0.0000	66.9501	1.3912	1.2591	46.1257	40.1918	12.2756	0.0000	61.9734	31.0592	0.0000	4.9766	11.1842	26.0710	4.9882	0.1222	12.8290	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Virginia	VASVG	82.4446	72.8784	11.7275	9.6384	10.2032	14.0786	62.8376	5.0616	0.0000	0.0000	90.2002	-0.2891	67.8993	0.0000	12.8634	47.5068	28.5420	50.5643	0.0000	64.5456	25.0718	-3.7918	3.3536	0.0660	23.2718	1.8000	0.0000	9.5662	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Washington	WASVG	67.6125	52.6509	1.4143	13.8760	11.3632	5.5871	53.3539	6.2388	1.7063	0.1701	102.9128	-0.0948	59.5928	1.4414	1.6124	36.4815	48.2216	7.3528	0.2648	54.9237	22.0390	-0.8480	4.6690	12.6746	17.5281	4.5109	0.1961	14.9615	0.0260	
3/31/2018 11:59:59 PM	All Insured Savings Banks in West Virginia	WVSVG	86.6322	65.0550	0.0000	1.9006	15.4665	21.7056	47.4256	36.3537	0.0000	0.0000	57.2549	-0.5021	83.7793	0.0000	0.0000	75.6055	15.7432	0.4213	0.0000	73.0600	64.1635	-3.0787	10.7193	2.0532	59.1019	5.0616	0.0000	21.5772	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Wisconsin	WISVG	66.3100	50.6875	3.1352	7.3074	12.5358	0.4743	41.0098	4.5919	1.6642	0.1393	91.8430	-0.0088	48.8740	1.1026	4.0486	36.4636	41.2712	13.8393	0.2315	44.7450	5.9171	-0.0692	3.1811	16.0083	4.2597	1.0441	0.2011	14.1180	0.0279	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Wyoming	WYSVG	61.4130	55.0249	0.9894	13.7126	9.9598	12.3108	63.8904	-12.5087	16.1409	0.3928	124.8344	-0.3891	51.3817	2.7570	2.0642	19.4564	54.0278	10.9165	13.3838	49.4460	14.2126	-3.9410	1.9356	7.5021	6.5352	7.6773	1.7145	6.3880	1.3216	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies	401	13.3132	13.8921	0.1403	1.6149	0.0000	0.0793	0.0000	6.9921	0.0000	0.0000	0.0000	-0.0001	6.9921	0.0000	0.1403	0.0040	22.5338	28.4809	0.0000	7.1409	0.6995	-0.0005	0.0371	0.0771	0.0000	0.4816	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies	NDT	13.3132	13.8921	0.1403	1.6149	0.0000	0.0793	0.0000	6.9921	0.0000	0.0000	0.0000	-0.0001	6.9921	0.0000	0.1403	0.0040	22.5338	28.4809	0.0000	7.1409	0.6995	-0.0005	0.0371	0.0771	0.0000	0.4816	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in California	CANDT	10.2823	10.2823	0.0000	0.0000	0.0000	0.0008	0.0000	3.7506	0.0000	0.0000	0.0000	0.0000	3.7506	0.0000	0.0000	0.0000	26.7987	26.7979	0.0000	3.7506	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Delaware	DENDT	12.5362	12.5362	0.0000	3.3022	0.0000	0.0000	0.0000	10.9097	0.0000	0.0000	0.0000	0.0000	10.9097	0.0000	0.0000	0.0000	20.3761	28.2193	0.0000	10.9097	1.7394	0.0000	0.0000	0.0000	0.0000	1.7394	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Florida	FLNDT	18.3828	18.3828	4.3712	1.1882	0.3584	0.0000	0.0000	14.6096	0.0000	0.0000	0.0000	0.0000	14.6096	0.0000	5.1309	4.3400	23.9125	33.3835	0.0000	14.6096	3.4868	0.0000	0.0000	0.0000	3.4868	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Georgia	GANDT	0.1151	0.1151	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.7938	21.7938	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Illinois	ILNDT	0.0460	0.0460	0.0000	0.0000	0.0000	43.5436	0.0000	0.0460	0.0000	0.0000	0.0000	0.0000	0.0460	0.0000	0.0000	0.0000	43.5896	2.7337	0.0000	0.0460	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Indiana	INNDT	2.9857	2.9857	0.0000	2.9857	0.0000	2.9857	0.0000	2.9857	0.0000	0.0000	0.0000	0.5941	2.9857	0.0000	0.0000	0.0000	2.9857	16.9043	0.0000	2.9857	0.0000	0.6717	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Iowa	IANDT	50.4602	50.4602	0.0000	21.2292	0.0000	0.0000	0.0000	33.4026	0.0000	0.0000	0.0000	0.0000	33.4026	0.0000	0.0000	0.1929	58.9815	62.4257	0.0000	33.4026	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Kentucky	KYNDT	0.0000	-1.8562	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.8562	0.0000	0.0000	1.8562	0.0000	0.0000	0.0000	0.0000	1.8562	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Massachusetts	MANDT	8.1916	-13.1718	0.0000	0.0000	0.0000	0.0000	0.0000	1.3027	0.0000	0.0000	0.0000	0.0000	1.3027	0.0000	0.0000	0.0000	11.4889	11.4889	0.0000	1.3027	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	21.3635	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Minnesota	MNNDT	41.3339	41.3339	0.0000	20.1033	0.0000	0.0000	0.0000	28.6728	0.0000	0.0000	0.0000	0.0000	28.6728	0.0000	0.0000	0.0000	42.2367	44.0566	0.0000	28.6728	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Missouri	MONDT	15.5542	15.5542	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.5738	45.4026	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in New York	NYNDT	16.4945	16.4945	0.0000	3.0410	0.0000	0.1172	0.0000	9.0691	0.0000	0.0000	0.0000	-0.0023	9.0691	0.0000	0.0000	0.0000	23.2830	35.8384	0.0000	9.0691	3.1297	-0.0025	0.0000	0.5512	0.0000	3.1297	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Ohio	OHNDT	25.5343	25.5343	0.0000	0.0000	0.0000	27.5967	0.0000	6.9679	0.0000	0.0000	0.0000	-0.2920	6.9679	0.0000	0.0000	0.0000	43.8396	38.2080	0.0000	6.9679	3.1375	-0.3413	0.0000	0.0000	0.0000	3.1375	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Oregon	ORNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
