Reporting Period	Peer Group Description	Peer Group	UBPSE622	UBPSE589	UBPSM042	UBPSM032	UBPSM030	UBPSM036	UBPSM031	UBPSM037	UBPSM028	UBPSM038	UBPSE602	UBPSM033	UBPSM026	UBPSM039	UBPSE590	UBPSE623	UBPSM034	UBPSM027	UBPSM029	UBPSE624	UBPSM035	UBPSE621	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Guam	GUSVG	1.9503	11.2412	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	90.5063	53.9605	78.9310	0.0000	42.7300	0.8134	0.0000	0.1340	0.0000	0.0000	9.4936	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Hawaii	HISVG	-2.2569	1.5319	100.0000	0.0000	50.5525	0.0000	11.7337	-2.6483	1.0552	55.9628	68.3437	0.0000	48.4530	0.1553	0.0000	-0.1589	0.0000	12.2322	24.4261	46.5302	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Idaho	IDSVG	-1.9560	13.6586	100.0000	0.0000	10.9910	0.0000	0.0000	-3.1052	55.0623	42.2351	75.6115	0.0000	33.8735	0.7375	0.0000	-0.3732	0.0000	0.0000	33.9465	44.9376	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Illinois	ILSVG	-0.7581	10.4659	100.0000	0.0000	5.9282	0.2683	2.5663	-1.9641	14.6204	37.6928	59.8865	0.0149	24.6754	0.0916	0.0580	-0.5557	0.7239	29.2615	31.6406	13.6477	0.0000	-0.3457	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Indiana	INSVG	-0.4707	8.0210	100.0000	0.0000	9.9907	2.5376	4.5649	-1.6731	26.5594	30.5762	58.8662	0.0000	23.8274	0.1421	0.0888	-0.1339	0.9802	7.0399	26.0912	12.8000	0.0548	-0.0603	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Iowa	IASVG	0.0000	12.5913	100.0000	2.5508	16.8552	0.0011	5.3216	-2.0468	21.8878	62.0248	56.0912	0.3352	31.7926	0.1776	0.0004	0.0000	4.4097	5.2091	42.2023	2.0389	1.2266	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kansas	KSSVG	-0.0387	6.2796	100.0000	1.1263	17.1639	0.0000	2.4973	-1.4715	7.7040	43.5190	59.9342	0.0000	37.8958	0.1048	0.0000	-0.2284	0.0000	32.5271	38.9811	49.5196	0.0000	-0.0011	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kentucky	KYSVG	0.0418	10.0144	100.0000	0.0000	1.0905	0.1095	1.4185	-1.0297	14.0348	56.5391	71.9705	0.0000	42.7592	0.0940	0.0246	0.0152	4.8616	41.1846	37.3002	25.0643	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Louisiana	LASVG	-1.6328	7.1449	100.0000	0.0000	12.5167	0.1530	0.1474	-1.8344	15.3318	49.7054	72.2407	0.0000	41.2564	0.8776	0.0439	-0.4022	0.4825	31.6871	39.6810	35.6289	0.0000	-0.0037	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maine	MESVG	-0.0601	2.9109	100.0000	0.0000	1.4089	9.5467	5.6057	1.3713	10.5250	43.0131	81.0733	0.0000	39.1672	0.0364	0.9169	-0.0035	4.0883	16.7451	33.3645	20.7763	0.1356	-0.0605	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maryland	MDSVG	-0.6969	9.6499	100.0000	0.0000	6.4143	4.6628	6.0787	-1.8101	10.3627	44.3267	75.8733	0.0000	34.5880	0.8580	0.2751	-0.2230	1.3840	29.8597	40.7760	13.7439	0.4615	-0.0427	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Massachusetts	MASVG	-1.1361	3.8026	100.0000	0.1452	6.7648	7.8603	1.8058	0.2413	15.4794	41.6556	77.6890	0.0427	32.3677	0.1108	0.7716	-0.2966	5.0288	20.4984	27.8979	9.9510	0.2043	-0.0438	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Michigan	MISVG	-1.4024	8.6303	100.0000	0.0000	10.2695	0.5081	7.1158	-2.1839	20.1868	40.8173	71.5657	0.0298	36.4992	4.8178	0.0434	-0.4203	2.0414	27.2062	32.6420	29.7827	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Minnesota	MNSVG	0.5158	7.0627	100.0000	0.0000	10.6954	0.1298	0.6463	-2.2881	25.9914	53.1925	69.7999	0.0000	40.3906	0.1097	0.0117	0.0007	7.4934	26.2196	28.8236	34.2074	0.0000	-0.1072	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Mississippi	MSSVG	-0.6020	10.8364	100.0000	0.0000	28.2680	0.1433	13.1591	-1.2621	43.0020	10.9234	75.9924	0.0000	8.8448	0.0756	0.0122	-0.2023	8.2881	6.2273	0.9117	1.6543	0.0000	-0.0382	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Missouri	MOSVG	1.0638	17.0972	100.0000	0.0000	22.2570	11.1699	3.3192	-2.7247	8.1694	45.5555	64.3194	0.0000	32.8343	1.0585	5.6534	0.0893	9.8452	21.2963	23.9426	8.2260	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Montana	MTSVG	-2.9186	3.6797	100.0000	0.0000	0.7303	10.2065	0.0000	-1.2408	11.1434	62.2247	30.7853	0.0000	19.7626	0.0000	7.8672	-2.4560	0.0000	14.8008	63.1188	0.8379	0.0000	-0.0700	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nebraska	NESVG	2.1950	7.4719	100.0000	2.3395	12.5892	0.2610	3.0670	-1.4716	17.9644	56.3730	69.8310	0.0000	41.5909	0.6751	0.0484	0.0373	0.2247	17.2763	46.2775	27.8356	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nevada	NVSVG	-0.7417	12.7329	100.0000	12.4434	7.8168	8.2856	14.9922	-0.1050	0.2450	42.5964	34.2751	0.0000	12.2238	0.0000	0.0440	-4.7932	1.9152	33.2080	20.7811	5.5057	0.3122	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Hampshire	NHSVG	0.0000	3.9010	100.0000	0.0000	3.2668	4.1572	2.9115	-1.6471	24.3765	43.7735	75.7789	0.0000	38.7142	0.0264	0.6510	0.0000	7.7759	26.0121	31.4996	32.7782	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Jersey	NJSVG	-1.9600	6.1238	100.0000	0.1673	8.0919	0.3615	8.2891	-1.1502	6.3087	27.5245	65.0653	0.2853	27.4383	0.0038	0.1102	-2.2272	3.8709	19.3607	42.5034	25.7971	0.2827	-0.6749	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Mexico	NMSVG	-4.2566	4.6148	100.0000	0.0000	18.2167	0.0833	0.0000	-1.8623	2.2543	60.8449	60.7413	0.0000	50.8586	2.0987	0.0392	-3.0501	0.0000	32.6058	46.8397	49.5746	0.0000	-0.4036	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New York	NYSVG	-0.4610	8.2438	100.0000	0.0086	6.9841	1.1076	3.8335	-1.5388	10.1697	28.7025	73.7499	0.0000	26.0777	0.0335	0.1026	-0.0714	6.6817	25.0263	24.8621	19.9911	0.2344	-0.1656	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Carolina	NCSVG	-2.2826	14.1620	100.0000	0.2041	4.6901	7.5670	0.6764	12.1751	29.7637	26.5530	66.4485	0.0000	19.9889	0.1204	0.1060	-0.4541	5.9491	35.6838	15.4654	9.6952	0.0000	-0.0674	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Dakota	NDSVG	-2.9406	1.2382	100.0000	0.0000	2.5931	0.0433	0.0000	-0.1849	1.8858	56.7358	86.3112	0.0000	51.2277	0.3289	0.0038	-0.0344	2.3560	77.4253	15.6963	23.2216	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Ohio	OHSVG	-0.5625	8.4987	100.0000	0.3126	4.8456	0.6187	0.8067	-1.6799	15.5802	53.4199	71.9711	0.0000	40.1975	1.2329	0.0113	-0.0376	0.1606	19.8075	28.7941	10.5919	0.0000	-0.1381	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oklahoma	OKSVG	-4.4255	11.7798	100.0000	0.0000	13.2436	0.0000	6.3254	-2.6990	30.8528	53.7972	72.5838	6.2567	40.3613	0.0000	0.0000	-2.4911	0.0671	0.0001	43.2541	7.4828	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oregon	ORSVG	0.9972	16.1526	100.0000	0.0000	10.5400	0.0000	5.9861	-2.2660	0.3295	63.1557	59.2893	0.0000	44.8177	0.0101	0.0000	0.0061	3.4904	43.4436	33.1999	11.1444	3.0102	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Pennsylvania	PASVG	-1.0177	9.1592	100.0000	0.0165	9.4310	0.7696	1.2125	-1.3094	13.9654	33.0231	66.1365	0.0000	26.9423	0.0231	0.1360	-0.6896	5.4546	21.7229	32.8398	18.3137	0.0317	-0.0857	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Rhode Island	RISVG	0.0000	4.9421	100.0000	0.0000	8.0430	15.7342	0.2487	9.3914	8.1430	46.0287	75.5900	0.0000	35.0837	1.1167	4.1837	0.0000	0.0000	1.8369	65.9384	43.7111	0.0556	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Carolina	SCSVG	-2.9059	14.1794	100.0000	0.4440	4.1534	0.4790	2.0580	6.2390	17.1370	12.8910	59.9415	0.0570	10.3004	0.0046	0.0028	-0.8256	1.3752	38.9897	35.3063	16.5235	0.0000	-0.0126	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Dakota	SDSVG	-1.8277	5.0819	100.0000	1.5611	4.2185	0.1171	0.0000	-1.0255	46.9622	52.4697	67.5622	1.2141	54.2798	0.0000	0.0308	-0.6066	0.0000	2.5594	43.3674	46.6215	0.0000	-0.0376	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Tennessee	TNSVG	-3.0382	15.9502	100.0000	0.0000	2.4813	0.0000	0.1917	-7.1579	26.6981	40.0052	59.0039	0.0000	33.8020	0.0755	0.0000	-1.5474	1.4110	42.8066	26.1941	44.2727	0.2168	-0.0573	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Texas	TXSVG	-1.3200	10.3345	100.0000	0.0162	10.7787	0.2710	1.7220	-2.0344	19.1411	34.4163	68.0645	1.4376	24.9820	1.1500	0.0377	-0.8068	1.5854	10.0540	39.2441	15.3684	0.0145	-0.1758	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Utah	UTSVG	0.0000	20.3716	100.0000	65.1314	0.0000	6.1351	0.0000	-0.3524	14.8162	76.3798	76.5661	0.0000	59.5437	0.0000	0.0413	0.0000	0.0000	2.2117	11.7053	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Vermont	VTSVG	0.0000	2.5213	100.0000	0.0968	6.0868	5.6209	0.9971	-0.8780	16.8081	37.9992	75.6832	0.0000	30.9930	0.4748	0.5335	0.0000	0.2365	31.0089	39.1445	20.4116	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Virginia	VASVG	0.0028	6.3063	100.0000	0.0000	8.8646	0.0050	16.9065	-2.1307	0.0139	30.0169	25.6800	0.0000	6.2885	0.0000	0.0046	-3.8649	0.0087	36.1119	38.0890	4.9894	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Washington	WASVG	-0.3573	7.9917	100.0000	1.0454	6.1557	2.2488	6.1976	-1.7496	14.1412	61.8394	73.2092	0.0000	45.9119	0.6487	0.0466	-0.8503	9.5201	17.0054	43.5859	15.5891	0.0994	-0.0117	
3/31/2018 11:59:59 PM	All Insured Savings Banks in West Virginia	WVSVG	-1.0592	8.8381	100.0000	0.0000	0.0000	0.3175	0.0000	-1.1640	1.4072	35.9619	69.0950	0.0000	16.9443	0.0000	0.0445	-3.1636	15.4036	21.2683	61.6031	10.0002	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Wisconsin	WISVG	-2.1778	4.5154	100.0000	0.1143	16.0095	0.5650	2.6993	-1.4766	27.7295	45.0790	66.6405	0.0000	32.4634	0.1687	0.0188	-0.0702	1.6518	5.9240	24.5954	9.6464	0.0000	-0.0446	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Wyoming	WYSVG	-3.2645	16.6825	100.0000	0.0000	10.4406	0.0539	0.0000	-1.8325	16.3559	25.3951	52.6881	0.0000	29.1015	0.3843	0.0107	-3.7980	0.0000	46.7828	26.3665	55.4497	0.0000	-0.3973	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies	401	2.7015	29.2312	100.0000	0.0000	0.2413	16.4346	0.2246	-0.6524	11.3199	0.0000	0.0000	0.0000	0.2244	0.0000	5.6181	0.0010	6.1569	42.2501	0.7606	3.8388	0.1915	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies	NDT	2.7015	29.2312	100.0000	0.0000	0.2413	16.4346	0.2246	-0.6524	11.3199	0.0000	0.0000	0.0000	0.2244	0.0000	5.6181	0.0010	6.1569	42.2501	0.7606	3.8388	0.1915	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in California	CANDT	0.0000	43.3221	100.0000	0.0000	0.0000	1.4529	0.0000	-0.6301	6.7893	0.0000	0.0000	0.0000	0.4625	0.0000	0.1329	0.0000	0.0000	91.7576	0.0000	1.0485	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Delaware	DENDT	0.0000	38.9829	100.0000	0.0000	0.0000	24.6849	0.0000	-0.5508	31.0935	0.0000	0.0000	0.0000	0.1203	0.0000	10.8841	0.0000	2.0757	41.6284	0.0000	20.0685	0.5172	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Florida	FLNDT	0.0000	55.0503	100.0000	0.0000	3.8281	0.0000	2.3961	-0.7358	0.0000	0.0000	0.0000	0.0000	1.4007	0.0000	0.0000	0.0000	15.1235	72.2056	5.2648	33.3333	1.1815	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Georgia	GANDT	0.0000	64.9127	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3454	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	1.5852	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Illinois	ILNDT	0.0000	50.0976	100.0000	0.0000	0.0000	2.9067	0.0000	-1.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.6877	0.0000	0.0000	97.0932	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Indiana	INNDT	16.5975	67.0231	100.0000	0.0000	0.0000	84.9887	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	16.9043	0.6717	0.0000	15.0112	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Iowa	IANDT	0.0000	7.4673	100.0000	0.0000	0.0000	5.2080	0.0000	-0.5675	44.1141	0.0000	0.0000	0.0000	0.0000	0.0000	3.2511	0.0000	13.1985	37.1462	0.3329	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Kentucky	KYNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Massachusetts	MANDT	0.0000	6.5393	100.0000	0.0000	0.0000	0.0000	0.0000	-0.6997	8.3920	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	34.3369	57.2709	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Minnesota	MNNDT	0.0000	15.9031	100.0000	2.7329	0.0000	2.1155	0.0000	-1.4645	0.0000	0.0000	0.0000	0.0000	3.5913	0.0000	1.8198	0.0000	38.0844	55.0008	0.0000	52.9593	2.0661	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Missouri	MONDT	0.0000	19.0195	100.0000	0.0000	0.0000	23.8506	0.0000	-0.5999	34.8677	0.0000	0.0000	0.0000	0.0000	0.0000	10.8288	0.0000	0.0000	41.2816	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in New York	NYNDT	-2.0202	25.8136	100.0000	0.0000	0.0000	24.9800	0.0000	-0.3602	30.2763	0.0000	0.0000	0.0000	0.1273	0.0000	12.7586	-0.0025	0.0000	44.7435	0.0000	0.2536	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Ohio	OHNDT	-1.0694	18.3052	100.0000	0.0000	0.0000	45.2756	0.0000	-0.6025	0.0000	0.0000	0.0000	0.0000	1.3030	0.0000	35.5979	-0.3010	0.0000	50.6185	4.1058	1.6801	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Oregon	ORNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Pennsylvania	PANDT	0.0000	9.0392	100.0000	0.0000	0.0000	66.4923	0.0000	1.6048	32.4755	0.0000	0.0000	0.0000	0.0000	0.0000	28.5100	0.0000	0.0000	1.0320	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in South Dakota	SDNDT	0.0000	79.9097	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Texas	TXNDT	0.0000	13.3569	100.0000	0.0000	3.8613	7.8968	11.6606	-1.3244	50.8266	0.0000	0.0000	0.0000	0.0000	0.0000	6.8876	0.0000	1.9694	14.0652	9.7198	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Virginia	VANDT	0.0000	68.2510	100.0000	0.0000	0.0000	27.8844	0.0000	-0.5333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.2174	0.0000	32.5722	39.5433	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in West Virginia	WVNDT	0.0000	2.3466	100.0000	0.0000	0.0000	6.6981	0.0000	-2.0906	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.2977	0.0000	57.2263	36.0755	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Wisconsin	WINDT	0.0000	41.1163	100.0000	0.0000	0.0000	0.2006	0.0000	-0.6986	0.0000	0.0000	0.0000	0.0000	1.4455	0.0000	0.0029	0.0000	0.0000	99.7993	0.0000	99.7993	0.0000	0.0000	
3/31/2018 11:59:59 PM	Bankers banks	301	0.1274	31.4799	100.0000	0.0000	7.5590	0.6756	2.2523	-1.6628	7.1047	34.2660	51.9611	0.0000	22.7545	0.2144	0.0568	-0.0178	1.1922	48.4747	32.6076	37.3145	0.1333	-0.0107	
3/31/2018 11:59:59 PM	Bankers banks	BKR	0.1274	31.4799	100.0000	0.0000	7.5590	0.6756	2.2523	-1.6628	7.1047	34.2660	51.9611	0.0000	22.7545	0.2144	0.0568	-0.0178	1.1922	48.4747	32.6076	37.3145	0.1333	-0.0107	
3/31/2018 11:59:59 PM	Credit card specialty banks having assets between $1 billion and $3 billion	202	-2.1772	8.2398	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.8370	13.9415	82.4221	0.0000	14.4350	0.1078	0.0000	-0.1721	0.0000	0.0000	93.1629	61.3455	0.0000	0.0000	
3/31/2018 11:59:59 PM	Credit card specialty banks having assets greater than $ 3 billion	201	-0.9665	14.5671	100.0000	3.8750	18.8446	5.8840	1.3210	-2.0836	9.9549	61.4797	76.1607	0.0000	49.3360	2.2113	0.0333	-0.0123	0.0000	20.3008	39.1430	21.5383	0.6762	0.0000	
3/31/2018 11:59:59 PM	Credit card specialty banks having assets less than $1 billion	203	-0.2145	9.1367	100.0000	0.0000	0.0000	31.0220	0.0000	-1.5784	0.6767	0.4402	80.6099	0.0000	1.4730	0.0000	0.3396	-0.0203	0.8631	48.4601	18.9779	26.0452	0.0000	0.0000	
3/31/2018 11:59:59 PM	Denovo banks opened in 2015 having assets less than $750 million	2015	-4.2372	17.7275	100.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	78.5699	0.0000	0.6670	0.0000	0.0000	-0.4512	0.0000	0.0000	100.0000	38.1406	0.0000	0.0000	
3/31/2018 11:59:59 PM	Denovo banks opened in 2017 having assets less than $750 million	2017	0.0000	20.2431	100.0000	0.0000	37.6402	0.0000	9.8727	-1.9462	3.5932	18.3210	61.8342	0.0000	8.9142	0.0000	0.0000	0.0000	0.0000	6.6918	42.2018	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	Denovo banks opened in 2018 having assets less than $750 million	2018	0.0000	86.5140	100.0000	0.0000	0.0000	0.0000	0.0000	-0.6306	0.0000	0.0000	1.2143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	100.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $1 billion and $3 billion	4	-1.0498	5.4019	100.0000	0.2795	10.3150	0.3092	3.4494	-1.8336	22.6979	39.4450	71.4085	0.0220	37.7607	0.2200	0.0414	-0.1881	2.5104	20.0121	25.4250	41.4757	0.0339	-0.0625	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $10 billion and $100 billion	2	-1.3809	3.8258	100.0000	0.5414	20.1021	0.1991	7.0393	-1.9085	12.3234	42.7519	69.7070	0.1938	37.8915	0.4652	0.0231	-0.3925	1.4034	11.2548	30.6646	40.5744	0.0915	-0.0096	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 2 or fewer full service banking offices and located in a metropolitan statistical area	8	-0.9417	10.1151	100.0000	0.7949	6.6937	0.0001	0.9073	-1.9044	25.8251	26.9657	67.4949	0.0235	26.0253	0.0719	0.0000	-0.0355	0.8336	22.5714	23.7236	28.4058	0.1064	-0.1188	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 2 or fewer full service banking offices and not located in a metropolitan statistical area	9	-0.2169	9.5042	100.0000	0.1755	4.6711	0.0070	0.5481	-1.5680	37.5892	17.0074	58.1201	0.0334	23.3603	0.0142	0.0013	-0.0537	0.6056	25.0628	17.0949	40.3519	0.0908	-0.0767	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 3 or more full service banking offices and located in a metropolitan statistical area	6	-0.4462	8.3019	100.0000	0.4641	5.6455	0.0069	0.8541	-1.8428	28.7098	24.9933	68.2347	0.0307	26.1246	0.0656	0.0006	-0.0435	0.6070	25.9123	21.3688	38.5464	0.2658	-0.0574	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 3 or more full service banking offices and not located in a metropolitan statistical area	7	-0.2809	8.1250	100.0000	0.1913	5.8084	0.0079	0.5911	-1.6610	37.0469	23.2305	65.8101	0.0950	26.1428	0.0242	0.0012	-0.0384	0.7197	25.7452	16.2433	43.8114	0.0690	-0.1184	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $3 billion and $10 billion	3	-1.2352	4.1507	100.0000	0.4930	15.8623	0.2342	6.3617	-1.6924	14.4634	37.4299	71.3018	0.1158	37.7981	0.5460	0.0336	-0.2612	3.1390	13.5459	27.1305	44.7491	0.0824	-0.0090	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $300 million and $1 billion	5	-0.4407	6.7403	100.0000	0.0354	8.3437	0.0693	2.2886	-1.7020	29.6638	30.0764	69.3723	0.1162	30.7198	0.1411	0.0097	-0.0482	1.4779	21.3297	19.8497	38.2828	0.0015	-0.0801	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 2 or fewer full service banking offices and located in a metropolitan statistical area	12	-0.9335	13.0784	100.0000	0.2832	3.8697	0.9643	0.1900	-1.8211	27.1015	15.7860	61.1292	0.1171	17.0827	0.0045	0.0046	-0.0840	0.5471	28.5376	18.3800	34.7859	0.1522	-0.1109	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 2 or fewer full service banking offices and not located in a metropolitan statistical area	13	-0.4953	11.9874	100.0000	0.1364	3.4463	0.0054	0.3653	-1.5790	39.3008	11.2236	56.7966	0.0392	18.4518	0.0469	0.0011	-0.0996	0.7485	27.9143	13.7985	39.8671	0.0788	-0.2090	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 3 or more full service banking offices and located in a metropolitan statistical area	10	-1.2698	11.8302	100.0000	0.0111	4.0516	0.0024	0.6140	-1.7131	33.8682	17.5111	61.7191	0.0234	20.8199	0.1323	0.0004	-0.4916	0.7287	27.5441	18.0025	44.5317	0.0000	-0.4216	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 3 or more full service banking offices and not located in a metropolitan statistical area	11	-0.5302	11.9931	100.0000	0.1364	3.1269	0.0054	0.1964	-1.7446	33.7633	14.4479	61.5544	0.2331	18.9730	0.0072	0.0008	-0.0690	0.8223	34.8033	13.5273	41.7582	0.1861	-0.1998	
3/31/2018 11:59:59 PM	Insured commercial banks having assets greater than $100 billion	1	-2.1942	12.8249	100.0000	2.1110	16.9701	0.1622	7.7824	-1.7670	3.3294	38.1865	57.1539	1.2092	29.2602	0.8774	0.0307	-1.2393	0.8022	16.0159	38.0832	24.1608	4.4174	0.0000	
3/31/2018 11:59:59 PM	Insured commercial banks having assets less than $50 million, with 1 full service banking offices and located in a metropolitan statistical area	16	-0.7473	19.6637	100.0000	0.1003	1.8302	0.6413	0.4377	-1.4569	28.7806	11.7242	46.1211	0.0000	13.5968	0.1665	0.0290	-0.1907	2.7923	32.4170	11.0204	31.8729	0.0000	-0.0177	
3/31/2018 11:59:59 PM	Insured commercial banks having assets less than $50 million, with 1 full service banking offices and not located in a metropolitan statistical area	17	-0.6842	19.8780	100.0000	0.0285	1.8030	0.0049	0.0341	-1.4669	34.1339	8.5938	52.9730	0.0000	13.4921	0.2270	0.0003	-0.2163	0.7250	34.4516	10.6722	36.8505	0.0058	-0.1279	
3/31/2018 11:59:59 PM	Insured commercial banks having assets less than $50 million, with 2 or more full service banking offices and located in a metropolitan statistical area	14	-1.2879	15.1438	100.0000	0.0000	5.4990	0.0238	0.0000	-0.6057	31.0892	16.6622	59.8124	0.0000	15.8375	0.0000	0.0005	-0.1248	2.5316	29.9728	12.2237	41.6749	0.0726	-0.1660	
