Reporting Period	Peer Group Description	Peer Group	UBPSE174	UBPSE212	UBPSE154	UBPSE193	UBPSE204	UBPSE221	UBPSE135	UBPSE141	UBPSE214	UBPSE156	UBPSE183	UBPSE157	UBPSL126	UBPSL129	UBPSE148	UBPSE142	UBPSE194	UBPSE211	UBPSE165	UBPSE168	UBPSE176	UBPSE182	UBPSE132	UBPSL128	UBPSE149	UBPSE027	UBPSE202	UBPSE137	UBPSE170	UBPSE208	UBPSE155	UBPSE163	UBPSE173	UBPSE134	UBPSL121	UBPSE192	UBPSE213	UBPSE169	UBPSL119	UBPSE144	UBPSE190	UBPSE209	UBPSE152	UBPSE166	UBPSE184	UBPSE164	UBPSE179	UBPS7316	UBPSL123	UBPSE200	UBPSE223	UBPSE216	UBPSE143	UBPSE145	UBPSE161	UBPSE139	UBPSE175	UBPSE185	UBPSE153	UBPSE220	UBPSL120	UBPSE198	UBPSE201	UBPSE136	UBPSE203	UBPSE146	UBPSE189	UBPSE215	UBPSE138	UBPSE186	UBPSE172	UBPSE162	UBPSE180	UBPSL125	UBPSE195	UBPSE210	UBPSL118	UBPSE147	UBPSE191	UBPSE167	UBPSE181	UBPSE151	UBPSL124	UBPSE133	UBPSE222	UBPSL127	UBPSL122	UBPSE196	UBPSE219	UBPSE187	UBPSE140	UBPSE217	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Minnesota	MNSVG	-5.5492	-100.0000	-2.9249	14.2795	6.2372	-18.1912	-12.1065	-1.8742	-0.0820	-1.9214	15.8948	2.3232	-2.3206	-36.5234	-8.3880	1.3334	0.0000	42.0114	-50.0000	-0.7335	-1.4325	17.4573	-1.7550	-54.9443	-1.4232	6.8212	26.7405	0.0000	-0.2369	0.0000	0.6410	20.2632	4.2171	-4.0426	22.2071	-17.4524	-2.4096	0.0000	104.9928	0.0000	-5.9788	9.8308	-0.6768	0.0000	0.0000	15.7821	12.2423	9.7537	9.4793	9.5702	37.0746	0.0000	-7.3012	-9.0990	0.0000	-1.8078	-0.7234	29.4168	-0.1279	167.4672	10.0798	14.8773	8.1099	-0.9690	9.5437	9.0997	50.4713	9.6964	-4.8631	7.3429	-5.0936	-1.0877	14.7563	0.0000	-1.2100	6.9507	3.9800	0.0000	0.0000	-11.5183	2.8799	2.6832	0.0000	5.7125	28.1797	23.7967	-0.6332	184.6860	-6.5939	5.0867	-0.4058	9.9785	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Mississippi	MSSVG	1.6531	0.0000	-3.7031	4.2912	3.8590	7.4538	0.0000	-0.5965	-30.0873	13.4055	-5.6386	-2.3142	0.0000	0.0000	14.9086	-1.6955	0.0000	3.4689	0.0000	0.6557	48.3971	0.0000	-0.4770	0.0000	-1.1309	3.0136	8.6154	0.0000	0.8074	0.0000	5.5221	18.2068	-15.7539	-5.9488	-3.1433	-13.8941	0.0000	0.0000	0.0000	0.0000	5.1007	-0.8147	0.6969	0.0000	0.0000	0.4778	3.2344	-0.2461	2.5489	1.0479	39.2362	0.0000	0.6207	-3.6946	0.0000	-0.3610	0.1569	-60.6315	0.1127	4.7485	11.5957	1.7783	-11.2994	-16.2222	4.2532	201.1113	-15.8055	-0.3516	-74.6268	3.1088	-3.7955	0.8093	0.0000	0.0000	-37.1555	34.3104	0.0000	0.0000	0.0000	-31.3313	-3.8389	10.2115	0.0000	0.0000	-8.3637	0.0000	0.5609	6.5912	3.3968	-0.5117	0.6987	1.6752	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Missouri	MOSVG	-2.8093	0.0000	12.3464	-2.4252	4.3594	-12.2167	-2.2943	-0.1168	16.2537	-0.1924	-27.5855	7.4028	0.0000	0.0000	30.4829	-8.0518	0.0000	-44.7251	0.0000	-0.1925	283.3482	-12.3521	-0.3470	0.0000	0.0879	11.7325	13.1399	0.0000	-0.4470	0.0000	7.2452	-61.7872	-0.4328	4.9791	-6.5195	90.0975	-1.3738	0.0000	685.6787	0.0000	21.9856	11.1812	0.7257	-0.3690	0.0000	-4.2491	11.0324	8.5833	8.4276	9.3321	745.2757	0.0000	-5.1715	-11.2590	0.0000	0.4728	-7.2481	-3.4391	1.4829	54.1952	6.1687	3.8679	31.9085	-7.1666	1.3095	-0.7205	-15.9396	8.2278	-35.9492	11.9731	-17.9715	2.8313	491.7718	0.0000	58.8195	-59.2869	29.7945	0.0000	0.0000	3.8528	12.2561	-0.3704	0.0000	716.3231	-8.4346	0.0000	0.3878	2.4183	-18.6868	21.1576	-1.4275	2.8136	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Montana	MTSVG	-0.3903	0.0000	-10.7750	-38.0533	2.5055	-8.1233	-14.2857	-1.9745	8.4480	0.3241	0.0000	2.3079	0.0000	0.0000	-14.0049	-0.3327	0.0000	0.0000	0.0000	5.4736	0.0000	-92.1052	-2.2042	0.0000	-5.4297	-2.8033	8.9527	0.0000	1.7836	0.0000	-1.1676	0.0000	0.0000	-2.0626	2.8124	-44.6127	0.0000	0.0000	81.1623	0.0000	25.7614	-1.5028	2.4666	0.0000	0.0000	0.0000	-4.8365	3.9567	1.3968	3.8452	0.0000	0.0000	1.2989	297.8260	0.0000	-1.9420	0.4649	0.0000	-0.6230	0.0000	3.0851	22.4399	4.6934	0.0000	-5.1502	33.2905	11.1055	7.0188	0.0000	-2.7686	-13.6638	-0.1035	44.3292	0.0000	-52.0109	0.0000	769.2307	0.0000	-100.0000	13.1098	-12.8484	7.3952	0.0000	1.5775	103.2001	0.0000	1.0283	-3.1473	-34.8540	-0.8888	-0.1790	4.9776	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nebraska	NESVG	-6.3422	25.0000	18.6305	143.6526	-1.6837	-21.8319	-6.0552	-0.1851	20.8962	1.0750	53.5935	2.4862	11.4128	59.3002	3.0488	3.2228	0.0000	123.3088	-45.6521	4.1001	64.5215	6.0077	0.4471	20.4365	-0.4218	5.0604	-13.9765	0.0000	-2.2774	0.0000	-0.2426	-46.1208	-56.0570	-0.7138	82.2689	-0.7151	-11.8552	0.0000	0.0000	-100.0000	-0.5494	5.8874	3.4459	0.0000	0.0000	0.0000	4.9409	4.2689	3.9850	4.1364	340.5613	0.0000	-0.8926	15.3295	0.0000	-0.1507	3.4253	15.6730	2.0904	-51.3685	156.7404	17.0661	28.7770	41.2309	6.1068	504.9444	-5.3612	4.9688	42.0054	4.9225	3.6733	5.3419	2.9241	-21.6046	15.9834	-59.9308	0.0000	0.0000	0.0000	-0.5586	-7.6151	4.7823	0.1234	0.2374	-6.3200	5.8733	3.5968	-4.5915	-9.8396	7.8840	1.0051	-2.2873	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nevada	NVSVG	0.5120	-100.0000	9.6333	1326.6539	-15.4982	23220617.7105	-2.2500	-1.8818	18.3279	3.9509	92.2466	-2.7094	0.0000	0.0000	2265.0916	0.1283	0.0000	0.0000	0.0000	136802.3623	-3.9949	3.9284	2.2342	0.0000	0.1633	-29.1606	-1.0714	0.0000	1973.7111	0.0000	-30.2836	-100.0000	-33.3333	-1.2098	1698.9612	1.5885	0.0000	0.0000	-56.3380	-6.0462	6.3247	1427.5646	25902.2133	0.0000	0.0000	0.0000	2.5727	874.4326	1190.0625	160.8419	-10.4493	0.0000	-0.2405	0.7447	0.0000	-1.8433	0.0622	0.0000	2335.8744	-60.0000	30094.4436	-0.5813	-5.8272	72.3611	2.7199	6360.1497	20474198.4904	938.9364	0.0000	-29.0591	-2.1171	174217.1689	13.8987	0.0000	-4.5922	0.0000	-66.5768	0.0000	-31.5038	9139.9756	-38.9640	319.5286	0.0000	-1.2854	-0.8872	0.0000	30094.3165	-51.8081	-16.3352	-18.2445	3.6124	427.0656	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Hampshire	NHSVG	0.0000	0.0000	1.2686	-4.0599	5.6002	-4.7464	-0.8746	1.5471	3.7535	4.0595	-7.8525	2.5168	24.3243	-28.6911	-3.3752	2.1101	0.0000	-11.9384	0.0000	1.0986	-5.1414	-3.9548	1.4406	-32.8888	3.5846	8.1915	18.6689	0.0000	-0.1919	0.0000	2.4220	11.2602	-4.1504	0.7654	-5.4191	-18.5293	0.0000	0.0000	63.0927	0.0000	-13.2254	4.0564	0.9560	0.0000	0.0000	-8.2403	7.9590	5.1569	4.9997	5.5369	5.3067	0.0000	-6.3947	-4.9322	0.0000	1.5764	-1.4387	-51.1845	0.5577	-19.7648	-1.7469	13.4118	5.6960	-2.6409	4.1662	24.0733	-0.1161	5.4094	-57.6153	8.2191	-8.1892	1.2513	15.0544	-56.9900	8.0151	68.2754	-45.0885	0.0000	-100.0000	-5.1670	9.6187	2.1912	-16.1228	5.5868	-6.9604	24.3243	0.9723	13.5337	-0.3992	10.3713	2.7371	2.9946	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Jersey	NJSVG	-0.6159	-17.2202	2.6188	13.1188	7.3827	-5.8901	-6.1049	1.2387	-0.8413	-0.8832	62.5906	-0.4219	0.0000	-32.1947	-4.4477	-0.3504	54.5895	-14.7901	-38.9000	0.2899	0.2543	2.7373	1.1809	-10.1013	0.3364	7.7302	-0.9274	0.0000	0.1518	0.0000	-3.2958	6.6029	-25.7380	-6.2560	-3.9956	6.8527	-25.9337	0.0000	540.6118	-0.4281	-21.7778	3.2406	0.2817	-11.9712	0.0000	-1.0621	7.3180	2.6898	2.7455	2.7333	27.0689	0.0000	-7.6075	0.5776	0.0000	1.2685	-1.5640	1.3698	-0.0698	-18.4349	-0.5767	1.1238	12.0715	164.3659	-1.3505	-3.0539	-6.2582	2.9020	-76.1676	7.7062	-1.3793	0.0554	12.3342	0.0000	7.9279	-9.9937	299.7543	59.1079	-12.1226	4.1473	-5.1821	1.4329	0.0000	4.5771	-0.9033	-25.0000	0.3583	1.8590	4.2669	6.6567	1.2005	1.2963	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Mexico	NMSVG	-0.6254	27.9132	4.5566	-34.3294	5.6638	1.6418	0.0000	0.3918	18.4420	0.1657	683.3333	8.5586	0.0000	0.0000	-3.5478	5.8334	0.0000	79.6296	12.5783	0.6905	43.6826	0.0000	-0.5499	0.0000	-0.6665	2.0421	-17.0900	0.0000	-1.0822	0.0000	-1.0957	-21.0472	296.8750	18.6827	-9.9255	-3.9156	-1.7593	0.0000	-15.1650	0.0000	-5.0071	-0.9715	0.5048	0.0000	0.0000	70.0000	0.4023	-1.8796	-2.1348	0.8492	801.0275	0.0000	-0.4858	-1.5432	0.0000	0.4111	5.4958	39.7153	-0.8713	-63.0097	4.8412	8.0715	-8.2661	4.4444	-0.8775	-24.1468	-4.6399	-2.2448	2.6396	1.2296	-2.5159	1.4644	19.2445	0.0000	-5.8294	-29.8910	55.1688	0.0000	0.0000	7.9057	96.2738	4.9768	0.0000	11.1725	-5.4550	0.0000	0.5499	-2.2279	-31.4648	6.2830	1.0062	0.1650	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New York	NYSVG	-3.2313	-9.6464	1.0848	46.0736	1.4103	-14.9810	3.5400	0.8663	2.4451	1.1570	-13.4068	2.2917	0.5620	-45.9241	-5.6203	2.5488	75.8306	-23.0168	-8.6463	2.1281	2.4833	18.7129	1.3266	-33.8989	-0.7210	8.8986	42.0966	0.0000	0.5266	0.0000	-0.8235	-23.8274	7.6405	-3.0275	10.3008	83.2988	1.7789	0.0000	531.9772	20.6861	-15.5511	7.8444	1.9403	7.6753	0.0000	1.7220	8.2225	6.7584	7.2795	5.7315	38.7996	-100.0000	-3.6155	5.0935	0.0000	1.1227	2.9864	0.2844	0.7298	-6.4433	8.8409	-0.1582	13.5700	-8.5602	4.0257	45.4193	8.8486	6.7298	-43.5750	9.0364	-9.9266	2.3812	22.1301	-30.9745	-3.9673	-26.4784	21.4134	30.8541	22.2507	3.3046	3.1221	-1.3450	-2.0780	1.0848	337.8537	-48.8078	2.1668	2.9729	-16.2193	5.9818	0.6823	6.1320	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Carolina	NCSVG	0.7005	0.0000	6.7960	-14.1365	-1.7283	-1.4186	-17.5150	1.1822	42.2066	-1.7427	407.6404	6.3389	0.0000	61.2223	-5.1027	-0.8725	0.0000	-38.1133	0.0000	1.2237	-25.5787	1705.9473	1.0539	-25.4204	3.4199	4.5061	2.8935	0.0000	0.0660	0.0000	16.4134	-9.3618	-0.0827	-4.4722	3.1222	-34.4579	0.0000	0.0000	10.1630	0.0000	6.3960	0.7020	1.1070	0.0000	0.0000	-15.8581	4.2342	0.7869	0.8162	0.5041	-35.0023	0.0000	-3.2736	-9.3388	0.0000	1.1495	-13.2211	-30.7007	-0.0196	-27.0911	12.5911	1.6208	6.1179	17.6173	-3.6714	111.9060	-3.3065	0.5756	50.8482	4.5308	-1.7526	0.6201	19.9084	0.0000	2.5811	-12.1873	43.3701	0.0000	0.0000	12.5673	-2.2468	6.0068	0.0000	8.6096	-16.1615	0.0000	1.3709	6.4697	42.4762	-1.2890	0.9712	1.2680	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Dakota	NDSVG	-2.2578	0.0000	-11.2398	-10.6482	5.2425	-9.6542	11.7979	0.2673	2.7766	7.2385	26.5148	2.2617	1.6842	0.0000	-15.7113	-0.1739	0.0000	-73.8461	-20.7715	-0.4609	4.3485	9.1655	1.2583	0.0000	1.0721	6.5565	2.7182	0.0000	1.8506	0.0000	-0.1741	0.0000	8.1481	-0.1883	-15.0531	631.1932	-100.0000	0.0000	0.0000	0.0000	-42.3644	7.7038	-0.2666	0.0000	0.0000	0.5665	4.0415	4.0445	4.2677	4.9274	16.4180	0.0000	-19.3123	632.3203	0.0000	0.3018	-0.6827	4.0264	-1.7361	86.1660	-0.9441	10.6092	8.9522	-7.8569	7.1815	31.5360	-5.0697	4.0897	3.0897	6.5131	-15.3177	0.2529	22.3611	0.0000	-5.5671	0.0000	0.0000	0.0000	0.0000	-10.3982	6.6052	-2.6918	0.0000	11.6898	-6.5651	7.0953	0.1617	3.8740	-12.3333	0.9342	0.0034	3.6637	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Ohio	OHSVG	1175.3414	-27.0434	-2.7477	2.1881	1.2481	1067.3779	64.9119	0.5630	-2.5805	-2.9228	37.6040	0.8526	-33.3333	-77.8690	-1.5577	-1.3369	55.1622	-20.2102	53.4620	-0.2080	5.2646	22.2000	0.6891	-74.5085	1.1947	5.5866	7.8153	0.0000	0.1719	0.0000	3.7175	-12.6329	-11.0636	-2.9389	-4.5084	411.2467	-4.9628	0.0000	72.1100	-28.7072	10.8202	2.0810	-0.1535	7.7366	0.0000	1.0726	5.1723	1.5916	2.1423	2.0522	9.8788	0.0000	-1.1734	27.5469	0.0000	0.4686	-1.3551	1.3199	-0.4978	17.5941	-2.0996	6.2246	18.4603	8.1414	-4.9563	1.3012	7.6982	0.9620	-15.0075	4.6344	-0.1965	0.0904	3.5329	-1.9984	-7.2315	-24.2652	35.5063	55.3914	-15.6178	-7.1627	13.4408	2.2696	-1.7889	-0.6340	-0.5826	-33.3333	-0.1177	7.8705	16.4534	0.2266	0.6571	5.1034	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oklahoma	OKSVG	-0.7417	-35.3413	5.5061	0.6363	4.1776	-5.1928	19.8878	0.1648	71.6582	1.1410	53.6116	1.8173	-6.3136	0.0000	-7.4815	-5.1499	0.0000	0.0000	-4.0753	-0.1235	-6.7358	23.8361	0.5540	0.0000	-1.2067	2.8281	10.9316	0.0000	-0.5681	0.0000	-11.5502	60.7142	-67.8056	-5.2398	-3.8163	0.9337	0.0000	0.0000	-66.5374	0.0000	-7.9380	0.7688	-0.0068	0.0000	0.0000	-1.4705	3.3667	0.4760	0.4162	3.5368	-0.5636	0.0000	-2.0433	2.5062	0.0000	0.2787	-3.2393	0.0000	0.0555	-45.0766	0.9678	6.9396	22.7868	14.4134	4.3876	2.3909	-10.7013	0.5440	0.0000	2.9172	-19.7081	-0.6977	-16.9740	0.0000	-8.1430	-100.0000	-2.5870	0.0000	0.0000	41.0960	-0.0797	10.9913	0.0000	-12.3522	-3.3251	-4.9586	0.4067	13.7237	-24.6279	8.1104	7.4528	2.4464	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oregon	ORSVG	-0.4557	0.0000	4.1668	-23.5007	-6.4583	-1.7101	0.0000	4.7902	-25.9417	-10.3824	10.5155	6.3330	0.0000	0.0000	-23.0938	-2.2881	0.0000	0.0000	0.0000	1.8300	15.1325	0.0000	4.4402	0.0000	-6.0584	4.7365	57.5966	0.0000	-12.9685	0.0000	10.8377	0.0000	0.3773	-0.2447	-20.5468	4.7082	0.0000	0.0000	0.0000	-23.4223	-1.7101	-4.8659	1.4189	-11.1111	0.0000	0.0000	3.9585	-5.3453	-3.5407	-4.8079	0.3925	0.0000	-0.4557	-5.0467	0.0000	4.1863	-3.5510	-76.9230	-2.0188	-6.6666	-1.4856	-5.8514	9.9445	-0.8032	-1.6156	44.7688	-23.2020	-4.7637	-38.2352	4.5359	-1.2048	1.8444	58.8829	0.0000	-18.1857	0.0000	0.0000	0.0000	-28.8922	3.6637	-0.9630	24.0613	0.0000	10.9458	-21.4788	0.0000	2.1308	-24.9955	-41.7638	-6.1287	-8.2340	-22.7981	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Pennsylvania	PASVG	-2.7445	-96.1280	4.4266	15.2588	3.2629	-17.9017	44.5479	0.5730	3.2216	-0.7060	29.7546	1.5245	-6.2234	-5.0960	-2.7019	-0.6611	45.3616	25.8665	-60.5640	0.5759	3.1685	186.6618	0.4305	-5.1174	-0.3712	4.5809	-1.6338	0.0000	0.3673	-32.3914	-3.6315	-27.4233	-7.3093	-2.2934	-5.2147	6.8227	-55.9590	0.0000	40.5653	-10.7926	-10.1883	1.1471	0.7921	-7.8516	0.0000	14.0667	4.8115	1.5483	1.6696	1.8678	10.4109	0.0000	-3.7180	-4.9258	-77.7003	0.6110	-6.1513	-41.0908	0.3761	-5.9990	2.1681	1.6770	16.8307	7.8338	-3.8102	19.4229	-5.6922	1.0200	3.3124	4.9439	-2.0744	0.6406	9.3378	-29.9947	-3.0202	-3.7315	78.7961	15.4910	-7.7664	6.5511	10.2143	1.3695	-4.7593	6.6499	-12.1777	-9.9948	0.7806	-0.5793	3.2702	2.9383	1.6519	2.6386	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Rhode Island	RISVG	0.0000	0.0000	13.3946	-29.1442	-4.1510	0.0000	-0.6039	5.9254	1.2228	0.3423	-5.7432	-0.8534	0.9036	0.0000	-15.8560	-1.9925	0.0000	-50.0000	0.0000	4.1222	-3.1136	-2.2632	4.7368	0.0000	-0.1250	16.3405	15.4162	0.0000	-2.8294	0.0000	19.1210	15.3536	-3.2835	-0.1592	-8.4580	-7.4866	-3.0002	0.0000	0.0000	0.0000	-26.2961	3.0651	3.2199	0.0000	0.0000	0.0000	15.2801	9.8454	9.9836	8.4914	15.2281	0.0000	-14.4506	-3.9702	0.0000	6.6399	-4.0999	22.1912	0.1971	250.5076	-9.2334	13.7403	19.3764	-1.0638	14.9915	-21.8047	-6.0948	10.1584	-31.4350	16.3825	-0.8044	0.2173	-5.9368	0.0000	-5.0322	54.2964	0.0000	0.0000	0.5780	-4.0742	-6.0946	8.6804	0.0000	-26.0774	-10.5879	5.0156	3.2502	2.4331	-0.1138	28.8734	7.8085	5.4456	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Carolina	SCSVG	-11.4350	0.0000	8.2795	-13.9657	0.5762	-0.9269	29.6335	1.1019	0.0385	10.6212	-12.1743	0.1403	0.0000	0.0000	37.8866	-6.2752	0.0000	-1.8042	0.0000	0.1267	0.0000	7.4105	0.9094	-100.0000	0.5231	4.1893	3.8944	0.0000	-0.1292	0.0000	1.7560	-38.9120	-16.5495	-11.9057	-8.8911	-20.2840	-41.2662	0.0000	12.1354	0.0000	8.4517	-0.4770	0.0890	-25.0000	0.0000	-0.2888	3.0175	-0.2745	-0.3423	1.3376	0.0000	0.0000	-10.6705	30.5316	0.0000	1.0070	-8.0984	-21.2389	0.2925	95.6458	-1.6684	6.0137	-0.9284	165.3896	-1.2456	16.2520	-0.9893	-0.5960	-34.0740	4.1225	6.6868	0.8322	17.2925	-2.0163	30.9118	-38.7713	160.0063	0.0000	0.0000	1.6117	7.9723	1.1903	-1.2638	8.5691	3.5269	0.0000	0.0049	5.4408	47.8245	1.6622	-0.6860	3.0008	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Dakota	SDSVG	-3.6960	-11.2676	14.9543	7.6584	9.6884	-25.0848	8.8966	0.2124	28.7796	5.5817	102.7099	-7.4906	123.6297	-53.6525	3.5632	-3.8606	-100.0000	20.0000	1.6129	-4.4830	6.6084	-0.3450	1.0895	-48.6972	-0.7381	12.3049	512.1531	0.0000	0.8205	0.0000	20.9571	-51.4914	7770.8953	6.1878	-11.4319	19.1367	1568.0984	0.0000	0.0000	0.0000	1.5177	9.4387	-4.0072	1612.0430	0.0000	40.0000	12.0784	3.8253	3.9844	4.7033	3158.2894	0.0000	-1.7980	25.3515	0.0000	0.4719	-1.0869	0.0000	4.1543	-16.1997	-1.4537	-9.4925	38.5094	26.4048	15.0830	-5.0435	-17.5478	3.5906	0.0000	12.5920	1.0999	1.2371	10.2160	0.0000	26.5636	-75.5798	0.0000	0.0000	0.0000	20.6917	19.8168	-8.0438	0.0000	-3.0608	2.4558	0.0000	-4.2910	-4.0395	0.4800	30.2873	48.8728	4.7004	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Tennessee	TNSVG	5.5247	0.0000	9.2517	-1.1535	5.7544	95.9552	36.2512	5.9274	0.6853	8.9351	31.5700	5.5191	-0.5494	1.2915	1.9689	11.8904	-13.1244	-29.8369	0.0000	4.7029	0.0286	616.9235	6.3378	17.4606	6.2278	8.7515	3.7158	0.0000	4.8810	0.0000	1.6490	-10.5178	-3.8587	-3.2623	4.5807	-18.2988	0.0000	0.0000	3970.6896	-0.1345	58.7531	5.7458	4.7311	0.0000	0.0000	-6.4035	8.7043	6.0952	6.0932	6.4299	-100.0000	0.0000	4.4709	-12.5136	0.0000	5.7648	2.5161	340.6069	4.5816	-26.4845	14.9580	10.2841	32.5664	18.5174	3.9601	27.0995	31.4087	5.7729	89.5350	8.4146	9.3789	5.3193	14.1487	0.0000	7.5221	-37.8290	-42.0044	-48.7337	1.5047	4.2527	1.0342	6.0987	0.0000	14.4887	11.9005	-1.6129	4.7213	5.6516	2.8991	-3.4240	0.4030	7.1498	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Texas	TXSVG	-0.5067	48.3135	0.2290	4.0650	8.4422	-3.4510	14.2955	0.5338	16.3601	2.2237	-3.4941	1.5457	5.5445	-34.5529	-8.4563	-0.4313	-100.0000	18.0261	20.7919	0.5795	17.9483	24.3311	0.9165	-40.3638	-0.2426	9.4208	4.0364	0.0000	1.7118	0.0000	-4.9251	2.8300	17.9607	-7.5612	3.2765	-15.1128	0.0000	-100.0000	101.4869	8.9333	27.5117	5.5887	0.6913	0.0000	0.0000	39.7248	8.6656	7.8646	8.3481	8.7580	732.2038	-100.0000	-6.2128	-15.0273	0.0000	0.4067	-1.9548	76.1923	-0.4143	9.5788	0.1320	37.9332	17.1333	-15.2554	7.5052	12.4877	1.4586	7.6173	37.3518	9.0112	-3.5691	0.3341	9.2892	-21.8130	-14.8288	86.3790	21.3289	0.0000	3.7648	13.8846	-7.4556	5.5088	-12.6582	4.5422	59.9847	168.0025	0.5150	5.9199	-8.0149	10.2475	-1.0434	8.7097	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Utah	UTSVG	0.0000	-98.4529	5.6620	-8.7332	9.9417	0.0000	0.0000	0.4967	44.0268	-2.5588	147.7033	8.2357	1554.2670	0.0000	-46.9728	-5.8659	0.0000	0.0000	0.5820	-0.7974	-1.4407	0.0000	0.0000	0.0000	-40.0000	11.9805	146.1200	0.0000	-0.7894	0.0000	13.2521	0.0000	0.0000	0.1257	-9.0519	-14.6013	-99.7451	0.0000	0.0000	0.0000	-25.6129	18.3579	-0.7965	-99.8047	0.0000	0.0000	0.0000	7.5922	6.7075	13.4910	85.4965	0.0000	-17.2046	8.2534	0.0000	0.6720	-4.7178	0.0000	5.6055	0.0000	-7.8012	74.8029	2.7484	40.3725	74.6426	-8.0836	-22.9002	8.2444	0.0000	12.3598	-26.5807	6.2069	3.7816	29.9797	-59.5624	0.0000	0.0000	0.0000	0.0000	38.0446	29.2117	36.5223	11.3631	0.9730	-22.6942	249.0093	-1.3994	-73.1343	-25.2032	38.0963	11.3620	2.6096	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Vermont	VTSVG	0.0000	0.0000	5.8496	21.1131	4.8765	0.0000	-18.9945	0.0793	14.7041	7.6934	27.7168	3.5708	0.0000	-42.7240	21.8250	-4.7744	-43.1654	-34.5107	0.0000	0.4634	-14.3409	46.8750	0.5604	-6.0214	1.2917	4.6792	4.2671	0.0000	-0.0391	0.0000	-1.6963	-1.3441	84.4362	-0.7979	-7.4184	-18.4591	-3.2820	0.0000	-25.0000	0.0000	-32.4590	4.2249	0.4084	-3.2820	0.0000	-12.1795	4.1944	1.7405	1.6563	2.4230	-13.4963	0.0000	-8.6589	-9.2385	0.0000	0.3212	-4.0985	-1.1577	-0.8886	-50.8428	3.7310	-4.2520	14.7548	-18.6506	-2.1150	-0.2881	-15.9810	1.7705	-38.1212	4.6080	3.5679	1.1249	1.9713	33.3879	15.0874	-18.3800	111.5942	-50.0947	0.0000	2.2457	3.1147	1.2177	-2.5461	-4.4838	-13.9792	0.0000	-0.4446	8.5502	26.0717	1.6826	4.5027	1.8060	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Virginia	VASVG	-9.7650	0.0000	22.3873	26.7754	1.8363	-8.5765	0.0000	-4.4882	10.2005	7.3899	0.0000	1.0838	0.0000	57.8947	722.7397	15.2875	0.0000	0.0000	0.0000	7.5865	12.3258	0.0000	-5.0574	50.0000	14.6339	41.8787	-0.6073	0.0000	21.5747	0.0000	1.3495	0.0000	-3.2056	-0.7168	69.0262	211.7789	0.0000	0.0000	-60.5477	0.0000	-39.5632	54.3884	10.3630	0.0000	0.0000	0.0000	-18.8605	70.8558	66.5022	60.5766	90.2077	0.0000	-5.5497	0.7456	0.0000	-4.4464	18.3596	0.0000	16.4169	-40.6942	11.8927	50.1926	23.5933	0.0000	55.4543	-11.6065	59.0698	54.8481	-100.0000	40.7641	-0.9523	7.4180	177.9793	0.0000	278320.3402	0.0000	-21.3981	0.0000	0.0000	-5.3493	27.1356	22.9888	0.0000	-5.5173	72.9562	0.0000	8.2384	53.5012	-4.5871	-45.6885	-28.3429	201.7596	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Washington	WASVG	-0.1825	0.0000	4.3688	-9.0740	9.0509	-11.8558	9.9217	2.0562	-2.5783	-5.3616	16.3587	1.5885	0.0000	0.0000	8.9372	-1.6921	0.0000	147.7407	0.0000	1.3763	7.5501	345.1962	2.0759	0.0000	3.1968	12.0184	32.7646	0.0000	1.2819	0.0000	9.9009	-58.7728	-20.1935	0.2374	-5.6098	15.4603	-28.7288	0.0000	-100.0000	-1.8358	42.4738	7.3121	1.3897	-25.0615	0.0000	195.4340	10.8226	7.1821	8.1443	8.3480	35.9594	0.0000	-8.3374	12.6846	0.0000	2.1156	-4.1782	-52.0797	1.4743	28.8391	1.2188	-5.2704	6.6413	-30.6751	-6.1216	46.7794	-6.4828	7.8051	-32.2626	12.0227	2.6610	1.2176	17.6133	0.0000	10.0326	-36.2101	0.0000	0.0000	-3.9112	1.8023	1778.4274	-0.8581	0.0000	0.8872	9.3697	0.0000	1.4589	6.4978	14.9142	6.3707	1.5966	7.4643	
