Reporting Period	Peer Group Description	Peer Group	UBPSE188	UBPSE247	UBPSE256	UBPSE199	UBPSE269	UBPSE272	UBPSE263	UBPSE257	UBPSE248	UBPSE251	UBPSE242	UBPSE277	UBPSE237	UBPSE171	UBPSE266	UBPSE232	UBPSE250	UBPSE260	UBPSE245	UBPSE258	UBPSE238	UBPSE259	UBPSE246	UBPSE240	UBPSE253	UBPSE268	UBPSE270	UBPSE273	UBPSE235	UBPSE275	UBPSE225	UBPSE252	UBPSE243	UBPSE218	UBPSE276	UBPSE265	UBPSE236	UBPSE178	UBPSE230	UBPSE233	UBPSE244	UBPSE239	UBPSE262	UBPSE234	UBPSE254	UBPSE249	UBPSE241	UBPSE274	UBPSE261	UBPSE267	UBPSE231	UBPSE255	UBPSE271	UBPSE264	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maine	MESVG	66.6592	20.8228	-8.7414	44.9721	0.1900	3.4049	0.0209	-27.9544	18.5470	0.0000	0.0000	18.9204	10.3155	-3.2549	5.1846	-2.6662	0.3812	26.3157	0.5194	0.0000	0.0000	0.0000	4.1810	0.4698	114.1891	0.0000	0.0000	0.0522	0.0000	0.0000	1.8595	13.7909	0.0000	0.6586	0.2445	0.0103	-0.9746	56.0991	2.5201	91.6918	-25.0000	-4.1928	5.6338	40.5154	0.0000	-40.7163	-0.1259	0.0000	1.2591	13.9310	7.5786	20.5137	0.0007	2.5697	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maryland	MDSVG	105.2995	0.0000	30.9815	814.6730	0.1732	0.3887	0.0000	-53.4562	39.5515	0.0000	0.0000	6.5771	1.5433	204.1483	1.6913	14.0616	24.8928	-72.7913	13.1956	0.0000	0.0000	0.0000	14.3450	14.2818	215.8209	0.0000	0.0000	0.0253	0.0000	0.0000	0.7509	4.5140	0.0000	1.7913	0.0160	0.0087	4.5123	79.0810	4.6969	-72.8950	13.0714	0.0000	1.7567	73.0520	0.0000	-100.0000	1.8487	0.0000	18.8093	5.9990	0.0000	0.0000	0.0000	2.5422	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Massachusetts	MASVG	20.9172	-2.7595	12.0035	51.8243	0.0546	0.8679	0.0259	-3.4032	22.1748	0.0000	-0.2319	15.0524	-4.9327	-4.0712	4.3393	6.7002	10.9371	-36.3805	5.9511	33.4997	-10.2880	63.1870	8.0241	0.5163	-1.9739	0.0000	0.0000	0.0389	0.0000	0.0112	2.5471	12.2314	40.7542	1.2922	0.0654	0.0000	6.7136	8.2414	2.5658	47.2171	-6.4605	-1.8962	4.1407	11.5722	-15.4257	235.5164	-2.0706	0.0195	12.4936	13.4768	2.3071	0.2470	0.0050	4.1344	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Michigan	MISVG	23.1871	-11.5501	-25.0962	32.2709	0.0868	0.0218	0.0208	-64.2395	65.0458	0.0000	-0.6004	11.7183	4.3880	5.6385	5.0050	6.9069	837.7304	0.0000	14.7047	38.6345	0.0000	0.0000	18.7315	-22.8653	7.0428	0.0000	0.0000	0.0170	0.0000	0.0000	2.5296	36.9869	0.0000	1.1233	0.0000	0.0130	8.3191	69.9117	2.0018	0.0000	0.0000	30.0884	2.7061	26.3046	0.0000	0.0000	-64.5933	0.1785	38.1393	11.3981	-2.6755	37.8640	0.1520	3.6529	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Minnesota	MNSVG	28.5152	21.1400	-20.0017	116.4390	0.0913	5.6772	0.6266	-84.3654	74.1838	0.0000	0.0000	18.2835	31.8862	-3.2927	4.7774	4.6058	8.0621	0.0000	0.1710	0.0000	0.0000	0.0000	8.6617	20.1991	-4.9715	0.0000	0.0030	0.0273	0.0000	0.0000	1.5941	89.2898	0.0000	0.4407	0.1364	0.0188	19.6954	199.1417	1.9766	113.9482	0.0000	1.2894	4.8938	21.5077	0.0000	8957.1428	0.0000	0.0000	64.3502	12.3516	7.0595	33.9874	0.0269	2.0349	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Mississippi	MSSVG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-100.0000	0.0000	0.0000	0.6579	0.0000	-100.0000	0.3087	-100.0000	-41.2404	0.0000	-1.1894	0.0000	0.0000	0.0000	-32.3999	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	995.5590	0.0000	0.2319	0.0000	0.0153	-7.1428	-100.0000	-13.5015	-2.1276	0.0000	0.0000	0.1020	8.6968	0.0000	-67.6056	0.0000	0.0000	667.5153	0.6579	0.0000	0.0000	0.0000	0.2319	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Missouri	MOSVG	7.4408	0.0000	2.1942	-15.3038	0.0022	11.1135	0.0000	-31.2090	-12.9307	0.0000	0.0000	15.2656	-47.8632	1.1986	0.9691	-0.3757	3.4260	0.0000	-12.7270	0.0000	0.0000	0.0000	-8.5070	-2.4488	55.2727	0.0000	0.0000	9.1484	0.0000	0.0000	0.8726	-7.3770	0.0000	1.7716	0.0000	0.0081	-5.0093	-7.6952	0.0479	450.0000	0.0000	0.0000	0.5281	-19.9053	0.0000	14.5833	-33.3956	0.0000	92.6557	4.1498	0.0000	0.0000	0.0000	2.6442	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Montana	MTSVG	-100.0000	0.0000	0.0000	-100.0000	0.0000	0.0000	0.0000	0.0000	-58.2698	0.0000	0.0000	0.8676	0.0000	-47.0123	0.1790	-50.2064	-4.1666	0.0000	-30.9376	0.0000	0.0000	0.0000	-4.8620	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-27.7753	0.0000	0.3129	0.0000	0.0000	47.5728	-53.8284	1.5427	0.0000	0.0000	0.0000	0.3757	-30.5835	0.0000	0.0000	0.0000	0.0000	-34.8402	0.8676	0.0000	0.0000	0.0000	0.3129	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nebraska	NESVG	13.1101	0.0000	11.7732	-20.3156	0.0370	2.2959	0.0079	5.2511	-20.3113	0.0000	0.0000	11.0146	-6.2630	-9.1914	4.6857	-0.4899	80.4474	-73.6842	-0.7516	0.0000	0.0000	0.0000	4.0210	-0.8835	1.0985	0.0000	0.0000	0.0056	0.0000	0.0000	1.8734	-4.6638	0.0000	0.8094	0.0136	0.0000	1.2090	-10.9143	1.6690	0.0000	0.0000	0.0000	1.2914	-0.3475	0.0000	0.0000	1.0964	0.0000	64.6720	8.6679	0.0000	0.0000	0.0000	2.6828	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nevada	NVSVG	-63.5467	-43.0201	0.0000	0.0000	0.0000	0.0000	24.4839	0.0000	0.0000	0.0000	0.0000	26.2787	0.0000	0.0000	1.0306	-63.5467	-39.1244	0.0000	4.2624	0.0000	0.0000	0.0000	-6.0367	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0065	21.0087	0.0000	0.0000	0.0000	0.1572	4.8240	0.0000	-1.9446	1.4054	0.0000	0.0000	0.6003	-45.1739	0.0000	0.0000	0.0000	0.0000	-21.8738	26.2787	3.8463	0.0000	0.0000	0.0065	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Hampshire	NHSVG	-16.5641	3.0395	468.3793	33.2907	0.1405	2.6304	0.0128	1617.9747	21.0343	0.0000	0.0000	15.8570	1.0396	0.1945	5.5305	-17.3313	5.9689	17.6285	0.8912	0.0000	0.0000	0.0000	4.8004	-1.7758	19.1589	0.0000	0.0000	0.0507	0.0000	0.0000	1.7547	-2.3642	0.0000	0.5336	0.8569	0.0000	-4.0651	64.4442	1.2505	0.0000	18.6842	0.0000	4.3973	23.0846	0.0000	0.0000	0.0000	0.0000	2.8389	12.2290	-1.4534	0.0000	0.0000	2.2883	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Jersey	NJSVG	-4.3431	0.0000	-1.8822	61.5063	0.0674	0.1404	0.0000	-16.9615	13.8442	0.0000	0.0000	7.8582	-9.8806	-16.4550	2.1548	-4.7588	43.7506	-43.7500	18.1301	0.0000	-91.6455	0.0000	8.5925	-2.3469	0.2410	0.0000	0.0192	0.0087	0.0000	0.0000	1.3962	20.3981	0.0000	0.3056	0.2754	0.0000	7.7086	-27.6174	0.5010	-12.9629	-27.2559	-12.9266	2.6762	62.4551	-91.6455	30.5555	-1.1592	0.0000	27.3845	7.0006	0.0000	72.2319	0.0000	1.7765	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Mexico	NMSVG	-1.6372	0.0000	0.0000	11.2975	0.0668	0.0000	0.0002	0.0000	20.8838	0.0000	0.0000	7.4144	0.0000	-0.1946	1.5942	-5.2640	30.8195	0.0000	-3.7035	0.0000	0.0000	0.0000	26.4069	0.0000	217.8997	0.0000	0.0000	0.0000	0.0000	0.0000	3.0105	49.0936	0.0000	2.2299	0.0000	0.0000	-19.9513	24.7567	12.1764	0.0000	0.0000	0.0000	0.5125	9.5405	0.0000	0.0000	0.0000	0.0000	21.7493	7.3475	-56.2500	0.0000	0.0000	5.2404	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New York	NYSVG	20.1772	5.9172	-6.7343	44.5092	0.1111	0.3786	0.0000	-14.3483	27.9320	0.0000	0.0000	8.8365	3.4723	17.9606	2.9298	2.9104	17.7961	74.2696	2.6096	0.0000	116.0000	0.0000	0.6067	0.2819	23.1511	0.0000	0.0111	0.0786	0.0000	0.1281	1.5517	13.5693	0.0000	0.3508	0.0926	0.0000	11.9507	14.3385	-1.6767	27.3355	28.4333	-16.8968	1.7841	1.6423	126.5734	133.9025	-1.1779	0.0000	13.7343	7.3067	2.4595	-15.4412	0.0048	1.9540	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Carolina	NCSVG	10.7551	-6.6315	-4.5454	-3.1120	0.0402	0.0003	0.1863	0.0000	220.9376	0.0000	0.0000	8.7046	-20.2525	55.1315	1.9196	18.1162	79.0626	-100.0000	12.4298	0.0000	0.0000	0.0000	8.9301	0.0000	-61.8168	0.0000	0.0000	0.0000	0.0000	0.0000	0.7648	13.0635	0.0000	2.6751	0.1923	0.0449	20.1979	236.9414	5.5461	-40.8371	0.0000	-10.0478	2.8769	19.2845	0.0000	-25.6409	0.0000	0.0000	83.1631	8.4680	-0.0411	0.0000	0.0036	3.4400	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Dakota	NDSVG	20.0470	0.0000	-18.3942	27.4142	0.0018	1.3744	0.0000	0.0000	5.0538	0.0000	0.0000	19.5439	0.0000	2.9229	13.8302	5.9086	26.7113	0.0000	12.5992	0.0000	0.0000	0.0000	5.8786	-2.4400	-98.4484	0.0000	0.0000	0.0000	0.0000	0.0000	0.4639	12.1357	0.0000	0.7156	0.6738	0.0000	6.8305	-5.5349	5.5705	-100.0000	-16.3742	0.0000	2.4838	30.3747	0.0000	-100.0000	0.0000	0.0000	9.7883	17.4937	0.0000	0.0000	0.0000	1.1796	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Ohio	OHSVG	26.7544	3.2268	-3.4437	93.4984	0.0231	0.5294	0.1363	-1.9135	2.2311	0.0000	0.0000	13.1234	-8.1868	-21.4952	2.5782	-11.1260	0.0907	13.9565	6.3068	0.0000	0.0000	0.0000	6.9615	-9.1134	-5.5419	0.0000	0.0001	0.0913	0.0000	0.0000	0.6065	-9.4731	0.0000	0.7784	0.1205	0.0000	-0.2377	29.2986	5.8110	442.3809	-0.6861	0.0000	2.7830	31.1325	-81.1594	22.9050	-2.8916	0.0000	5.0702	8.5787	4.2683	0.0000	0.0000	1.4871	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oklahoma	OKSVG	488.9617	22.1099	-2.0138	315.6007	0.1910	8.7597	0.4930	-26.4534	-25.0724	0.0000	0.0000	17.1971	-0.3139	-34.3405	2.8064	-28.0998	33.3935	0.0000	-7.1227	0.0000	0.0000	0.0000	-19.0589	1.7111	-5.3623	0.0000	0.0226	0.1685	0.0000	0.0000	2.8004	-13.4858	0.0000	0.3819	0.0000	0.2329	-9.2086	-30.1917	-7.8996	28.7226	0.0000	0.0000	1.5205	35.3533	-52.9387	53.4454	-0.4362	0.0000	2.2369	8.2355	3.5360	-1.0732	0.0107	3.1824	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oregon	ORSVG	7.1805	0.0000	0.0000	-10.4552	0.0089	0.0000	0.0000	0.0000	70.1007	0.0000	0.0000	9.7939	0.0000	-5.6063	2.2610	2.7479	131.9452	0.0000	8.8134	0.0000	0.0000	0.0000	-29.6515	0.0000	-63.9296	0.0000	0.0000	0.0000	0.0000	0.0000	3.4401	-4.6777	0.0000	2.9748	0.0000	0.0000	2.7230	51.2797	-3.1465	0.0000	0.0000	0.0000	1.1088	33.3565	0.0000	0.0000	0.0000	0.0000	13.4298	9.7849	0.0000	0.0000	0.0000	6.4150	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Pennsylvania	PASVG	3.9069	11.3270	1.5236	39.6286	0.1197	1.1199	0.0612	-4.4143	40.6886	0.0000	-2.1508	9.8476	4.1041	-13.9866	2.4021	1.9801	23.3669	-52.7415	10.4479	5.3450	10.0213	0.0000	5.3441	-3.3618	2.3026	0.0000	0.0302	0.0590	0.0000	0.0000	1.1459	31.6806	0.0000	0.8086	0.1791	0.0193	19.4884	38.6898	1.8403	-33.0637	-1.7121	-15.2327	2.7712	24.5988	7.0179	-36.7796	-11.8549	0.0716	28.8850	7.6794	2.9316	-0.4888	0.0002	2.0616	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Rhode Island	RISVG	-8.9304	0.0000	-4.7190	56.5927	0.0234	17.7273	0.0000	0.0000	52.6350	0.0000	0.0000	25.5362	-23.1910	8.3474	0.9659	-9.1435	-7.9547	0.0000	4.5174	0.0000	0.0000	0.0000	8.6419	-0.2258	-37.6036	0.0000	0.0000	0.0000	0.0000	0.0000	2.9536	68.0937	0.0000	0.1035	0.0000	0.0000	14.1858	137.3679	1.5583	0.0000	0.0000	0.0000	3.7623	-9.1676	0.0000	0.0000	0.0000	0.0000	22.4812	7.7854	0.0000	0.0000	0.0000	3.0571	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Carolina	SCSVG	-3.7685	0.0000	0.0000	316.2648	0.0000	0.0000	0.0000	0.0000	53.8080	0.0000	0.0000	8.5065	0.0000	41.3762	2.3830	38.2802	4.9356	0.0000	12.8902	0.0000	0.0000	0.0000	6.4688	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8402	1.4560	0.0000	1.5890	0.1039	0.0000	-8.6093	70.9630	1.2610	0.0000	0.0000	-50.0000	3.5848	218.1181	0.0000	0.0000	0.0000	0.0000	6.5151	8.3972	0.0000	-66.6666	0.0053	2.4293	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Dakota	SDSVG	-0.9189	10.2418	0.0000	68.4175	0.0322	0.0000	2.1508	0.0000	32.9368	0.0000	0.0000	8.3616	-7.6103	56.7051	2.7119	-0.6627	1.8918	0.0000	10.0413	0.0000	0.0000	0.0000	13.4606	0.0000	305.7644	0.0000	0.0000	0.0000	0.0000	0.0000	2.5803	350.0663	0.0000	0.2598	0.0000	0.0000	105.0603	10.2966	3.5898	0.0000	0.0000	91.6897	0.6223	-1.3718	0.0000	0.0000	0.0000	0.0000	9.0473	8.3253	12.0396	184.7736	0.0040	2.8402	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Tennessee	TNSVG	25.4359	0.0000	0.0000	38.1488	0.2577	0.0000	0.0000	0.0000	35.0951	0.0000	0.0000	8.1797	88.4687	3.0423	2.0807	4.0536	3.9613	0.0000	3.4502	0.0000	-1.1412	0.0000	12.8941	0.0000	34.6071	0.0256	0.3519	0.0000	0.0000	0.0000	1.1025	13.2116	0.0000	1.9440	0.6375	0.0865	3.6321	61.8477	8.9830	5.5231	0.0000	0.0000	2.0450	8.9416	-3.6770	-13.0266	0.0000	0.0000	19.7561	7.2588	0.0000	0.0000	0.0000	3.0465	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Texas	TXSVG	-22.9506	-32.9416	406.6774	-9.4530	0.1182	0.4353	0.2995	111.9951	-4.3290	0.0000	0.0000	11.0154	8.5565	-13.5274	4.2063	-17.8830	-7.6851	14.0266	-0.4014	0.0000	0.0000	0.0000	1137.5897	5.4091	43.1462	0.0000	0.0000	0.1343	0.0000	0.0000	1.5726	13.8611	0.0000	1.2743	0.4504	0.0029	43.7843	1.0867	1109.8386	551.7706	-30.7799	43.9971	0.1080	9.7270	0.0000	-17.4005	27.9130	0.0000	-5.7340	8.8381	2.6883	-28.0303	0.0009	2.9316	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Utah	UTSVG	0.0000	17.4280	8.4628	0.0000	0.0000	8.6400	212.0576	-4.7791	0.0000	0.0000	0.0000	220.7669	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.3965	0.0000	0.0000	0.0000	0.0000	5.1123	0.0000	0.0000	0.0000	0.7125	0.0000	0.0000	0.0000	-33.1061	0.0000	0.0000	0.0000	0.0692	-25.2208	0.0000	0.0000	-25.2208	0.0000	0.0000	0.0000	0.0000	0.0000	-33.1061	11.1043	0.0000	17.0217	212.1269	8.5506	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Vermont	VTSVG	11.2397	0.0000	18.6973	4045.7947	0.0804	1.0873	0.0000	0.0000	26.1037	0.0000	0.0000	11.1842	-0.1386	-11.5328	4.3667	36.1163	28.0590	0.0000	11.8233	0.0000	0.0000	0.0000	4.9584	5.5334	-14.2486	0.0000	0.0000	0.0000	0.0000	0.0000	0.8637	-17.5856	0.0000	0.3524	0.0000	0.0000	-4.9162	72.2404	1.6901	0.0000	0.0000	4.9435	4.3614	40.2980	0.0000	0.0000	0.0000	0.0000	10.3261	9.9444	0.0000	89.7828	0.0719	1.2162	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Virginia	VASVG	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0660	0.0000	0.0000	0.0637	0.0000	-48.7394	0.0000	-52.8112	0.0000	0.0000	0.0000	-68.6324	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-84.3162	0.0000	0.0000	0.0000	0.0000	-60.3021	0.0000	-20.5862	0.0000	0.0000	0.0000	0.0023	-52.4827	0.0000	0.0000	0.0000	0.0000	-52.5480	0.0660	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Washington	WASVG	-0.9442	-1.9883	-11.8101	74.6865	0.0267	0.4136	0.1409	-11.8101	87.7455	0.0000	0.0000	12.6746	-0.5430	2.9880	3.8999	2.9391	8.8396	0.0000	2.5690	0.0000	0.0000	0.0000	56.9975	-1.9253	-24.4169	0.0000	0.0000	0.0812	0.0000	0.0000	2.8992	26.7363	0.0000	3.3870	0.0000	0.0000	44.7549	91.7201	7.9347	0.0000	0.0000	0.0000	1.9044	2.6582	0.0000	0.0000	-50.3259	0.0000	5.7338	12.2315	2.9263	0.0000	0.0027	6.2862	
3/31/2018 11:59:59 PM	All Insured Savings Banks in West Virginia	WVSVG	0.0000	0.0000	0.0000	0.0000	0.0143	0.0000	0.0000	0.0000	78.2625	0.0000	0.0000	2.0532	0.0000	-20.6856	1.2290	-3.9667	-1.4655	0.0000	4.8868	0.0000	0.0000	0.0000	134.2099	0.0000	-3.7190	0.0000	0.0000	0.0000	0.0000	0.0000	0.0901	250.4807	0.0000	0.3041	0.0000	0.0000	-1.0854	55.6637	0.7837	0.0000	0.0000	0.0000	0.4155	-4.8499	0.0000	0.0000	0.0000	0.0000	14.9336	2.0388	0.0000	0.0000	0.0000	0.3942	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Wisconsin	WISVG	6.0382	-2.5198	107.7032	17.6014	0.0732	5.1848	0.1678	44.8536	18.4916	0.0000	0.0000	16.0083	-7.7867	-21.6440	2.4554	-3.0657	39.4206	-100.0000	3.5895	-0.3100	0.0000	0.0000	5.8935	17.3726	46.3958	0.0000	0.0000	0.4429	0.0000	0.0000	1.0281	27.2619	0.0000	0.4943	0.0000	0.0000	-4.5803	-3.7938	2.0091	0.0000	-50.0000	-31.3169	2.9124	60.0767	0.0000	0.0000	51.6905	0.0080	8.5054	8.4520	-0.9252	-46.3460	0.0029	1.6248	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Wyoming	WYSVG	-47.1451	0.0000	0.0000	-91.4225	0.1427	0.0000	0.0000	0.0000	-65.1764	0.0000	0.0000	7.5021	138.8268	93.1886	4.5575	-19.1239	-0.7114	0.0000	7.5446	0.0000	0.0000	0.0000	0.9303	0.0000	102.6066	0.0000	0.0000	0.0000	0.0000	0.0000	0.2272	-40.4746	0.0000	0.7703	0.0000	0.0000	9.2464	57.9150	-2.5206	0.0000	0.0000	0.0000	1.8042	16.7358	0.0000	0.0000	0.0000	0.0000	-18.3670	7.3594	0.0000	0.0000	0.0000	0.9976	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies	401	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0771	0.0000	0.0000	0.0000	0.0000	0.0000	-43.3849	-16.0777	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0771	0.0000	0.0000	0.0000	0.0000	0.0000	-16.0777	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-43.3849	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies	NDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0771	0.0000	0.0000	0.0000	0.0000	0.0000	-43.3849	-16.0777	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0771	0.0000	0.0000	0.0000	0.0000	0.0000	-16.0777	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-43.3849	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in California	CANDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Delaware	DENDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Florida	FLNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Georgia	GANDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Illinois	ILNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Indiana	INNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Iowa	IANDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Kentucky	KYNDT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
