Reporting Period	Peer Group Description	Peer Group	UBPSR029	UBPSE629	UBPSD486	UBPSE627	UBPSE638	UBPSD487	UBPSE630	UBPSR030	UBPSE641	UBPSE639	UBPSE631	UBPSR032	UBPSE628	UBPSE637	UBPSE636	UBPSR034	UBPSE626	UBPSE635	UBPSE025	UBPSD488	UBPSJ245	UBPSE633	UBPSE640	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Georgia	GASVG	24.4047	173.2035	13.8876	0.4331	1.6727	24.4047	7.0672	0.0000	2.1818	0.0116	0.8591	0.0000	0.4331	0.3474	6.9793	0.0000	5.4937	10.9843	6.2080	25.4789	13.6552	4.3948	0.1499	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Guam	GUSVG	18.1389	78.9983	11.5021	0.0000	0.0000	18.1389	2.1014	0.0000	7.8596	0.0000	0.0000	0.0000	0.0000	7.8596	1.2891	0.0000	6.8389	1.9630	2.1014	18.5423	11.5414	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Hawaii	HISVG	12.7486	140.7123	8.5736	0.0000	13.6196	12.7486	12.5322	0.0000	15.0349	0.0000	7.2047	0.0000	0.0000	1.4153	-2.0785	0.0000	7.7808	2.9490	5.3275	13.9708	8.7592	57.4894	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Idaho	IDSVG	15.7412	222.5212	11.3656	0.0000	0.0000	15.7412	8.0989	0.0000	4.9526	0.0000	0.0000	0.0000	0.0000	4.9526	5.9364	0.0000	6.6424	7.1121	8.0989	16.7245	11.3315	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Illinois	ILSVG	30.9809	59.3250	13.9459	0.0000	0.2013	30.9809	2.3698	0.0000	1.2279	0.0000	0.1140	0.0000	0.0000	0.4299	1.1384	0.0000	4.9573	2.8801	1.8766	31.9515	13.8607	0.0495	0.1935	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Indiana	INSVG	26.4569	98.2142	13.5281	0.0000	0.4480	26.4594	4.8727	0.0000	1.8371	0.0000	0.3317	0.0000	0.0000	0.8192	1.3171	0.0000	4.9511	2.2066	4.3284	27.4948	13.5148	4.9820	0.0985	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Iowa	IASVG	29.9221	25.7324	14.2090	0.0000	0.9539	29.9221	12.1598	0.0000	2.4100	0.0000	0.0000	0.0000	0.0000	1.0746	-2.6455	0.0000	4.2691	3.9622	12.1598	30.8729	13.8685	0.0000	0.3814	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kansas	KSSVG	35.6916	80.6712	15.8160	0.0000	1.0016	35.6916	4.3069	0.0000	4.6785	0.0000	2.5980	0.0000	0.0000	3.1832	-5.1446	0.0000	4.1820	8.3314	1.7089	36.6882	16.5714	52.4287	0.4936	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kentucky	KYSVG	31.9933	71.5586	17.1823	0.0000	2.9765	31.9933	3.0785	0.0000	4.1978	0.0000	2.4615	0.0000	0.0000	1.1341	-0.1566	0.0000	4.5994	-0.2360	0.6170	33.1908	17.6324	21.0148	0.0871	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Louisiana	LASVG	30.6777	150.1528	17.1583	0.0000	0.4709	30.6777	5.6886	0.0000	2.5288	0.0000	1.2963	0.0000	0.0000	2.0448	5.5489	0.0000	5.0305	9.0745	4.3922	31.8286	17.1173	11.7502	0.0130	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maine	MESVG	15.4259	177.0673	11.4362	0.0000	1.0163	15.4259	6.1298	0.0000	1.6215	0.0000	0.0000	0.0000	0.0000	0.2803	-0.0614	0.0000	7.0740	4.6965	6.1062	16.5940	11.2818	0.4321	0.0670	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maryland	MDSVG	26.4846	133.5144	15.8533	0.0000	0.0591	26.4898	4.4443	0.0000	0.3525	0.0000	0.0486	0.0000	0.0000	0.0300	4.4388	0.0000	5.3869	10.5238	4.3957	27.4979	15.8279	0.6355	0.2633	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Massachusetts	MASVG	15.1579	209.6936	10.8037	0.0000	0.6542	15.1763	6.0279	0.0000	1.7814	0.0004	0.0562	0.0000	0.0000	0.5166	-1.2048	0.0000	7.4068	4.6009	5.4405	16.2184	10.7407	0.8130	0.1439	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Michigan	MISVG	21.6231	168.1306	12.5066	0.0000	1.9948	21.6232	7.6691	0.0000	6.9266	0.0000	1.7339	0.0000	0.0000	4.5091	-3.6596	0.0000	6.9775	4.1162	5.9351	22.7051	12.3945	16.5595	0.4226	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Minnesota	MNSVG	19.0494	143.8907	12.0886	0.0000	6.0056	19.0494	5.7073	0.0000	7.4423	0.0000	1.8217	0.0000	0.0000	0.9429	0.2248	0.0000	6.0673	9.9785	3.8855	20.1326	12.5756	35.5483	0.4937	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Mississippi	MSSVG	30.4844	26.0062	13.9601	0.0000	0.0000	30.4931	5.4153	0.0000	0.0000	0.0000	1.3296	0.0000	0.0000	0.0000	1.9213	0.0000	5.9565	1.6752	4.0857	31.4800	13.9724	18.3333	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Missouri	MOSVG	64.9590	66.1698	26.3248	0.0000	0.1563	64.9590	3.1038	0.0000	1.9854	0.0000	3.1836	0.0000	0.0000	1.7058	-5.7696	0.0000	4.0132	2.8136	-0.0798	65.8679	26.0344	40.6031	0.1232	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Montana	MTSVG	108.1510	7.0274	48.4801	0.0000	0.0000	108.1510	7.2485	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0208	0.0000	1.8292	4.9776	7.2485	108.7828	47.5760	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nebraska	NESVG	18.9086	155.4537	10.9347	0.0000	4.2183	18.9103	-4.2790	0.0000	5.4927	0.0000	0.0000	0.0000	0.0000	1.1345	-6.5430	0.0000	7.1626	-2.2740	-4.2790	20.1153	11.2690	0.0000	0.1397	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nevada	NVSVG	21.2626	3.4794	15.0391	0.0000	0.0408	21.2626	9.7178	0.0000	0.2735	0.1522	0.0000	0.0000	0.0000	0.0000	-447.3669	0.0000	3.4529	427.0656	9.7178	21.6884	7.8795	0.0000	0.0804	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Hampshire	NHSVG	17.2500	180.7760	11.3735	0.0000	2.0004	17.2500	5.4113	0.0000	3.0920	0.0000	0.2535	0.0000	0.0000	0.3242	-2.1623	0.0000	7.1628	2.9946	5.1577	18.3120	11.1890	3.7608	0.7673	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Jersey	NJSVG	21.6077	138.8277	11.7708	0.0000	1.0160	21.6077	4.0789	0.0000	1.3658	0.0000	0.2726	0.0000	0.0000	0.1113	-1.7908	0.0000	5.9006	1.2964	3.3885	22.4884	11.7247	3.3165	0.0772	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Mexico	NMSVG	24.4777	203.5548	12.3230	0.0000	0.0000	24.4777	4.7529	0.0000	0.7028	0.0000	1.9498	0.0000	0.0000	0.5402	2.0447	0.0000	5.1540	0.1650	2.8031	25.6799	12.0179	26.5392	0.1625	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New York	NYSVG	19.4163	134.4796	12.4387	0.0000	2.0398	19.4163	5.2241	0.0000	2.9494	0.0000	0.0974	0.0000	0.0000	0.3906	-0.7242	0.0000	6.5004	6.1393	4.8221	20.3444	12.3423	1.3053	0.0326	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Carolina	NCSVG	33.6648	108.1676	17.8413	0.0000	0.0000	33.6648	3.9518	0.0000	0.2029	0.0000	0.6947	0.0000	0.0000	0.2029	0.4810	0.0000	4.5136	1.2680	3.2571	34.5916	17.5728	8.2651	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Dakota	NDSVG	14.4667	52.1313	10.4437	0.0000	0.0000	14.4667	8.1416	0.0000	5.0264	0.0000	0.0000	0.0000	0.0000	5.0264	-0.3808	0.0000	8.3595	3.6637	8.1416	15.4649	10.3698	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Ohio	OHSVG	24.1761	89.7621	13.7026	0.0000	0.6351	24.1761	4.3597	0.0000	2.6907	0.0698	0.8534	0.0000	0.0000	1.0470	1.9830	0.0000	5.6965	5.0797	2.8355	25.1161	13.7883	10.1540	0.0428	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oklahoma	OKSVG	17.5082	292.0625	10.5257	0.0000	1.3904	17.5082	9.8182	0.0000	4.5533	0.0459	2.7860	0.0000	0.0000	2.8712	1.9703	0.0000	16.7062	2.4464	7.0321	18.4723	9.9147	20.3097	0.2457	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oregon	ORSVG	14.5314	926.2778	9.3606	0.0000	0.0000	14.5314	-42.6559	0.0000	6.6523	0.0000	0.0000	0.0000	0.0000	6.6523	-17.4528	0.0000	15.5063	-22.7981	-42.6559	15.7891	8.8758	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Pennsylvania	PASVG	26.4147	101.0107	14.2297	0.0000	1.3118	26.4147	4.3979	0.0000	1.8776	0.0000	0.1335	0.0000	0.0000	0.2387	1.1149	0.0000	5.1800	2.6375	3.9359	27.2881	14.2534	1.3474	0.1114	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Rhode Island	RISVG	16.9660	152.0315	13.1956	0.0000	0.0000	16.9660	3.5676	0.0000	1.3016	0.0274	0.0000	0.0000	0.0000	1.2742	-4.3998	0.0000	7.2686	5.4456	3.5676	19.3137	13.8184	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Carolina	SCSVG	39.3948	72.1620	19.4991	0.0000	0.2694	39.3948	3.7850	0.0000	1.0291	0.0000	0.3594	0.0000	0.0000	0.7131	3.2754	0.0000	3.9226	3.0008	3.4255	40.4440	19.6908	7.8549	0.0465	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Dakota	SDSVG	19.0952	161.4565	11.9891	0.0000	4.7926	19.0952	15.4057	0.0000	7.2293	0.0000	3.9419	0.0000	0.0000	0.0000	0.8750	0.0000	5.5162	4.7004	11.4637	20.3059	12.8063	32.2895	2.4367	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Tennessee	TNSVG	39.9468	91.4765	18.3256	0.0000	0.5587	39.9468	4.5706	0.0000	1.1931	0.0000	1.7608	0.0000	0.0000	0.1932	1.0545	0.0000	3.7632	7.1498	2.8098	40.9559	18.2147	15.7648	0.4411	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Texas	TXSVG	18.0397	167.9483	11.5161	0.0000	0.5200	18.0613	9.5850	0.0000	2.2311	0.0297	0.6128	0.0000	0.0000	0.6810	0.9742	0.0000	6.0165	8.7097	8.6968	18.9952	11.8208	4.9131	0.3127	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Utah	UTSVG	12.2969	9.8092	10.8090	0.0000	0.0000	12.2969	37.7753	0.0000	1.6589	1.6589	40.7491	0.0000	0.0000	0.0000	-4.9826	0.0000	6.9359	2.6096	-2.9738	13.5512	11.0389	107.8724	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Vermont	VTSVG	15.3671	174.0647	10.3903	0.0000	5.9499	15.3671	3.9869	0.0000	6.8267	0.0000	0.0000	0.0000	0.0000	0.7703	0.0654	0.0000	7.0995	1.8060	3.9869	16.4499	10.8620	0.0000	0.1063	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Virginia	VASVG	73.6040	6.2791	17.9881	0.0000	0.3461	73.6040	7.9237	0.0000	0.3461	0.0000	0.0000	0.0000	0.0000	0.0000	130.9037	0.0000	1.6089	201.7596	7.9237	74.1953	15.9951	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Washington	WASVG	21.8704	218.9046	13.5873	0.0000	2.6547	21.8704	8.1676	0.0000	3.7271	0.0032	0.9925	0.0000	0.0000	0.8924	0.2821	0.0000	5.7374	7.4643	7.1750	22.9326	13.8964	6.6129	0.1767	
3/31/2018 11:59:59 PM	All Insured Savings Banks in West Virginia	WVSVG	32.9321	45.6090	14.3815	0.0000	0.0000	32.9321	5.5918	0.0000	0.0871	0.0000	0.0000	0.0000	0.0000	0.0000	3.9417	0.0000	5.2122	4.3196	5.5918	33.7867	14.5796	0.0000	0.0871	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Wisconsin	WISVG	27.4413	113.9905	14.1610	0.0000	2.2727	27.4413	3.7031	0.0000	3.9436	0.0000	1.3446	0.0000	0.0000	0.8136	2.2082	0.0000	5.4724	9.2878	1.2427	28.3228	15.3835	14.9942	0.1816	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Wyoming	WYSVG	19.9592	166.4531	12.8064	0.0000	0.1071	19.9592	4.4423	0.0000	2.9536	0.0000	0.0000	0.0000	0.0000	2.8465	-4.1960	0.0000	4.3452	2.4130	4.4423	21.2136	12.0247	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies	401	301.1895	0.0000	90.3758	0.0000	2.5124	301.1923	17.4197	0.0000	2.7389	0.0000	5.4375	0.0000	0.0000	0.0000	1.0513	0.0000	0.0000	6.6661	11.7113	301.1962	89.5198	24.6577	0.2264	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies	NDT	301.1895	0.0000	90.3758	0.0000	2.5124	301.1923	17.4197	0.0000	2.7389	0.0000	5.4375	0.0000	0.0000	0.0000	1.0513	0.0000	0.0000	6.6661	11.7113	301.1962	89.5198	24.6577	0.2264	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in California	CANDT	437.4970	0.0000	87.6984	0.0000	7.3716	437.4970	9.1411	0.0000	18.6959	0.0000	6.5207	0.0000	0.0000	0.0000	1.2450	0.0000	0.0000	6.4166	2.6204	437.4970	92.4915	45.1854	11.3242	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Delaware	DENDT	347.9002	0.0000	90.7763	0.0000	0.2940	347.9002	23.4322	0.0000	0.2990	0.0000	4.5630	0.0000	0.0000	0.0000	0.9324	0.0000	0.0000	1.8452	18.8691	347.9002	90.2466	8.9690	0.0049	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Florida	FLNDT	296.0284	0.0000	91.0468	0.0000	0.0000	296.0284	8.7871	0.0000	0.0000	0.0000	22.9850	0.0000	0.0000	0.0000	4.2718	0.0000	0.0000	3.8322	-14.1979	296.0284	92.7420	151.5151	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Georgia	GANDT	140.4590	0.0000	99.1430	0.0000	25.5600	140.4590	10.4239	0.0000	25.5600	0.0000	3.5714	0.0000	0.0000	0.0000	1.1966	0.0000	0.0000	5.2219	6.8525	140.4590	97.7185	34.2622	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Illinois	ILNDT	1746.4093	0.0000	185.0335	0.0000	1.4065	1746.4093	2.7871	0.0000	1.6679	0.0000	0.0000	0.0000	0.0000	0.0000	17.7965	0.0000	0.0000	251.2280	2.7871	1746.4093	97.4926	0.0000	0.2613	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Indiana	INNDT	290.3462	0.0000	89.0934	0.0000	0.0000	290.3462	4.0414	0.0000	0.0000	0.0000	14.9068	0.0000	0.0000	0.0000	-7.2988	0.0000	0.0000	3.1704	-10.8654	290.3462	88.4581	368.8524	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Iowa	IANDT	180.1340	0.0000	94.3114	0.0000	0.0000	180.1340	30.5779	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-7.1481	0.0000	0.0000	-2.1442	30.5779	180.1340	91.4637	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Kentucky	KYNDT	93.8801	0.0000	75.1703	0.0000	0.0000	93.8801	48.7406	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7393	0.0000	0.0000	7.2721	48.7406	93.8801	73.0543	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Massachusetts	MANDT	153.5590	0.0000	74.8755	0.0000	22.1648	153.5590	13.6018	0.0000	22.1648	0.0000	0.0000	0.0000	0.0000	0.0000	1.8828	0.0000	0.0000	8.3373	13.6018	153.5590	74.3334	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Minnesota	MNNDT	107.8084	0.0000	85.4714	0.0000	0.0000	107.8084	23.6514	0.0000	0.2965	0.0000	13.1515	0.0000	0.0000	0.0000	-4.3257	0.0000	0.0000	12.4863	10.4998	107.8084	78.8294	28.0662	0.2965	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Missouri	MONDT	269.4821	0.0000	100.9004	0.0000	0.0000	269.4821	4.6216	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0093	0.0000	0.0000	4.3365	4.6216	269.4821	99.2176	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in New York	NYNDT	288.5402	0.0000	71.1676	0.0000	0.0000	291.6566	8.8209	0.0000	0.0000	0.0000	8.3106	0.0000	0.0000	0.0000	0.4804	0.0000	0.0000	-1.3556	0.5102	291.6566	75.1133	480.6408	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Ohio	OHNDT	276.4037	0.0000	94.3326	0.0000	5.3327	276.4037	45.2683	0.0000	5.8999	0.0000	5.8240	0.0000	0.0000	0.0000	0.9012	0.0000	0.0000	3.6796	39.4443	276.4037	93.4024	8.4057	0.5671	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Oregon	ORNDT	497.0128	0.0000	100.8369	0.0000	0.0000	497.0128	4.5356	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0779	0.0000	0.0000	4.4606	4.5356	497.0128	99.3912	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Pennsylvania	PANDT	273.5720	0.0000	87.8565	0.0000	12.9123	273.6154	69.4953	0.0000	15.8495	0.0000	16.0014	0.0000	0.0000	0.0000	5.6869	0.0000	0.0000	13.5579	53.4938	273.6746	72.2706	31.1459	2.9371	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in South Dakota	SDNDT	379.7971	0.0000	99.2536	0.0000	0.0000	379.7971	9.5537	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0316	0.0000	0.0000	7.6689	9.5537	379.7971	97.9396	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Texas	TXNDT	282.7585	0.0000	99.8249	0.0000	0.0000	282.7585	46.0861	0.0000	0.0000	0.0000	27.1392	0.0000	0.0000	0.0000	0.2324	0.0000	0.0000	11.7698	18.9469	282.7585	92.7459	76.6009	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Virginia	VANDT	1778.2158	0.0000	95.7430	0.0000	1.8263	1778.2158	15.8997	0.0000	4.5414	0.0000	8.2312	0.0000	0.0000	0.0000	0.7083	0.0000	0.0000	6.9821	7.6684	1778.2158	98.2765	61.4427	2.7150	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in West Virginia	WVNDT	134.9901	0.0000	122.0161	0.0000	0.0000	134.9901	23.8577	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0207	0.0000	0.0000	6.9591	23.8577	134.9901	95.3600	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Non-insured Non-deposit Trust Companies in Wisconsin	WINDT	185.5707	0.0000	90.3917	0.0000	7.1232	185.5707	25.4062	0.0000	10.2692	0.0000	12.1561	0.0000	0.0000	0.0000	5.1626	0.0000	0.0000	40.6146	13.2501	185.5707	87.7386	47.8468	3.1460	
3/31/2018 11:59:59 PM	Bankers banks	301	18.7819	237.1978	11.3846	0.0000	0.0843	19.1650	3.4830	0.0000	1.3260	0.0286	2.7872	0.0000	0.0000	0.9760	-5.3629	0.0000	4.7305	1.6087	0.6957	20.3294	11.5152	55.6734	0.2369	
3/31/2018 11:59:59 PM	Bankers banks	BKR	18.7819	237.1978	11.3846	0.0000	0.0843	19.1650	3.4830	0.0000	1.3260	0.0286	2.7872	0.0000	0.0000	0.9760	-5.3629	0.0000	4.7305	1.6087	0.6957	20.3294	11.5152	55.6734	0.2369	
3/31/2018 11:59:59 PM	Credit card specialty banks having assets between $1 billion and $3 billion	202	21.4961	0.0000	19.3904	0.0000	0.0000	21.4961	29.8410	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-3.0098	0.0000	4.0647	9.4281	29.8410	22.9185	20.2772	0.0000	0.0000	
3/31/2018 11:59:59 PM	Credit card specialty banks having assets greater than $ 3 billion	201	15.0102	1.6265	12.8258	4.7275	5.5084	15.2999	21.8217	11.8107	9.1426	2.2320	9.6900	11.8107	4.7275	0.0000	-6.3205	14.2909	5.6499	12.8667	12.1316	17.4511	14.5304	40.6107	1.4021	
3/31/2018 11:59:59 PM	Credit card specialty banks having assets less than $1 billion	203	21.4646	5.0577	18.4822	0.0000	0.0000	21.4646	4.9779	0.0000	2.6948	2.6948	0.0000	0.0000	0.0000	0.0000	9.1412	0.0000	4.1808	5.6099	4.9779	22.7468	19.9880	0.0000	0.0000	
3/31/2018 11:59:59 PM	Denovo banks opened in 2015 having assets less than $750 million	2015	17.9632	301.4595	17.0201	0.0000	0.0000	17.9632	1.9680	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-58.8209	0.0000	4.9864	-0.7051	1.9680	19.0676	15.7566	0.0000	0.0000	
3/31/2018 11:59:59 PM	Denovo banks opened in 2017 having assets less than $750 million	2017	35.1426	213.9094	23.8935	0.0000	0.0000	35.1426	-11.2611	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-192.3456	0.0000	4.0079	-13.2254	-11.2611	36.1650	22.5326	0.0000	0.0000	
3/31/2018 11:59:59 PM	Denovo banks opened in 2018 having assets less than $750 million	2018	744.1639	0.0000	92.7969	0.0000	0.0000	744.1639	-14.8838	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0151	0.0000	-14.8838	744.3683	81.3722	0.0000	0.0000	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $1 billion and $3 billion	4	13.1150	284.9045	10.1231	0.1971	5.6738	13.1415	11.5913	159.0779	7.2092	0.0014	3.4406	159.0779	0.1971	0.3464	1.3171	159.0779	6.7440	10.6624	7.6314	14.1589	10.6235	27.8607	0.6350	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $10 billion and $100 billion	2	12.5579	177.2135	9.9003	1.1844	19.5852	12.6678	10.7111	41.4688	23.0336	0.0126	3.4347	41.4688	1.1844	0.6083	3.3167	42.3517	5.7252	15.5089	6.7755	13.7392	12.4958	33.1877	1.0603	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 2 or fewer full service banking offices and located in a metropolitan statistical area	8	16.6215	267.8550	11.3534	0.1531	0.1689	16.6762	9.5050	0.0000	0.7950	0.0578	3.1364	0.0000	0.1531	0.0902	-0.9045	0.0000	6.1249	4.2691	5.5973	17.7956	11.2258	28.4230	0.0200	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 2 or fewer full service banking offices and not located in a metropolitan statistical area	9	18.8660	124.2218	11.8163	0.0000	0.4413	18.8715	11.3823	0.0000	0.8165	0.0016	4.2731	0.0000	0.0000	0.0247	-0.6090	0.0000	5.1729	1.8972	6.2596	19.9611	11.5601	37.5574	0.0238	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 3 or more full service banking offices and located in a metropolitan statistical area	6	15.0759	259.7223	10.6274	0.0300	0.6363	15.0956	8.9615	0.0000	1.4647	0.0702	2.7826	0.0000	0.0300	0.1960	-0.4457	0.0000	6.6022	3.7644	5.4307	16.1960	10.4738	28.4644	0.0969	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $100 million and $300 million, with 3 or more full service banking offices and not located in a metropolitan statistical area	7	15.7815	160.5818	10.8290	0.0088	1.3758	15.7903	10.4659	0.0000	2.0208	0.0061	3.6555	0.0000	0.0088	0.0780	-0.6461	0.0000	6.2077	2.6005	6.0413	16.8851	10.7283	33.9819	0.1370	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $3 billion and $10 billion	3	13.1578	243.2218	10.2607	0.0724	10.1320	13.1687	11.3847	44.9084	12.7801	0.0027	2.6889	44.9084	0.0724	0.6012	3.2526	44.9084	6.1911	11.8057	8.0664	14.1266	11.5990	24.0180	0.8702	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $300 million and $1 billion	5	14.3710	270.2972	10.4633	0.1468	1.9239	14.3913	10.9481	44.2984	3.0040	0.0000	3.4892	44.2984	0.1468	0.2869	-0.1597	44.2984	6.6483	5.0032	6.7902	15.4899	10.4877	29.7876	0.2209	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 2 or fewer full service banking offices and located in a metropolitan statistical area	12	19.4127	167.1658	11.7463	0.0000	0.1550	19.4460	7.4153	0.0000	0.7621	0.1154	2.3556	0.0000	0.0000	0.0066	-0.0839	0.0000	5.4330	2.7540	3.7789	20.5423	11.7157	28.7618	0.0489	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 2 or fewer full service banking offices and not located in a metropolitan statistical area	13	20.3504	84.3870	12.1830	0.0000	0.3741	20.3540	9.2557	0.0000	0.5880	0.0140	4.0286	0.0000	0.0000	0.2030	0.0289	0.0000	4.9015	1.9817	4.3330	21.4303	11.9895	39.8965	0.0034	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 3 or more full service banking offices and located in a metropolitan statistical area	10	16.5675	167.8744	10.6946	0.0000	0.7908	16.6632	6.0462	0.0000	1.4320	0.0000	1.7712	0.0000	0.0000	0.0516	-2.3171	0.0000	5.8827	0.4420	3.7856	17.7267	10.6245	25.7354	0.0998	
3/31/2018 11:59:59 PM	Insured commercial banks having assets between $50 million and $100 million, with 3 or more full service banking offices and not located in a metropolitan statistical area	11	16.6059	118.4572	10.6167	0.0000	0.4599	16.6457	8.4835	0.0000	0.9175	0.0000	3.5635	0.0000	0.0000	0.0103	0.0376	0.0000	6.0198	1.9863	4.1859	17.7136	10.4869	38.8132	0.1610	
3/31/2018 11:59:59 PM	Insured commercial banks having assets greater than $100 billion	1	12.7367	68.8865	9.7129	5.6093	18.2837	12.8943	10.9415	15.9088	21.7616	0.0922	5.4707	16.1373	5.6093	1.8826	-0.8130	17.4194	4.6171	2.0186	4.6603	14.4745	11.6446	49.1071	0.8777	
3/31/2018 11:59:59 PM	Insured commercial banks having assets less than $50 million, with 1 full service banking offices and located in a metropolitan statistical area	16	36.9530	63.3780	16.6492	0.0000	0.2159	37.2873	5.5017	0.0000	0.4583	0.0790	1.5890	0.0000	0.0000	0.0000	0.1324	0.0000	3.8476	1.2081	3.1247	38.3000	17.0039	22.3109	0.0038	
