Reporting Period	Peer Group Description	Peer Group	UBPSE015	UBPSE008	UBPSE029	UBPS7414	UBPSE023	UBPSD486	UBPSE012	UBPSE018	UBPSE024	UBPSE013	UBPSE019	UBPSE541	UBPSE027	UBPS7408	UBPSE010	UBPSK447	UBPSE007	UBPSE016	UBPSE021	UBPSE542	UBPSE003	UBPSE006	UBPSE022	UBPSE028	UBPSE011	UBPS7316	UBPSE002	UBPSE014	UBPSJ248	UBPSE005	UBPSE020	UBPSE017	UBPS7402	UBPSE004	UBPSE025	UBPSJA35	UBPSE009	UBPSE001	UBPSE026	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Mexico	NMCOM	65.4997	0.0038	41.2714	0.8949	1.6996	10.7203	1.2301	3.9976	49.5974	1.4025	0.0410	0.0276	6.9779	5.4739	1.4025	-7.5776	1.5831	4.2903	35.5454	0.8510	3.7471	0.0789	1.7028	30.7273	1.4620	3.8196	0.2699	93.6543	0.0000	2.8677	86.0903	0.2885	70.0075	0.7002	2.4730	-0.0274	1.5909	4.0210	9.2633	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New York	NYCOM	72.1126	0.0000	50.1031	0.6601	1.1285	10.4558	0.9677	3.2654	60.0871	0.9730	0.0926	0.0470	9.6478	9.7462	0.9734	2.9916	1.2615	3.7990	26.5606	0.5758	3.1289	0.1004	1.1302	14.5029	1.0287	6.5344	0.4956	96.0116	0.0000	2.4417	48.8759	0.5161	18.8906	0.5720	6.9511	-0.0032	1.2621	3.6389	4.7106	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Carolina	NCCOM	71.9114	-0.0004	29.9301	0.7105	1.0811	10.7908	0.9327	3.7201	69.1205	0.9407	0.0151	0.0553	12.4291	18.3263	0.9409	3.7048	1.1859	4.2170	84.5149	0.6397	3.4688	0.0941	1.0955	30.8380	1.0276	13.3786	0.4317	93.2701	0.0000	3.1803	153.9692	0.4612	18.4000	0.9019	5.3089	0.0122	1.1827	3.9344	9.4582	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Dakota	NDCOM	71.1261	0.0003	9.4500	0.9436	1.4469	10.3574	1.0489	3.8018	63.0746	1.1916	0.0134	0.1607	1.9638	5.6254	1.1916	-7.2662	1.3645	4.2385	124.5211	0.7104	3.5725	0.0758	1.4487	29.9987	1.2761	2.5032	0.4080	94.2265	0.0000	2.5554	160.6294	0.4344	44.3278	0.4157	4.7668	0.0000	1.3628	3.9819	7.3109	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Ohio	OHCOM	72.0342	-0.0008	26.8260	0.7156	1.0851	11.1465	0.8978	3.6435	65.7059	0.9185	0.0412	0.0469	7.1172	4.6111	0.9186	2.0970	1.1202	4.1245	26.6295	0.6077	3.4252	0.0690	1.0881	8.6866	0.9713	4.1460	0.4433	94.3485	0.0001	2.8241	47.6252	0.4706	24.3408	0.5315	5.6281	0.0024	1.1179	3.8795	5.9300	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oklahoma	OKCOM	68.9222	0.0004	20.4814	0.8881	1.3459	10.9287	1.1290	4.1208	62.3243	1.2949	0.1026	0.1523	4.6906	4.7524	1.2949	-0.6669	1.4486	4.6411	18.9484	0.6631	3.8578	0.0951	1.3489	30.0666	1.3284	3.8755	0.4774	93.8617	0.0000	3.0195	36.1469	0.5082	40.2040	0.6692	5.9259	0.0000	1.4453	4.3467	6.0239	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oregon	ORCOM	68.1596	-0.0010	59.8775	0.3477	1.2530	11.4417	1.1994	4.3281	68.8990	1.2401	-0.0218	0.0198	9.4231	15.2587	1.2401	-2.5662	1.6065	4.6641	102.0036	0.3279	4.0225	0.0889	1.2637	26.4690	1.3329	9.7401	0.3129	93.1042	0.0000	3.8902	232.8265	0.3359	39.2800	1.5631	6.1669	0.0000	1.6054	4.3355	5.3042	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Pennsylvania	PACOM	77.3140	0.0024	25.7025	0.7274	1.0431	10.0413	0.9500	3.4982	72.2855	0.9500	0.0528	0.0396	8.5445	7.5055	0.9504	9.8474	1.1689	4.1220	33.5329	0.6589	3.3133	0.1023	1.0477	31.9953	1.0154	5.8363	0.5984	94.7832	0.0003	2.7187	54.5042	0.6319	24.1220	0.6389	6.3790	-0.0024	1.1910	3.9038	7.8736	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Puerto Rico	PRCOM	63.4351	0.0000	-13.2006	9.1648	4.6469	15.6629	0.6733	4.4254	60.6529	0.6733	0.8946	4.0731	-5.0013	3.5913	0.6733	-5.3578	0.9565	4.9372	7.6452	5.0916	4.2105	0.8552	4.6689	57.5849	0.9481	2.7916	0.4866	95.2109	0.0000	3.1299	3.0811	0.5117	29.6701	0.7312	2.8273	-0.0001	0.9565	4.6971	36.9097	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Rhode Island	RICOM	75.6850	0.0024	120.1800	1.2489	3.1050	11.0186	2.0807	3.8080	76.5559	2.0807	-0.2942	0.0553	13.7016	8.4072	2.0807	14.7986	2.8236	4.5312	13.8738	1.1936	3.6616	1.2132	3.6785	29.1084	3.5108	11.8985	0.6929	95.4737	0.0000	4.1456	28.2440	0.7231	33.2430	4.5208	10.5280	0.0000	2.8260	4.3545	8.8520	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Carolina	SCCOM	71.5023	0.0006	29.4591	1.0227	1.2667	10.4688	0.8631	3.7520	61.7619	0.8812	0.0398	0.0652	7.8288	11.3687	0.8812	-5.7948	1.0982	4.1399	46.7876	0.8939	3.4753	0.0611	1.2730	4.3558	0.9164	5.6882	0.3432	93.4446	0.0000	3.2060	71.9994	0.3717	22.5354	0.7322	5.6968	-0.0057	1.1013	3.8330	12.7437	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Dakota	SDCOM	70.9967	0.0000	32.1464	0.7070	1.3962	11.4790	1.2188	3.9791	65.6726	1.3216	0.2570	0.1415	5.7887	5.2008	1.3226	-1.1570	1.5571	4.5687	19.6175	0.4993	3.6996	0.1111	1.3989	3.5612	1.3111	3.5879	0.5229	93.6241	0.0000	2.6788	54.1613	0.5611	44.5094	0.6615	5.2637	0.0019	1.5629	4.2519	4.2384	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Tennessee	TNCOM	73.7144	0.0001	15.0648	0.8454	1.2113	10.5899	1.0418	4.0293	67.4551	1.0841	0.0587	0.1004	8.9170	6.1343	1.0846	4.6739	1.3531	4.6131	30.2207	0.6813	3.7407	0.0781	1.2276	11.0499	1.1262	4.5118	0.5295	93.1483	0.0004	3.0186	51.0907	0.5698	28.4796	0.6687	5.8562	-0.0014	1.3615	4.2877	9.7623	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Texas	TXCOM	65.2836	0.0000	13.6210	0.6224	1.3207	10.8334	1.0711	3.7813	56.1155	1.1861	0.0535	0.0578	6.2812	6.8572	1.1862	-6.4599	1.3503	4.2132	41.4969	0.5071	3.5417	0.0767	1.3239	28.5627	1.2320	5.2573	0.3927	94.0128	0.0001	2.8041	88.5644	0.4193	26.8200	0.6352	6.8783	-0.0027	1.3465	3.9491	4.4373	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Utah	UTCOM	71.5615	-0.0014	42.7283	0.8616	1.5357	12.9672	2.1360	5.2519	66.9254	2.2337	0.5153	0.1494	13.0248	10.9586	2.2337	10.8368	2.7298	6.0169	33.4691	0.7045	5.0240	0.4008	1.6490	17.0933	2.3853	8.2494	0.6745	94.7519	0.0000	3.5246	147.9893	0.7013	32.5884	1.7851	8.0555	-0.0108	2.7279	5.7632	6.1025	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Vermont	VTCOM	80.5809	-0.0004	0.4927	1.2630	1.2174	9.3841	1.0348	3.8450	73.7558	1.0348	0.0272	0.0435	6.6576	6.2030	1.0348	5.1593	1.2855	4.1901	168.3498	1.2194	3.6110	0.0228	1.2182	13.4716	1.0345	3.3405	0.3247	93.8710	0.0000	3.4054	371.2317	0.3451	36.8369	1.1019	7.0380	0.0054	1.2850	3.9357	12.1857	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virgin Islands	VICOM	61.0037	0.0000	-20.0235	9.2917	1.6062	7.7619	1.7094	4.6512	42.7646	1.7094	0.1625	0.0000	1.6335	12.5602	1.7094	-18.0973	2.2125	5.0494	10.3472	9.2917	4.2155	0.0198	1.6062	-12.6192	1.6578	15.4798	0.3609	90.6323	0.0000	2.4412	30.5833	0.3982	0.0000	0.4580	24.4305	0.0000	2.2125	4.5764	101.9479	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virginia	VACOM	74.1527	0.0041	45.6825	0.8118	1.1401	11.0242	0.9097	3.8733	70.7203	0.9097	0.0877	0.1069	13.5362	13.6439	0.9104	2.7441	1.1188	4.4443	14.6144	0.6757	3.6170	0.0944	1.1436	11.1470	0.9374	12.6198	0.5387	93.5924	0.0001	3.1073	27.5589	0.5749	17.9207	0.6484	5.8061	-0.0020	1.1316	4.1546	9.3160	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Washington	WACOM	68.4032	0.0014	52.2076	0.4941	1.4034	10.5967	1.0718	4.0314	68.5676	1.1173	-0.0603	0.0818	9.8194	7.7193	1.1173	-6.2341	1.3501	4.4237	142.7997	0.3687	3.7468	0.0403	1.4079	9.3188	1.1898	8.6160	0.3557	93.7416	0.0000	3.0600	258.6733	0.3840	20.6307	0.6513	7.4134	0.0015	1.3523	4.1240	6.2637	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in West Virginia	WVCOM	68.7228	-0.0013	4.6639	1.1633	1.1902	11.1842	0.9047	3.8035	64.2538	0.9247	0.0594	0.0793	4.7187	4.1484	0.9247	0.2820	1.1753	4.2688	30.6930	1.0191	3.5537	0.0852	1.1916	8.5015	0.9742	1.7416	0.4178	93.9827	0.0000	2.9141	52.4253	0.4451	22.6949	0.6307	5.7517	-0.0045	1.1733	3.9891	14.1773	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wisconsin	WICOM	73.0298	0.0003	24.7757	0.7900	1.3436	11.3722	1.0496	3.6696	70.5445	1.1309	0.0131	0.0051	6.4461	5.3592	1.1320	4.1048	1.3733	4.2258	72.3755	0.7490	3.4768	0.0590	1.3452	14.7192	1.1903	4.3926	0.5153	94.8864	0.0010	2.6278	111.5082	0.5442	21.3067	0.5523	6.8403	0.0012	1.3735	4.0065	9.1445	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wyoming	WYCOM	70.7981	-0.0206	-6.2575	1.1746	1.6389	10.7562	0.9000	3.8336	56.8713	0.9967	0.0439	0.1455	5.3605	3.5451	0.9967	-2.2346	1.1819	4.2219	25.5181	1.0290	3.6036	0.0806	1.6457	6.3762	1.0596	1.3394	0.3472	94.4199	0.0000	2.9239	33.9955	0.3701	32.9717	0.5374	5.7792	0.0018	1.1507	3.9533	8.7089	
3/31/2018 11:59:59 PM	All insured savings banks	SVG	77.7818	0.0042	35.4197	0.8356	0.9476	13.1734	0.6353	3.3230	69.6114	0.6458	0.0367	0.0431	5.8600	4.7487	0.6460	4.6037	0.7982	3.9715	40.4272	0.7317	3.1260	0.0493	0.9570	3.1258	0.6622	3.1485	0.6069	94.6050	-0.0012	2.9532	61.6387	0.6439	3.1599	0.5600	4.4026	-0.0015	0.8222	3.7392	7.3765	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alabama	ALSVG	80.2408	-0.0103	55.5697	1.0581	1.0821	12.5308	0.6303	3.6040	63.8751	0.6835	-0.0115	0.0958	2.4455	2.1931	0.6835	3.7246	0.8085	4.3625	54.7638	0.9623	3.2709	0.0136	1.1106	-2.3026	0.7015	1.2322	0.6825	90.7992	0.0000	5.1262	143.8611	0.7584	53.5714	2.6774	3.5664	0.0000	0.7982	3.9535	16.1614	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alaska	AKSVG	62.3587	0.0000	-22.5222	0.8717	1.9120	21.5146	0.9140	4.0532	38.7777	0.9140	0.0000	0.0000	10.4838	4.5558	0.9140	-8.5297	1.1824	4.1782	0.0000	0.8717	3.7155	0.0000	1.9515	269.7537	0.9140	4.0923	0.1146	91.6693	0.0000	3.0610	0.0000	0.1250	0.0000	0.5279	4.3315	0.0000	1.1824	3.8301	2.1291	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Arkansas	ARSVG	88.4532	0.0000	73.7377	2.2305	1.7530	9.3780	1.2493	4.3696	87.1040	1.5815	0.4668	0.0000	0.4376	3.2406	1.5815	38.3692	1.5815	6.1348	3.7750	2.2305	4.2121	0.0000	1.9128	-24.0253	1.1639	-1.4080	1.7015	96.3952	0.0000	6.5086	3.7875	1.7651	0.0000	3.8780	16.7901	0.0000	1.5815	5.9136	32.9097	
3/31/2018 11:59:59 PM	All Insured Savings Banks in California	CASVG	72.8084	-0.0287	20.6442	0.5583	1.0868	15.6691	3.1864	3.3128	59.3372	3.1864	-0.0289	0.0000	1.9303	4.9537	3.1864	4.8554	4.5865	3.8442	47.7575	0.5583	3.1076	0.0226	1.0976	3.0288	3.2252	3.0946	0.5157	94.3663	0.0000	11.8152	198.4053	0.5313	6.8423	13.3167	13.9510	0.0000	4.5577	3.6234	12.9867	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Colorado	COSVG	74.4069	0.0005	184.4540	0.9958	1.1976	12.3104	0.6279	3.3512	61.4168	0.6279	0.0211	0.0126	12.9607	8.4103	0.6279	-3.1928	0.7989	3.8012	86.5902	0.9832	3.1390	0.0780	1.1983	4346.5310	0.6875	2.7660	0.4271	94.3360	0.0000	2.7102	186.7407	0.4499	12.6794	0.4482	5.0663	0.0000	0.7995	3.5661	7.0360	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Connecticut	CTSVG	76.1300	0.0680	14.0086	0.7876	0.9001	13.3183	0.8361	3.2016	67.0321	0.8361	0.0378	0.0045	4.7331	4.9118	0.8361	11.0022	0.9545	3.7263	28.3048	0.7822	3.0292	0.0576	0.9019	32.5789	0.8513	3.3959	0.4877	94.4821	0.0000	3.3734	34.3790	0.5181	4.4283	2.3053	6.0838	-0.0063	1.0578	3.5171	8.1216	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Delaware	DESVG	51.8555	0.0004	2.8014	1.4232	0.9628	38.3334	3.0934	3.0382	46.5343	3.0934	0.1232	0.3163	5.3199	6.6958	3.0934	7.6006	4.1123	3.4136	2.9667	1.1068	2.6653	0.0415	0.9644	-20.0288	3.0770	1.7064	0.3343	86.8176	0.0000	4.9084	11.7984	0.3753	3.8402	6.3166	7.5463	0.2413	4.1127	2.9996	7.4490	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Florida	FLSVG	59.4690	0.0953	100.5330	5.5373	1.0909	25.7783	1.4460	3.2564	58.8906	1.4460	-0.1918	3.8873	11.0993	6.3021	1.4460	0.6576	1.7191	3.9578	9.9796	1.6499	2.9445	-0.0417	1.0982	60.4104	1.5349	10.4660	0.6281	90.4819	0.0000	11.3103	28.8501	0.7013	0.0000	10.0436	4.4916	-0.0013	1.8144	3.5727	13.7507	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Georgia	GASVG	71.3294	0.0297	139.5901	1.2629	1.2124	13.8876	0.7690	3.9837	69.7703	0.8100	0.0863	0.0611	6.2352	10.5650	0.8100	0.1059	0.9682	4.5182	58.8753	1.2018	3.7633	0.0307	1.2356	-4.7022	0.7782	4.0049	0.5057	94.5478	0.0000	3.9848	99.1608	0.5344	3.9953	1.2204	6.2080	0.0000	0.9980	4.2691	11.7539	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Guam	GUSVG	67.2114	0.0000	6.8734	1.5770	0.3241	11.5021	0.2410	5.1155	78.9310	0.2410	0.3913	0.1110	4.2751	1.9630	0.2410	10.9855	0.2954	5.2617	0.8295	1.4660	4.8057	0.0700	0.3267	-13.2186	0.0028	0.6739	0.1373	93.9437	0.0000	5.7689	1.1636	0.1462	0.0000	1.3286	2.1014	0.0000	0.2954	4.9430	18.7507	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Hawaii	HISVG	86.5937	0.0000	25.0785	0.5362	1.1347	8.5736	1.1127	3.7274	68.1550	1.1127	0.2787	0.0000	0.3371	5.6271	1.1127	4.6882	1.4396	3.9459	4.1040	0.5362	3.4568	0.2078	1.1365	0.9352	1.1278	5.0276	0.2026	92.7392	0.0000	2.5730	8.5412	0.2185	57.4894	0.7637	5.3275	0.0000	1.4396	3.6594	7.3168	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Idaho	IDSVG	86.9949	0.0000	15.4591	0.1798	0.8866	11.3656	0.9282	4.2104	75.2690	0.9282	0.0695	0.0000	8.2402	7.8094	0.9282	-13.9069	1.0610	4.4729	12.8042	0.1798	4.0037	0.1180	0.8932	-29.0392	0.9927	1.1756	0.2496	95.0910	0.0000	4.1856	21.8313	0.2625	0.0000	1.3610	8.0989	0.0000	1.0610	4.2533	2.8210	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Illinois	ILSVG	77.6941	0.0008	94.3277	1.5046	0.9197	13.9459	0.3142	3.1190	59.8500	0.3142	0.0488	0.1066	3.4882	4.8933	0.3142	-5.6684	0.4229	3.7095	13.9588	1.2570	2.9031	0.0432	0.9447	-1.4738	0.3064	0.6364	0.5540	94.1429	0.0000	3.6174	17.7844	0.5947	0.0371	1.0386	1.8766	0.0000	0.4283	3.4647	10.9544	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Indiana	INSVG	75.2536	0.0018	26.4147	1.1777	0.9495	13.5281	0.5965	3.3398	58.7430	0.5965	0.1315	0.0365	3.4819	3.3046	0.5965	1.2550	0.7650	3.8952	10.8275	1.0332	3.1067	0.0423	0.9516	-11.6305	0.5764	1.3220	0.5087	92.8185	0.0000	3.2418	14.1846	0.5469	4.9820	0.8920	4.3284	0.0000	0.7818	3.6222	9.2055	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Iowa	IASVG	80.3497	-0.0185	434.7452	0.6633	1.1172	14.2090	1.1967	3.0589	56.0427	1.1967	-0.0740	0.1188	5.7290	7.8517	1.1967	-5.7857	1.6098	3.6705	139.2500	0.5445	2.8580	-0.0377	1.1192	9.6608	1.1808	6.6077	0.5651	93.6203	0.0000	2.9070	458.0000	0.6115	0.0000	1.6195	12.1598	0.0064	1.5913	3.4232	3.8001	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kansas	KSSVG	77.2368	-0.0328	96.2168	0.9788	0.9801	15.8160	0.5944	3.0056	59.8959	0.6248	0.0029	0.0213	11.5209	7.1902	0.6248	8.9394	0.7861	3.6720	139.6134	0.9574	2.8025	0.0503	0.9813	29.5548	0.6737	13.4760	0.6245	93.6675	0.0000	2.5242	121.6018	0.6663	52.4287	0.5582	1.7089	0.0000	0.7532	3.4271	5.8665	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kentucky	KYSVG	77.1165	0.0000	108.7580	1.4366	1.2445	17.1823	0.4405	3.3720	71.9440	0.5259	0.0219	0.1650	1.3880	-0.1070	0.5259	-0.9085	0.5284	4.0983	24.5596	1.2715	3.2118	0.0281	1.2454	-4.2085	0.5209	-0.0793	0.6919	95.2206	0.0000	3.1587	24.2268	0.7263	17.5123	0.5035	0.6170	0.0000	0.5284	3.9037	9.7325	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Louisiana	LASVG	72.9510	0.0003	2.0089	0.8081	1.1469	17.1583	0.7287	3.7542	72.1628	0.7711	0.0187	0.2235	8.6075	10.0057	0.7711	7.0126	0.9083	4.5064	45.8544	0.5845	3.5270	0.0638	1.1573	-1.6714	0.8214	3.5255	0.7069	93.9132	0.0000	3.2448	43.9621	0.7522	11.0974	0.6900	4.3922	0.0000	0.9087	4.2339	9.4939	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maine	MESVG	79.1996	0.0321	70.6018	0.5735	0.9066	11.4362	0.7168	3.6092	80.8437	0.7168	0.0635	0.0044	5.2166	6.0534	0.7174	18.1146	0.8413	4.3047	66.2856	0.5591	3.3768	0.0301	0.9070	31.6713	0.6622	4.2861	0.6069	93.1028	0.0000	2.9320	77.1531	0.6514	0.0000	0.4520	6.1062	0.0000	0.8840	4.0313	8.5626	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maryland	MDSVG	81.1898	-0.0038	136.4481	2.0172	0.8931	15.8533	0.6619	3.5261	75.7000	0.7041	0.0268	0.0727	9.0949	11.8558	0.7041	-3.1827	0.8692	4.3363	18.3180	1.9445	3.3365	0.1002	0.9038	64.0114	0.7845	6.0849	0.7619	94.7038	0.0000	2.9025	29.8107	0.8101	0.6355	0.5354	4.3957	0.0000	0.8653	4.0985	16.0715	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Massachusetts	MASVG	80.3606	0.0917	35.9445	0.4877	0.8749	10.8037	0.6574	3.2035	77.6065	0.6574	0.0115	0.0086	7.6945	5.2763	0.6592	14.1495	0.7549	3.8705	252.9674	0.4706	3.0508	0.0566	0.8772	11.1089	0.7090	5.3788	0.6338	95.3459	0.0015	2.7446	318.6261	0.6637	0.6301	0.4712	5.4405	-0.4310	0.8775	3.6922	6.0635	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Michigan	MISVG	77.8370	0.0000	67.1184	0.9710	0.9745	12.5066	0.7623	3.3001	71.4789	0.7623	-0.0185	0.0066	14.8059	6.3215	0.7623	9.3423	0.9607	3.9868	30.4459	0.9643	3.0930	0.0023	1.0466	9.1743	0.7796	7.7759	0.6498	94.1118	0.0000	3.1852	25.2394	0.6867	16.5595	1.0562	5.9351	-0.0086	0.9607	3.7429	17.1832	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Minnesota	MNSVG	77.5060	0.0202	119.3983	0.9477	1.2348	12.0886	0.6744	3.5911	69.7086	0.7094	0.0571	0.0622	6.8212	8.3937	0.7094	4.2304	0.8876	4.1797	22.9066	0.8854	3.3370	0.0356	1.2363	13.3114	0.6982	9.7537	0.5374	92.9311	0.0000	3.1357	20.4751	0.5885	35.5483	0.7212	3.8855	0.0033	0.9079	3.8744	11.0355	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Mississippi	MSSVG	80.8785	0.0000	93.9356	0.8388	0.6182	13.9601	0.6182	3.7022	75.9924	0.6729	0.1026	0.3040	3.0136	1.7847	0.6729	8.4026	0.7414	4.7668	2.8877	0.5347	3.4670	0.0891	0.6188	11.6156	0.6827	-0.2461	1.0090	94.6359	0.0000	3.1870	5.1417	1.0645	18.3333	0.5505	4.0857	0.0000	0.7414	4.4761	11.8848	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Missouri	MOSVG	69.8808	-0.0001	-1.7935	1.6957	1.0127	26.3248	1.3732	2.9832	64.3172	1.3732	0.1413	0.3413	11.7325	2.8428	1.3732	-22.3125	2.0301	3.6760	35.5739	1.3544	2.8551	0.0421	1.0223	-6.3089	1.3229	8.5833	0.6614	95.6426	0.0000	7.6692	54.5471	0.6928	28.4221	6.8968	-0.0798	-0.1052	2.0299	3.5166	8.5240	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Montana	MTSVG	42.8911	0.0000	-16.5130	0.2978	1.8448	48.4801	4.6185	2.6712	30.7853	4.6185	0.0129	0.0000	-2.8033	5.4777	4.6185	-0.0916	6.3101	2.8055	139.3750	0.2978	2.4437	0.0000	1.8448	-21.7587	4.6143	3.9567	0.1313	88.8197	0.0000	44.0724	91.0000	0.1342	0.0000	47.9388	7.2485	0.0000	6.3101	2.5750	0.5193	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nebraska	NESVG	79.4877	-0.0024	65.0422	1.0403	1.4533	10.9347	-0.0758	3.2748	69.7939	-0.0758	0.0289	0.0904	5.0604	-1.1520	-0.0758	2.3048	0.0564	3.9254	168.6430	0.9498	3.1485	0.0734	1.4657	150.6320	-0.0261	4.2689	0.6276	96.2893	0.0000	3.6466	-42.0218	0.6506	0.0000	0.6279	-4.2790	0.0000	0.0539	3.7761	8.2050	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nevada	NVSVG	91.1063	0.0000	-36.9939	0.3331	0.7156	15.0391	0.8243	2.7433	34.2751	0.8243	0.5346	0.1318	-29.1606	385.5651	0.8243	2.7118	1.0825	3.2086	1.1755	0.2012	2.7235	0.3921	0.7156	416.7200	0.8770	874.4326	0.4610	99.5130	0.0000	1.4514	1.4892	0.4653	0.0000	0.2025	9.7178	0.0000	1.0825	3.1846	1.8406	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Hampshire	NHSVG	79.7458	0.0336	11.0011	0.4963	0.8801	11.3735	0.5828	3.3622	75.6383	0.5828	0.0347	0.0089	8.1915	4.4682	0.5828	12.6387	0.7055	3.8905	55.2493	0.4874	3.1851	0.0984	0.8803	1.7274	0.6550	5.1569	0.5017	94.8104	0.0000	2.9622	65.9530	0.5282	3.7608	0.6023	5.1577	-0.1168	0.7391	3.6869	5.0602	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Jersey	NJSVG	81.3410	0.0000	22.4488	0.7091	0.8241	11.7708	0.4584	2.7601	64.9659	0.4584	0.0445	0.0649	7.7302	2.5746	0.4584	8.0909	0.6191	3.5043	50.6479	0.6251	2.6187	0.0513	0.8242	19.3130	0.4595	2.6898	0.7118	94.9443	0.0000	2.1822	52.1872	0.7478	2.8559	0.2321	3.3885	-0.0002	0.6185	3.3262	6.2070	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Mexico	NMSVG	75.9881	0.0000	-10.8872	1.0690	1.1487	12.3230	0.4782	3.5006	60.6744	0.5203	0.0347	0.0643	2.0421	3.9933	0.5203	21.9023	0.6227	4.2760	30.4136	1.0046	3.2966	0.0388	1.1736	-37.0766	0.5416	-1.8796	0.7327	94.0327	0.0000	4.4472	24.9705	0.7753	26.5392	1.8121	2.8031	0.0000	0.6227	4.0294	7.8215	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New York	NYSVG	75.8465	0.0048	42.2418	0.9085	0.8406	12.4387	0.6586	3.3869	73.5180	0.6588	0.0417	0.0581	8.8986	7.1013	0.6589	4.6666	0.8393	4.0798	67.7061	0.8269	3.1967	0.0556	0.8417	24.0889	0.6733	6.7584	0.6674	94.9294	0.0000	2.8545	166.0255	0.7017	1.2401	0.5392	4.8221	0.0000	0.8541	3.8559	8.6889	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Carolina	NCSVG	77.1995	0.0051	29.2752	1.1397	0.9954	17.8413	0.6186	3.5583	66.4082	0.6186	0.0043	0.2299	4.5061	2.2031	0.6186	-7.5105	0.7686	4.2415	47.2187	0.9097	3.2762	0.0170	0.9967	-3.2170	0.6327	0.7869	0.6295	92.3100	0.0000	2.7486	61.3854	0.6831	8.2651	0.2672	3.2571	-0.1663	0.7737	3.9058	8.7510	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Dakota	NDSVG	80.3908	0.0000	291.5938	0.1098	1.0396	10.4437	0.6887	3.6384	86.3093	0.8064	0.0324	0.0559	6.5565	3.6171	0.8064	11.8318	0.8904	4.1431	429.2500	0.0538	3.3776	0.0283	1.0419	-5.2611	0.8061	4.0445	0.4634	93.2747	0.0000	3.6447	387.1072	0.5047	0.0000	1.1859	8.1416	0.0000	0.8904	3.8411	1.5071	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Ohio	OHSVG	78.5523	-0.0001	4.1434	0.8451	0.8778	13.7026	0.5425	3.3367	71.9284	0.5589	0.0314	0.0196	5.5866	6.3501	0.5589	1.7609	0.6780	3.9881	26.4791	0.8033	3.1491	0.0251	0.9099	6.6369	0.5765	1.5916	0.6186	94.5732	-0.0192	3.3817	37.5882	0.6571	9.1386	0.8605	2.8355	0.0000	0.6675	3.7652	8.3594	
