Reporting Period	Peer Group Description	Peer Group	UBPSE690	UBPSE669	UBPSE698	UBPSE673	UBPSE683	UBPSE681	UBPSE666	UBPSE695	UBPSE700	UBPSE708	UBPSE680	UBPSF901	UBPSE682	UBPSE667	UBPSE694	UBPSJA33	UBPSE685	UBPSE679	UBPSHR62	UBPSE702	UBPSE697	UBPSE684	UBPSHR60	UBPSE674	UBPSJ247	UBPSE665	UBPSE696	UBPSE701	UBPSE707	UBPSE671	UBPSE687	UBPSE677	UBPSHP01	UBPSF900	UBPSE668	UBPSE699	UBPSE672	UBPSE686	UBPSE704	UBPSE692	UBPSE678	UBPSE703	UBPSE675	UBPSE689	UBPSE710	UBPSE691	UBPSE709	UBPSE693	UBPSE706	UBPSE670	UBPSE688	UBPSE676	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maine	MECOM	7.5722	2.6187	3.4944	1.4588	47.7211	0.0388	0.6545	2.2520	0.0000	1.9309	3.7051	5.1870	94.6670	3.4887	2.3485	0.0000	5.1304	0.6988	2.0045	1.0666	2.4034	52.7698	1.2550	1.1082	0.0000	4.1432	1.7959	0.7124	0.6588	1.4588	4.9421	1.1082	1.6368	4.2940	0.6445	12.3122	0.0000	4.9515	0.0000	4.7651	4.4040	0.3929	1.1383	6.4816	0.8167	4.8484	5.3600	0.0000	0.0000	0.0556	4.8647	1.1082	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Maryland	MDCOM	5.6197	3.0261	3.3226	1.1338	-16.3736	0.0551	0.5521	2.1803	1.1796	2.0352	3.7608	4.7421	-10.1228	3.5480	2.2561	-0.0008	6.0807	0.5829	1.3906	0.3481	2.1586	8.0268	1.1378	0.7902	0.0000	4.0761	1.7856	0.6328	0.4360	1.1240	4.8601	0.7902	1.8723	4.8680	0.6240	1.3100	-0.0002	4.8629	0.0000	4.8933	4.3196	0.2845	0.8227	5.2983	0.7455	26.9967	6.0478	0.0000	0.0000	0.1003	4.7875	0.7849	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Massachusetts	MACOM	5.6060	2.7665	2.7999	0.9537	-20.9429	0.0059	0.5408	2.2827	2.8871	1.5957	3.3568	4.8041	26.6422	3.1491	2.3996	-0.0047	5.5783	0.5684	1.3498	0.2241	2.2337	11.0403	1.2069	0.7202	0.0016	3.7133	1.7174	0.6089	0.4266	0.9404	4.2684	0.7183	1.8128	3.9276	0.5379	1.1585	0.0034	4.2822	0.0000	4.4606	3.9442	0.3079	0.7677	5.0756	0.7085	8.5019	6.3892	2.1513	0.0730	0.0472	4.2704	0.7183	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Michigan	MICOM	5.8986	3.2597	2.4246	1.1483	-14.6298	0.0083	0.3547	2.1178	1.4394	1.7875	3.8261	4.9503	-14.6761	3.5869	2.2910	-0.0022	5.6290	0.3786	1.2547	0.2115	1.8466	30.8432	1.0264	0.9482	0.0118	3.9553	1.7212	0.4738	0.5995	1.1493	4.9884	0.9393	1.7213	4.9496	0.7842	1.4314	-0.0027	5.0082	0.0000	4.8714	4.2221	0.2166	1.0201	5.6768	0.5189	7.8469	0.0000	0.0000	0.0000	0.0591	4.8938	0.9183	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Micronesia	FMCOM	16.4040	2.9724	0.0000	1.2776	11.7500	0.2852	0.1547	1.7289	1.8675	0.0000	4.2635	6.1125	16.5757	4.0114	1.7289	0.0000	8.4981	0.1645	0.2363	0.1292	0.0000	0.0000	0.3699	1.2566	0.0000	4.1662	1.6831	0.2567	0.0000	1.2776	10.2326	1.2566	0.0000	8.8452	0.3961	1.6167	0.0000	10.2326	0.0000	0.0000	4.4280	0.2368	1.3275	7.3906	0.2567	0.0000	0.0000	0.0000	0.0000	0.1574	6.3635	1.2566	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Minnesota	MNCOM	6.5269	2.7704	2.3146	1.2776	-12.4971	0.0173	0.4168	2.0818	1.6391	1.7565	3.8365	5.0229	-16.1212	3.6270	2.2384	0.0001	2.8695	0.4392	1.2111	0.1863	2.0244	60.6904	0.9945	1.1542	0.0000	4.0563	1.8269	0.5436	0.9243	1.2717	5.1641	1.1542	1.8481	5.1900	0.4644	1.6273	0.0001	5.1769	0.0000	5.2354	4.2901	0.3365	1.2381	5.4686	0.5902	10.7874	0.0000	0.0000	0.0000	0.0771	5.0371	0.9905	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Mississippi	MSCOM	7.8238	3.1002	2.6680	1.2480	5.4192	0.0925	0.4570	2.3154	1.8252	1.5873	3.8781	5.1544	8.6217	3.5472	2.4968	0.0000	6.1130	0.4973	1.1655	0.3602	2.1974	27.0780	0.9543	1.0489	0.0000	4.0010	1.8166	0.5869	1.8204	1.2508	5.3901	1.0489	2.0885	5.2854	0.8594	1.5480	-0.0007	5.3922	0.0000	5.2692	4.3738	0.2899	1.0598	5.6351	0.6297	9.1264	0.0000	0.0000	0.0000	0.0762	5.1720	0.9788	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Missouri	MOCOM	6.6729	2.7838	2.3951	1.3291	-3.2108	0.0432	0.4771	2.0809	1.3129	1.8896	3.7186	4.9121	-0.2919	3.5010	2.2477	0.0000	4.8121	0.5067	1.1265	0.3701	2.0107	42.8609	0.9920	1.1431	0.0000	3.9967	1.7354	0.6174	0.6801	1.3372	5.0691	1.1431	1.8796	5.0312	0.6376	1.5130	-0.0008	5.0701	0.0000	5.1696	4.2462	0.3534	1.1975	5.3731	0.6590	9.3426	0.0000	0.0000	0.0000	0.0727	4.9574	1.0361	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Montana	MTCOM	6.8996	2.9778	2.5541	1.4525	-4.6444	-0.0238	0.3507	2.1185	1.0963	5.5665	4.1678	5.4255	12.3614	3.8828	2.2680	0.0000	3.1927	0.3740	0.9661	0.1545	1.8458	63.9327	0.8800	1.1982	0.0000	4.2404	1.4918	0.4616	0.5737	1.4554	5.6607	1.1982	2.0082	6.0112	0.5737	1.6256	0.0000	5.6663	0.0000	5.6084	4.5492	0.2901	1.3561	6.0148	0.5014	9.8280	0.0000	0.0000	0.0000	0.0840	5.6173	1.1032	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nebraska	NECOM	6.3620	2.5090	2.4771	1.3554	-48.8617	0.0168	0.5909	2.2362	1.1363	2.0277	3.7143	4.9034	-76.7755	3.5147	2.4633	-0.0001	5.3247	0.6247	1.3576	0.2769	1.8645	35.7055	1.1728	1.1647	0.0000	4.1120	1.7753	0.7304	0.9328	1.3534	5.1272	1.1647	1.7926	5.3323	0.4431	1.3899	0.0009	5.1355	0.0000	5.1592	4.3443	0.4565	1.2526	5.4190	0.8003	8.5163	6.6000	0.0000	0.0000	0.0867	4.9668	1.0701	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Nevada	NVCOM	8.3026	19.4096	3.0446	7.7387	5.7905	0.1073	0.4406	3.4184	1.4042	0.8184	4.1864	5.5960	206.3398	3.9025	3.5106	0.0000	7.8367	0.4670	1.1827	0.4990	4.2884	41.1247	1.0490	6.9864	0.0000	4.3431	1.8834	0.8558	0.7134	7.7403	8.9740	6.9864	1.5224	6.0916	23.3583	1.4052	-0.0015	8.9743	0.0000	8.7912	4.6535	0.4955	7.0520	5.8245	1.1072	29.8845	0.0000	0.0000	0.0000	0.1108	5.5301	6.0241	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Hampshire	NHCOM	4.9800	2.7469	2.2901	0.9016	589.3608	0.0092	0.6300	2.0528	1.4962	1.8642	3.4615	4.5248	1445.4507	3.3318	2.1262	0.0216	5.6336	0.6480	1.7554	0.3138	2.1539	17.1337	1.3736	0.6986	0.0000	3.9619	2.4561	0.7996	0.3942	0.9005	4.5455	0.6986	1.5209	4.3670	0.3640	1.6019	0.0011	4.5573	0.0000	0.0000	4.1096	0.5554	0.7551	4.8854	0.8325	0.0000	0.0000	0.0000	0.0000	0.0638	4.5052	0.6986	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Jersey	NJCOM	6.5534	2.7994	2.8652	1.1183	-52.6888	0.0631	0.6559	2.3255	1.7021	1.7052	3.5163	4.7276	-80.5016	3.3555	2.4252	-0.0110	6.5819	0.6849	1.2533	0.4615	2.2272	15.8228	1.3095	0.8778	0.0000	4.0019	1.9438	0.8373	0.9734	1.1183	4.6879	0.8778	2.5162	4.4142	0.6258	1.3831	0.0000	4.6904	0.0000	3.2269	4.1900	0.5473	0.9476	5.5308	0.8912	9.2446	6.5652	0.0000	1.0834	0.1132	4.6615	0.8580	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New Mexico	NMCOM	8.5985	2.8677	2.4335	1.5909	-46.1930	0.0410	0.2699	2.3601	1.5613	2.1341	3.9976	5.7528	-95.7676	3.7471	2.5600	-0.0274	2.4242	0.2885	0.7742	0.1868	2.3222	70.0075	0.7847	1.4025	0.0000	4.0210	1.9700	0.3756	0.6594	1.5831	6.0521	1.4025	7.1682	6.3546	0.7002	1.4788	0.0038	6.0541	0.0000	5.1141	4.2903	0.2238	1.4620	6.6707	0.4200	7.0117	0.0000	0.0000	0.0000	0.0789	5.8494	1.2301	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in New York	NYCOM	5.5531	2.4417	2.6485	1.2621	-3.4717	0.0926	0.4956	2.2484	1.4934	1.7761	3.2654	4.7201	-2.4564	3.1289	2.3671	-0.0032	6.9060	0.5161	1.0981	0.3595	2.4084	18.8906	1.1005	0.9734	0.0000	3.6389	1.8342	0.6204	1.4707	1.2615	4.6593	0.9730	2.2115	4.4071	0.5720	1.4070	0.0000	4.6614	0.0000	4.0173	3.7990	0.3817	1.0287	5.0804	0.6974	9.5468	4.2494	3.2546	0.9668	0.1004	4.6045	0.9677	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Carolina	NCCOM	5.8510	3.1803	2.8939	1.1827	5.0733	0.0151	0.4317	2.2162	51.1183	1.6409	3.7201	4.7804	15.4842	3.4688	2.2783	0.0122	5.2020	0.4612	0.9677	0.3199	2.3081	18.4000	0.9015	0.9409	0.0000	3.9344	1.8740	0.5479	0.8776	1.1859	4.8929	0.9407	1.7978	4.9071	0.9019	1.4987	-0.0004	4.8904	0.0000	4.7938	4.2170	0.3384	1.0276	5.3390	0.6061	8.8492	3.9282	3.3305	0.9837	0.0941	4.8154	0.9327	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Dakota	NDCOM	5.7086	2.5554	2.5845	1.3628	18.9054	0.0134	0.4080	2.2066	1.3936	1.6761	3.8018	4.9295	21.1872	3.5725	2.4247	0.0000	4.6774	0.4344	1.2352	0.1685	2.1609	44.3278	1.1078	1.1916	0.0000	3.9819	1.7067	0.5452	1.1009	1.3645	5.1751	1.1916	1.6871	5.1041	0.4157	1.3663	0.0003	5.1848	0.0000	5.3648	4.2385	0.2950	1.2761	5.4089	0.5756	8.1107	0.0000	0.0000	0.0000	0.0758	4.9364	1.0489	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Ohio	OHCOM	5.8426	2.8241	2.5718	1.1179	-17.3669	0.0412	0.4433	2.2132	1.4761	1.8964	3.6435	4.7936	-17.8819	3.4252	2.3786	0.0024	5.6148	0.4706	1.2583	0.2243	2.2183	24.3408	1.1131	0.9186	0.0001	3.8795	1.7782	0.5546	0.5800	1.1202	4.8626	0.9185	1.8743	4.8112	0.5315	1.3675	-0.0008	4.8742	0.0000	4.5180	4.1245	0.2618	0.9713	5.4708	0.6145	9.1588	3.5701	2.9867	0.7555	0.0690	4.7881	0.8978	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oklahoma	OKCOM	7.2092	3.0187	2.3306	1.4453	-4.1791	0.1025	0.4771	2.1800	1.2698	1.9159	4.1192	5.5473	-6.2229	3.8550	2.3696	0.0000	5.8989	0.5078	1.1289	0.2778	2.0616	40.2040	1.0239	1.2940	0.0000	4.3435	1.7788	0.6445	1.2909	1.4486	5.8079	1.2940	2.2626	5.8134	0.6690	1.3977	0.0004	5.7976	0.0000	5.5395	4.6392	0.3804	1.3270	6.1660	0.6890	7.6730	4.7849	0.0000	0.0000	0.0951	5.6196	1.1290	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oregon	ORCOM	6.0937	3.8902	2.6240	1.6054	-85.8793	-0.0218	0.3129	2.0309	0.6135	1.4474	4.3281	5.2871	-159.9386	4.0225	2.1487	0.0000	6.0811	0.3359	1.1546	0.2755	2.1665	39.2800	0.9152	1.2401	0.0000	4.3355	1.5907	0.4463	0.4476	1.6065	5.4913	1.2401	1.2557	5.2564	1.5631	1.7159	-0.0010	5.5040	0.0000	5.5754	4.6641	0.2914	1.3329	6.9341	0.4642	3.9364	0.0000	0.0000	0.0000	0.0889	5.3037	1.1994	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Pennsylvania	PACOM	5.8346	2.7187	2.7854	1.1910	-0.5683	0.0528	0.5984	2.3916	1.5678	1.7757	3.4982	4.6899	3.1825	3.3133	2.5605	-0.0024	6.3410	0.6319	1.3535	0.3964	2.1935	24.1220	1.2412	0.9504	0.0003	3.9038	1.9004	0.7012	0.7942	1.1689	4.5524	0.9500	1.8799	4.4571	0.6389	1.5890	0.0024	4.5826	0.0000	4.0707	4.1220	0.3787	1.0154	4.9729	0.7846	9.4407	4.3917	0.0000	0.0000	0.1023	4.5699	0.9500	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Puerto Rico	PRCOM	9.6263	3.1299	4.1762	0.9565	7.6452	0.8946	0.4866	2.1065	0.0000	1.4833	4.4254	5.5712	3.0811	4.2105	2.1188	-0.0001	2.8215	0.5117	1.1635	0.4282	2.3828	29.6701	1.1567	0.6733	0.0000	4.6971	1.5063	0.7056	2.9427	0.9565	6.3484	0.6733	0.0000	5.3631	0.7312	1.5005	0.0000	6.3877	0.0000	7.8618	4.9372	0.5123	0.9481	5.5160	0.7619	15.1991	0.0000	6.0326	0.2866	0.8552	5.4431	0.6733	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Rhode Island	RICOM	8.1666	4.1456	2.1826	2.8260	-0.1395	-0.2942	0.6929	2.1945	0.5687	1.5600	3.8080	4.8656	13.1715	3.6616	2.2543	0.0000	10.1954	0.7231	1.3509	0.5333	0.3882	33.2430	1.3722	2.0807	0.0000	4.3545	2.2780	0.7735	0.5790	2.8236	5.0918	2.0807	1.3182	4.0004	4.5208	1.6221	0.0024	5.1003	0.0000	0.0000	4.5312	0.4587	3.5108	5.5561	0.9256	12.5589	3.7848	0.0000	0.2089	1.2132	4.4735	2.0807	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Carolina	SCCOM	7.5139	3.2060	2.5729	1.1013	-19.7716	0.0398	0.3432	2.1355	1.4207	1.6563	3.7737	4.9621	-10.2474	3.4753	2.2293	-0.0057	5.6869	0.3789	0.9992	0.1393	2.3008	22.5354	0.8431	0.8812	0.0000	3.8330	1.8510	0.4657	0.6128	1.0982	5.1799	0.8812	1.5213	5.1762	0.7322	1.5046	0.0006	5.1846	0.0000	6.0541	4.1692	0.2826	0.9164	5.7251	0.4877	11.0115	0.0000	0.0000	0.0000	0.0608	5.0198	0.8631	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Dakota	SDCOM	6.8941	2.6788	2.4919	1.5629	-22.9788	0.2570	0.5229	2.2017	1.6536	2.2358	3.9791	5.0636	-31.3430	3.6996	2.3834	0.0019	5.2053	0.5611	1.1951	0.2658	2.2393	44.5094	1.1937	1.3226	0.0000	4.2519	1.7310	0.6812	0.7484	1.5571	5.5773	1.3216	2.0388	5.5296	0.6615	1.4688	0.0000	5.5604	0.0000	5.3690	4.5687	0.3719	1.3111	5.3582	0.7319	15.1017	4.0705	4.8693	0.8949	0.1111	5.1254	1.2188	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Tennessee	TNCOM	7.4154	3.0186	2.7023	1.3615	2.1425	0.0587	0.5295	2.3348	1.6338	1.8355	4.0293	5.1016	6.4024	3.7407	2.5100	-0.0014	5.8174	0.5698	1.1778	0.3063	2.3411	28.4796	1.0286	1.0846	0.0004	4.2877	1.9147	0.6823	1.0838	1.3531	5.4427	1.0841	1.9524	5.6478	0.6687	1.4551	0.0001	5.4459	0.0000	4.9346	4.6131	0.4236	1.1262	5.4252	0.7161	9.4907	7.5259	0.0000	0.0000	0.0781	5.3219	1.0418	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Texas	TXCOM	6.9946	2.8033	2.3689	1.3463	3.8537	0.0534	0.3926	2.1188	1.2344	1.6213	3.7803	5.3598	10.4714	3.5408	2.2802	-0.0027	6.8731	0.4192	1.0086	0.3061	2.1002	26.8200	0.8954	1.1861	0.0001	3.9480	1.7576	0.5716	0.8027	1.3501	5.5609	1.1859	1.8121	5.4590	0.6350	1.4420	0.0000	5.5700	0.0000	5.4736	4.2120	0.3513	1.2319	5.7653	0.6011	10.0709	4.7212	4.4519	0.5670	0.0767	5.3797	1.0710	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Utah	UTCOM	7.1916	3.5246	2.7290	2.7279	17.6181	0.5153	0.6745	2.3465	1.1727	2.4216	5.2519	5.4694	102.4051	5.0240	2.4364	-0.0108	7.6484	0.7013	1.3692	0.2135	2.2337	32.5884	1.3289	2.2337	0.0000	5.7632	1.3549	0.8820	0.9586	2.7298	7.4534	2.2337	1.4869	5.9102	1.7851	1.5290	-0.0014	7.5137	0.0000	5.4949	6.0169	0.4797	2.3853	8.8072	0.9060	12.1072	0.0000	7.0557	0.0000	0.4008	5.5411	2.1360	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Vermont	VTCOM	5.9497	3.4054	2.3961	1.2850	-39.8559	0.0272	0.3247	2.3170	1.8912	1.1411	3.8450	4.8503	9.7234	3.6110	2.5506	0.0054	7.0086	0.3451	1.0787	0.0657	2.3697	36.8369	0.8296	1.0348	0.0000	3.9357	1.8323	0.3843	0.2916	1.2855	4.5952	1.0348	1.2088	4.3073	1.1019	1.4077	-0.0004	4.6139	0.0000	4.8777	4.1901	0.1939	1.0345	6.4458	0.4162	300.0000	0.0000	0.0000	0.0000	0.0228	4.5080	1.0348	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virgin Islands	VICOM	9.1690	2.4412	2.5169	2.2125	10.3472	0.1625	0.3609	2.5140	1.6032	0.0000	4.6512	6.7927	30.5833	4.2155	2.6652	0.0000	24.6956	0.3982	0.9274	0.4545	2.4569	0.0000	0.8604	1.7094	0.0000	4.5764	2.6412	0.5916	0.0000	2.2125	7.9548	1.7094	0.0000	5.8892	0.4580	1.4973	0.0000	7.9548	0.0000	0.0000	5.0494	0.6853	1.6578	20.7672	0.5916	0.0000	0.0000	0.0000	0.0000	0.0198	6.3902	1.7094	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virginia	VACOM	6.6508	3.1073	3.1151	1.1316	-20.0344	0.0877	0.5387	2.3870	1.1250	2.0154	3.8733	4.9096	-22.1909	3.6170	2.5311	-0.0020	5.7936	0.5749	1.3011	0.3171	2.2930	17.9207	1.1308	0.9104	0.0001	4.1546	1.7982	0.6797	1.0197	1.1188	5.0710	0.9097	1.5804	4.9158	0.6484	1.4501	0.0041	5.0796	0.0000	4.0424	4.4444	0.3739	0.9374	5.2696	0.7350	9.0702	5.6763	1.9606	0.4889	0.0944	4.8988	0.9097	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Washington	WACOM	6.2497	3.0600	2.6186	1.3523	-37.7452	-0.0603	0.3557	2.3568	2.4863	2.2050	4.0314	5.1907	-49.9773	3.7468	2.4849	0.0015	7.3629	0.3840	1.0962	0.2575	2.0320	20.6307	0.9146	1.1173	0.0000	4.1240	1.9338	0.4795	0.4065	1.3501	5.2493	1.1173	1.6561	5.1835	0.6513	1.4300	0.0014	5.2548	0.0000	4.6909	4.4237	0.3084	1.1898	5.6837	0.5219	7.7252	0.0000	0.0000	0.0000	0.0403	5.2059	1.0718	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in West Virginia	WVCOM	6.9717	2.9141	2.7924	1.1733	-1.6227	0.0594	0.4178	2.2017	1.4246	2.1915	3.8035	5.0583	-1.5134	3.5537	2.3695	-0.0045	5.7439	0.4451	1.2369	0.2814	2.1627	22.6949	0.9574	0.9247	0.0000	3.9891	1.8695	0.5413	0.7911	1.1753	5.0786	0.9247	2.0528	4.8920	0.6307	1.7506	-0.0013	5.0920	0.0000	3.4597	4.2688	0.2394	0.9742	5.6740	0.5943	7.5450	5.0060	0.0000	0.0000	0.0852	4.9395	0.9047	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wisconsin	WICOM	6.1336	2.6278	2.4466	1.3735	-34.3891	0.0131	0.5153	2.2354	1.6653	1.7527	3.6696	4.8974	-51.9715	3.4768	2.4654	0.0012	6.8097	0.5442	1.3433	0.2783	2.0029	21.3067	1.1440	1.1320	0.0010	4.0065	1.8301	0.6547	1.0732	1.3733	4.8610	1.1309	1.6626	4.8349	0.5523	1.5843	0.0003	4.8760	0.0000	4.6522	4.2258	0.3750	1.1903	5.3228	0.7018	10.4759	8.0000	0.0000	0.0000	0.0590	4.8531	1.0496	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wyoming	WYCOM	6.5452	2.9239	2.8131	1.1507	-28.7970	0.0439	0.3472	2.2067	1.6984	2.9099	3.8336	5.3222	-44.8656	3.6036	2.3453	0.0018	5.7743	0.3701	1.1883	0.1912	2.1076	32.9717	0.9516	0.9967	0.0000	3.9533	1.7378	0.4593	0.4440	1.1819	5.4178	0.9967	9.3316	5.3016	0.5374	1.5418	-0.0206	5.4055	0.0000	5.7386	4.2219	0.2612	1.0596	5.9030	0.4808	9.4514	0.0000	0.0000	0.0000	0.0806	5.3072	0.9000	
3/31/2018 11:59:59 PM	All insured savings banks	SVG	5.4357	2.9494	2.6592	0.8222	0.8091	0.0367	0.6068	2.3050	0.9868	1.7929	3.3230	4.8603	5.9990	3.1241	2.3866	-0.0015	4.3796	0.6436	1.3769	0.2280	2.1578	3.1599	1.1968	0.6460	-0.0012	3.7364	1.8426	0.7063	0.7887	0.7982	4.6071	0.6458	1.8939	4.4316	0.5596	1.3557	0.0042	4.6087	0.0000	4.0847	3.9715	0.3222	0.6622	5.0853	0.7989	8.3831	7.0462	8.6956	0.2300	0.0492	4.5321	0.6353	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alabama	ALSVG	9.6653	5.1262	2.9691	0.7982	6.4756	-0.0115	0.6825	2.8615	0.0000	0.0000	3.6040	4.4708	61.2638	3.2709	2.8852	0.0000	3.5098	0.7584	1.6941	0.2292	2.9477	53.5714	1.0115	0.6835	0.0000	3.9535	2.0652	0.7060	0.0000	0.8085	5.2971	0.6835	1.8783	5.2509	2.6774	1.6111	-0.0103	5.2992	0.0000	0.0000	4.3625	0.1839	0.7015	2.4325	0.8567	0.0000	0.0000	0.0000	0.0000	0.0136	5.0232	0.6303	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alaska	AKSVG	6.2947	3.0610	4.5675	1.1824	0.0000	0.0000	0.1146	3.0966	0.0000	0.0000	4.0532	5.2968	0.0000	3.7155	3.3058	0.0000	4.3265	0.1250	0.7352	0.0514	2.0404	0.0000	0.6219	0.9140	0.0000	3.8301	2.1037	0.1838	0.0000	1.1824	5.5237	0.9140	0.0000	6.3037	0.5279	1.7591	0.0000	5.5237	0.0000	0.0000	4.1782	0.1069	0.9140	5.6618	0.1838	0.0000	0.0000	0.0000	0.0000	0.0000	5.4910	0.9140	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Arkansas	ARSVG	4.8452	6.5086	0.0000	1.5815	3.7750	0.4668	1.7015	0.0000	0.0000	3.1662	4.3696	4.7322	3.7875	4.2121	0.0000	0.0000	16.4450	1.7651	1.1155	0.3532	0.0000	0.0000	1.3444	1.5815	0.0000	5.9136	0.0000	1.0864	0.0000	1.5815	6.4781	1.5815	0.0000	6.6446	3.8780	1.5541	0.0000	6.4781	0.0000	0.0000	6.1348	0.2845	1.1639	7.7669	1.9236	0.0000	0.0000	0.0000	0.0000	0.0000	6.4543	1.2493	
3/31/2018 11:59:59 PM	All Insured Savings Banks in California	CASVG	7.5436	11.8152	6.4612	4.5577	-44.0476	-0.0289	0.5157	2.8779	2.3899	1.9615	3.3128	4.5976	-322.0935	3.1076	2.9015	0.0000	13.6023	0.5313	1.3026	0.2432	2.4472	6.8423	1.0591	3.1864	0.0000	3.6234	1.7138	0.5963	0.0000	4.5865	4.5973	3.1864	1.2523	4.4283	13.3167	1.2782	-0.0287	4.5969	0.0000	0.0000	3.8442	0.3753	3.2252	10.7718	0.6662	0.0000	0.0000	0.0000	0.0000	0.0226	4.3438	3.1864	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Colorado	COSVG	6.7544	2.7102	1.9685	0.7995	23.5645	0.0211	0.4271	2.1591	1.0599	1.6085	3.3512	4.6411	45.1981	3.1390	2.1861	0.0000	5.0572	0.4499	0.9545	0.2458	1.9229	12.6794	0.8416	0.6279	0.0000	3.5661	2.2598	0.5525	0.0000	0.7989	4.8364	0.6279	1.7303	4.6153	0.4482	1.2249	0.0005	4.8397	0.0000	6.2679	3.8012	0.3742	0.6875	4.3168	0.5938	0.0000	0.0000	0.0000	0.0000	0.0780	4.7939	0.6279	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Connecticut	CTSVG	5.4199	3.3734	2.9311	1.0578	2.4218	0.0378	0.4877	2.3995	2.2474	1.6137	3.2016	4.6468	6.1548	3.0292	2.4485	-0.0063	6.0332	0.5181	1.3441	0.2059	2.3164	4.4283	1.1776	0.8361	0.0000	3.5171	1.9932	0.5585	0.7197	0.9545	4.1439	0.8361	1.5593	3.7898	2.3053	1.6057	0.0680	4.1476	0.0000	1.6260	3.7263	0.2290	0.8513	5.0699	0.6809	12.7139	0.0000	0.0000	0.0000	0.0576	4.0983	0.8361	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Delaware	DESVG	6.3829	4.9084	1.5979	4.1127	-13.0130	0.1232	0.3343	2.1898	0.0000	1.5549	3.0382	4.5763	0.7278	2.6653	2.1973	0.2413	7.5073	0.3753	1.3396	0.2654	2.2497	3.8402	1.2936	3.0934	0.0000	2.9996	1.8537	0.8951	1.5493	4.1123	4.7150	3.0934	1.9687	4.8719	6.3166	0.7119	0.0004	4.7160	0.0000	4.9913	3.4136	0.2891	3.0770	4.8930	0.9628	4.5223	0.0000	0.0000	0.0000	0.0415	4.6426	3.0934	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Florida	FLSVG	4.8081	11.3103	4.1952	1.8144	5.8061	-0.1918	0.6281	3.3659	1.7867	1.7554	3.2564	5.3351	19.3558	2.9445	3.4462	-0.0013	4.3890	0.7013	1.2868	0.3505	1.7120	0.0000	1.3244	1.4460	0.0000	3.5727	1.9031	1.0745	0.0000	1.7191	4.8623	1.4460	1.6969	4.7865	10.0436	1.3682	0.0953	4.8917	0.0000	5.4610	3.9578	0.9585	1.5349	6.1392	1.1256	12.2009	0.0000	0.0000	0.0000	-0.0417	4.8457	1.4460	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Georgia	GASVG	7.1606	3.9848	2.6743	0.9980	35.9487	0.0863	0.5057	2.3202	0.0000	2.0409	3.9837	5.7190	60.6762	3.7633	2.3727	0.0000	6.1645	0.5344	1.1229	0.3144	2.2972	3.9953	0.9634	0.8100	0.0000	4.2691	2.0015	0.6472	0.0000	0.9682	5.3076	0.8100	1.5180	5.2096	1.2204	1.2629	0.0297	5.3115	0.0000	5.5944	4.5182	0.4328	0.7782	6.2563	0.7175	0.0000	0.0000	0.0000	0.0000	0.0307	5.3605	0.7690	
