Reporting Period	Peer Group Description	Peer Group	UBPSE543	UBPSE408	UBPSE411	UBPSE023	UBPSFB70	UBPSE388	UBPSE405	UBPSE398	UBPSE586	UBPSFB69	UBPSE019	UBPSE406	UBPSE397	UBPSE587	UBPSE021	UBPSE395	UBPSFB64	UBPSE006	UBPSE022	UBPSE404	UBPSE391	UBPSE399	UBPSFB66	UBPSE401	UBPSE409	UBPSE020	UBPSE594	UBPSE400	UBPSE402	UBPSE413	UBPSFB61	UBPSFB60	UBPSE390	UBPSE412	UBPSE407	UBPSE410	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in North Dakota	NDCOM	0.0000	-0.0217	0.1584	1.4469	0.0197	34.8941	0.0067	0.0000	-0.2783	0.0000	0.0134	0.0000	0.0022	0.0457	124.5211	8.8955	0.0034	0.0758	1.4487	0.0000	0.0353	-0.1103	0.0000	0.0000	0.0029	160.6294	0.0088	0.0042	-0.0656	0.0000	-0.0072	0.0023	0.0517	0.0221	-0.0003	0.0701	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Ohio	OHCOM	-0.0019	0.0007	0.9250	1.0851	0.1190	37.4014	-0.0018	-0.0307	-0.0497	0.0716	0.0412	0.0000	0.0109	-0.0049	26.6295	3.5839	0.0823	0.0690	1.0881	-0.0125	0.0370	-0.0364	0.0000	0.0133	0.0887	47.6252	-0.0003	-0.1012	-0.0050	0.0000	-0.0306	0.0179	0.0750	0.2842	-0.0322	0.2093	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oklahoma	OKCOM	-0.0335	0.1583	1.2293	1.3459	0.0000	33.3491	0.0004	0.0000	0.0265	0.0000	0.1026	0.0000	0.0144	0.0006	18.9484	4.3560	0.0988	0.0951	1.3489	-0.0107	0.0543	0.0346	0.0000	0.0162	0.0060	36.1469	-0.0004	-0.0098	-0.0015	0.0000	-0.1965	0.0169	0.1566	0.5253	0.0020	0.2335	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Oregon	ORCOM	-0.0043	0.1355	1.6877	1.2530	1.6043	245.1950	0.0004	0.0000	-0.1005	0.0000	-0.0218	0.0000	-0.0640	0.0000	102.0036	6.8873	0.3785	0.0889	1.2637	0.0000	0.0744	-0.0224	0.0000	-0.2421	1.6174	232.8265	0.0007	0.0021	-0.0060	0.0000	-1.4004	-0.2837	0.0526	0.0050	0.4674	0.2472	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Pennsylvania	PACOM	-0.0044	0.0739	1.5552	1.0431	-0.6057	20.4882	0.0105	0.0000	-0.0540	0.0000	0.0528	0.0000	0.0197	0.0053	33.5329	2.3669	0.1089	0.1023	1.0477	-0.0050	0.0226	-0.0081	0.0000	0.0279	-0.4646	54.5042	0.0112	0.8414	0.0025	0.0000	0.0017	0.0226	0.0709	0.0207	-0.0004	0.3943	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Puerto Rico	PRCOM	0.0000	0.7041	4.6420	4.6469	0.2638	13.8211	0.3183	0.9672	1.0359	1.2515	0.8946	5.1012	0.5127	0.1865	7.6452	0.9448	1.6065	0.8552	4.6689	0.0000	0.2544	1.0251	0.0000	0.4976	-1.8249	3.0811	0.3714	-0.0201	1.5888	0.0000	0.3644	0.4934	1.1490	0.0543	0.0000	2.6270	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Rhode Island	RICOM	0.0016	0.2950	3.6209	3.1050	-0.0044	26.3224	-5.1366	-0.1000	0.0000	0.0000	-0.2942	0.0000	-2.9727	-6.5070	13.8738	16.6246	0.2098	1.2132	3.6785	0.0018	0.6263	0.0003	0.0000	-0.0032	-0.0044	28.2440	0.0366	0.0000	0.0255	0.0000	-0.2633	0.0008	0.3321	0.4412	0.0000	1.6516	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Carolina	SCCOM	-0.1992	0.0375	0.5058	1.2667	0.1477	91.6645	-0.0012	0.0000	-0.1478	0.0000	0.0398	0.0000	-0.0162	-0.0006	46.7876	2.0695	0.1369	0.0611	1.2730	0.0000	0.0687	-0.1206	0.0000	-0.0077	0.1475	71.9994	-0.0019	-0.1737	-0.0054	0.0000	-0.1714	-0.0143	0.1127	0.7151	-0.2240	0.3899	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in South Dakota	SDCOM	-0.0025	0.0943	4.1448	1.3962	0.2708	49.2155	-0.0004	0.0000	-0.0122	0.0000	0.2570	0.0000	0.0033	-0.0003	19.6175	10.9148	0.0885	0.1111	1.3989	-0.0007	0.0497	-0.0101	0.0000	0.0013	0.1524	54.1613	-0.0004	0.0000	0.0054	0.0000	-0.0509	-0.0009	0.2974	0.1762	0.0176	0.6783	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Tennessee	TNCOM	-0.0031	0.0270	1.4166	1.2113	0.0000	45.3007	-0.0036	-0.0204	-0.1160	0.0000	0.0587	0.0000	0.0110	-0.0031	30.2207	3.2855	0.2618	0.0781	1.2276	0.9931	0.0522	-0.0127	0.0000	0.0132	0.3454	51.0907	-0.0010	-0.0874	-0.0013	0.0000	-0.0268	0.0123	0.1104	1.0950	0.0013	0.4269	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Texas	TXCOM	0.0207	0.0548	1.6460	1.3207	-0.9052	30.5555	-0.0053	0.7930	-0.0077	0.3078	0.0535	0.0000	-0.0011	-0.0060	41.4969	5.6620	0.1199	0.0767	1.3239	0.0031	0.0380	-0.0100	0.0000	-0.0006	0.0369	88.5644	0.0120	0.1801	0.0309	0.0000	-0.0218	0.0000	0.0890	1.1597	-0.0012	0.2591	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Utah	UTCOM	-0.1373	1.0571	0.7776	1.5357	-0.4895	70.8158	-0.0016	-0.0003	-0.3495	0.0000	0.5153	0.0000	-0.0190	-0.0015	33.4691	3.1825	0.1227	0.4008	1.6490	0.0000	0.1560	-7.5308	0.0000	-0.0011	-0.0751	147.9893	0.0000	0.0688	0.0002	0.0000	-0.0015	-0.0012	0.7203	0.0123	0.1929	0.7294	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Vermont	VTCOM	0.0000	0.0623	0.0000	1.2174	0.0000	38.0178	0.0505	0.0000	0.0000	0.0000	0.0272	0.0000	0.0110	0.0750	168.3498	4.3646	0.0000	0.0228	1.2182	0.0000	0.0205	0.0000	0.0000	-0.0166	0.0000	371.2317	0.0000	0.0000	0.0495	0.0000	0.0000	-0.0299	0.0478	-3.0353	0.0000	0.4143	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virgin Islands	VICOM	0.0000	0.0000	0.0000	1.6062	0.0000	1.2461	0.0000	0.0000	0.0000	0.0000	0.1625	0.0000	0.0000	0.0000	10.3472	0.1719	12.8256	0.0198	1.6062	0.0000	0.0135	0.0000	0.0000	0.0000	0.0000	30.5833	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1760	0.0000	0.0000	41.2607	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Virginia	VACOM	-0.0011	0.0664	1.5304	1.1401	-0.0011	33.0402	0.0106	-0.0005	-0.0488	0.0000	0.0877	0.0000	0.0139	-0.0004	14.6144	3.8141	0.2743	0.0944	1.1436	-0.0065	0.0678	-0.0322	0.0000	0.0149	-0.0008	27.5589	0.0140	-0.0010	0.0113	0.0000	0.0111	0.0033	0.1454	0.0747	-0.0040	0.4615	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Washington	WACOM	-0.0847	-0.0354	0.9659	1.4034	-9.6474	126.1386	0.0006	-0.2209	-0.1903	0.0000	-0.0603	0.0000	-0.0173	-0.0009	142.7997	14.2656	-0.0109	0.0403	1.4079	0.0000	0.0843	-0.1658	0.0000	-0.0321	-8.4749	258.6733	-0.0019	0.0005	-0.0006	0.0000	-0.1693	-0.0172	0.0237	0.0136	-0.0055	0.1377	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in West Virginia	WVCOM	0.1645	-0.0189	1.2902	1.1902	0.0000	38.5388	0.0578	0.0000	-0.0043	0.0000	0.0594	0.0000	0.0490	0.0014	30.6930	1.7338	0.1278	0.0852	1.1916	-0.2104	0.0739	-0.0009	0.0000	0.0423	0.0000	52.4253	0.0314	-0.7719	0.0163	0.0000	-0.0052	0.0359	0.1325	0.2128	0.0000	0.1989	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wisconsin	WICOM	-0.1249	0.0108	0.5659	1.3436	1.5305	78.1278	-0.0041	0.0000	-0.0643	0.0000	0.0131	0.0000	-0.0057	-0.0057	72.3755	4.1030	-0.0183	0.0590	1.3452	-0.0138	0.0306	-0.0518	0.0000	0.0009	0.0000	111.5082	-0.0202	-0.0004	-0.0321	0.0000	-0.0513	0.0021	0.0432	0.0102	0.2286	0.0858	
3/31/2018 11:59:59 PM	All Insured Commercial Banks in Wyoming	WYCOM	-0.0027	0.0548	0.4929	1.6389	0.0000	105.8946	-0.0014	0.0000	-0.0087	0.0000	0.0439	0.0000	0.0041	-0.0033	25.5181	7.9145	-0.1217	0.0806	1.6457	0.0000	0.0467	-0.0309	0.0000	0.0167	0.0000	33.9955	0.0000	0.0000	0.0000	0.0000	0.0000	0.0024	0.0920	4.5500	-0.0079	0.0104	
3/31/2018 11:59:59 PM	All insured savings banks	SVG	-0.0931	0.0220	2.1505	0.9476	0.0281	28.1560	-0.0001	-0.0927	-0.0207	0.0000	0.0367	0.0000	0.0140	-0.0001	40.4272	2.1166	0.0477	0.0493	0.9570	0.1108	0.0192	-0.0191	0.0000	0.0179	0.0074	61.6387	-0.0006	0.0095	-0.0004	0.0000	-0.0126	0.0155	0.0561	0.2991	0.0007	0.2710	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alabama	ALSVG	0.0000	0.0000	0.0000	1.0821	0.0000	85.6790	0.0000	0.0000	-0.0754	0.0000	-0.0115	0.0000	-0.0062	0.0000	54.7638	1.1508	-2.6764	0.0136	1.1106	0.0000	0.0479	-0.0569	0.0000	-0.0045	0.0000	143.8611	0.0000	0.0000	-0.0799	0.0000	1.6650	-0.0091	0.0364	0.0000	0.0000	0.2785	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Alaska	AKSVG	0.0000	0.0000	0.0000	1.9120	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.1933	0.0000	0.0000	1.9515	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Arkansas	ARSVG	0.0000	0.0000	0.0000	1.7530	0.0000	30.9859	0.0000	0.0000	0.0000	0.0000	0.4668	0.0000	0.4830	0.0000	3.7750	0.7859	0.0000	0.0000	1.9128	0.0000	0.0641	0.0000	0.0000	0.5167	0.0000	3.7875	0.0000	0.0000	0.0000	0.0000	0.0000	0.5181	0.5310	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in California	CASVG	0.0000	-0.6535	0.0000	1.0868	0.0000	51.9716	-0.1549	0.0000	0.0000	0.0000	-0.0289	0.0000	-0.0170	-0.2115	47.7575	5.3775	0.5347	0.0226	1.0976	0.0000	0.0396	0.0000	0.0000	0.0005	0.0000	198.4053	-0.0165	0.0000	-0.0117	0.0000	-0.2110	0.0010	0.0107	-120.7490	0.0000	0.0404	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Colorado	COSVG	0.0000	-0.1176	0.0000	1.1976	0.0000	11.4241	0.2945	0.0000	-0.0789	0.0000	0.0211	0.0000	0.0219	3.2090	86.5902	3.6555	0.1805	0.0780	1.1983	0.0000	0.0170	-0.0330	0.0000	-0.0127	0.0000	186.7407	0.0000	0.0000	-0.2753	0.0000	-0.4488	-0.0024	0.0382	0.0000	0.0000	0.1400	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Connecticut	CTSVG	0.0000	0.1078	1.9015	0.9001	0.0000	36.6355	-0.0121	0.0000	-0.0557	0.0000	0.0378	0.0000	0.0137	-0.0253	28.3048	1.5030	0.1832	0.0576	0.9019	0.0000	0.0322	-0.0017	0.0000	0.0256	0.0000	34.3790	-0.0019	0.0000	0.0327	0.0000	0.1584	0.0177	0.0796	3.9766	0.0000	1.0935	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Delaware	DESVG	0.0000	0.6432	0.0000	0.9628	0.0000	18.4976	-0.0059	0.0000	-0.1534	0.0000	0.1232	0.0000	-0.0224	-0.0148	2.9667	0.9577	-0.3076	0.0415	0.9644	0.0000	0.0466	-0.1244	0.0000	-0.0135	0.0000	11.7984	0.0014	0.0000	-0.0271	0.0000	-0.0302	-0.0063	0.1699	327.2727	0.0000	0.4457	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Florida	FLSVG	-3.8605	-0.0025	1.7807	1.0909	0.5936	559.0295	0.0289	0.0000	-0.0073	0.0000	-0.1918	0.0000	-0.2123	0.1104	9.9796	1.3263	0.0761	-0.0417	1.0982	0.0000	0.2333	-3.7078	0.0000	-0.1108	0.6205	28.8501	-0.0053	0.0000	-0.1226	0.0000	0.0146	-0.1213	0.0415	0.0000	0.0000	1.3735	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Georgia	GASVG	-0.0027	0.9401	0.0000	1.2124	0.0000	137.4952	-0.0275	0.0000	-0.0770	0.0000	0.0863	0.0000	-0.0336	-0.0183	58.8753	3.5255	-0.7403	0.0307	1.2356	0.0000	0.0677	-0.0304	0.0000	-0.0317	0.0000	99.1608	-0.0378	0.0000	0.0397	0.0000	-0.0247	-0.0426	0.1540	0.0000	0.0000	0.5042	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Guam	GUSVG	0.0000	0.0000	0.0000	0.3241	0.0000	81.6901	0.0000	0.0000	0.0000	0.0000	0.3913	0.0000	0.4955	0.0000	0.8295	0.2210	0.1334	0.0700	0.3267	0.0000	0.1031	0.0000	0.0000	0.6514	0.0000	1.1636	0.0000	0.0000	0.0000	0.0000	0.0000	0.6514	0.4945	0.0000	0.0000	0.1070	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Hawaii	HISVG	0.0000	-0.4442	0.0000	1.1347	0.0000	37.8278	0.0000	0.0000	0.0134	0.0000	0.2787	0.0000	-0.0034	0.0000	4.1040	2.1159	0.0000	0.2078	1.1365	0.0000	0.1349	0.0072	0.0000	-0.0048	0.0000	8.5412	0.0000	0.0000	-0.0076	0.0000	0.0000	-0.0043	0.4136	3.0093	0.0000	6.2086	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Idaho	IDSVG	0.0000	0.3377	1.2048	0.8866	0.0000	25.4777	0.0000	0.0000	0.0000	0.0000	0.0695	0.0000	0.0000	0.0000	12.8042	4.9144	0.7387	0.1180	0.8932	0.0000	0.0083	0.0000	0.0000	0.0000	0.0000	21.8313	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0779	0.0000	0.0000	0.8872	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Illinois	ILSVG	-0.0742	-0.0073	9.2368	0.9197	0.0000	18.5740	-0.0034	0.0000	-0.0313	0.0000	0.0488	0.0000	0.0242	0.0036	13.9588	1.9383	0.1021	0.0432	0.9447	-0.1082	0.0281	-0.0355	0.0000	0.0263	0.0000	17.7844	-0.0386	0.0000	-0.0167	0.0000	-0.1041	0.0305	0.0728	0.0000	0.0000	0.2237	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Indiana	INSVG	0.0000	0.0130	6.7338	0.9495	0.0000	24.1512	-0.0012	0.0000	-0.0980	0.0000	0.1315	0.0000	0.0559	-0.0016	10.8275	2.6446	-0.0222	0.0423	0.9516	-0.0044	0.0260	-0.0266	0.0000	0.0832	0.0000	14.1846	0.0219	0.0000	-0.0164	0.0000	0.1516	0.0960	0.1515	9.1276	0.0000	0.5627	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Iowa	IASVG	0.0000	0.0000	0.0000	1.1172	0.0000	56.0504	0.0000	0.0000	0.0000	0.0000	-0.0740	0.0000	-0.0732	0.0000	139.2500	1.4568	0.0000	-0.0377	1.1192	0.0000	0.1597	0.0000	0.0000	-0.0713	0.0000	458.0000	0.0000	0.0000	-4.0980	0.0000	-3.5804	-0.0021	0.0857	1.3793	0.0000	-0.2428	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kansas	KSSVG	0.0000	0.0174	0.0000	0.9801	0.0000	49.0224	-0.0046	0.0000	0.0000	0.0000	0.0029	0.0000	-0.0023	-0.0203	139.6134	17.8528	-0.0039	0.0503	0.9813	0.0000	0.0058	0.0000	0.0000	0.0001	0.0000	121.6018	0.0000	0.0000	0.0014	0.0000	-0.0048	-0.0001	0.0087	11.5489	0.0000	0.0521	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Kentucky	KYSVG	0.0000	-0.2576	0.5517	1.2445	0.0000	54.4094	0.0000	0.0000	0.0000	0.0000	0.0219	0.0000	0.0345	0.0000	24.5596	1.3843	-0.0991	0.0281	1.2454	-0.0058	0.0876	0.0000	0.0000	0.0693	0.0000	24.2268	0.0000	-0.1512	-0.0083	0.0000	-0.9090	0.0977	0.1095	13.5265	0.0000	0.0620	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Louisiana	LASVG	-0.0297	0.1988	1.5129	1.1469	0.0000	34.6346	-0.0037	0.0000	0.0266	0.0000	0.0187	0.0000	0.0112	0.0000	45.8544	2.4465	0.8302	0.0638	1.1573	0.0000	0.0233	0.0142	0.0000	0.0126	0.0000	43.9621	-0.0132	0.0000	0.0000	0.0000	-0.0114	0.0138	0.0421	0.0504	0.0000	0.2278	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maine	MESVG	0.0000	0.3984	-0.2314	0.9066	0.0000	52.1892	0.0161	0.0000	0.0071	0.0000	0.0635	0.0000	0.0274	0.2901	66.2856	2.1790	-0.1606	0.0301	0.9070	-0.0993	0.0277	0.0022	0.0000	0.0172	0.0000	77.1531	0.0138	-0.0041	-0.0090	0.0000	-0.2396	0.0173	0.0996	-0.0021	-0.0009	0.0959	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Maryland	MDSVG	0.2913	-0.0111	0.0000	0.8931	0.0000	32.9839	-0.0152	0.0000	-0.0025	0.0000	0.0268	0.0000	0.0214	0.0000	18.3180	1.1549	0.0000	0.1002	0.9038	0.0146	0.0376	0.0608	0.0000	0.0412	0.0000	29.8107	-0.0325	0.0000	-0.1013	0.0000	0.4654	0.0413	0.0645	0.0000	0.0000	0.1839	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Massachusetts	MASVG	-0.0316	0.1682	7.2794	0.8749	0.0000	64.8469	0.0020	0.0000	2.9553	0.0000	0.0115	0.0000	-0.0005	0.0002	252.9674	2.8704	0.0020	0.0566	0.8772	0.7744	0.0134	-0.0113	0.0000	-0.0003	0.0000	318.6261	0.0000	0.0000	-0.0102	0.0000	-0.0852	0.0011	0.0249	2.5499	0.0000	0.1864	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Michigan	MISVG	-0.0005	-0.0687	0.0000	0.9745	0.0000	173.6312	-0.0017	0.0000	-0.1742	0.0000	-0.0185	0.0000	-0.0215	-0.1030	30.4459	1.9022	0.0115	0.0023	1.0466	-0.0049	0.0613	-0.1022	0.0000	-0.0242	0.0000	25.2394	-0.0139	0.0000	-0.0021	0.0000	0.1238	-0.0332	0.0428	0.5308	0.0000	0.1176	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Minnesota	MNSVG	-1.7143	0.0701	1.1130	1.2348	0.0000	65.0106	-0.0116	-0.3225	-0.2156	0.0000	0.0571	0.0000	0.0008	0.0000	22.9066	7.5174	0.0909	0.0356	1.2363	0.0000	0.0567	-0.2552	0.0000	0.0108	-0.0290	20.4751	-0.0269	0.0423	0.0329	0.0000	-0.1423	0.0140	0.1139	0.0000	0.1149	0.8416	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Mississippi	MSSVG	0.0000	0.0000	0.0000	0.6182	0.0000	3.8560	0.0000	0.0000	0.0000	0.0000	0.1026	0.0000	0.1054	0.0000	2.8877	1.0996	0.0000	0.0891	0.6188	0.0000	0.0036	0.0000	0.0000	0.1064	0.0000	5.1417	0.0000	0.0000	0.0000	0.0000	0.0000	0.1075	0.1063	0.0000	0.0000	-0.3690	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Missouri	MOSVG	0.0000	-0.0079	0.0000	1.0127	0.0000	31.8317	-0.0071	0.0000	-0.0184	0.0000	0.1413	0.0000	0.0886	0.0000	35.5739	2.1143	0.8062	0.0421	1.0223	0.0000	0.0219	-0.0046	0.0000	0.1171	0.0000	54.5471	-0.0073	0.0000	0.1584	0.0000	3.1587	0.1150	0.1632	-0.6600	0.0000	0.1049	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Montana	MTSVG	0.0000	0.0000	0.0000	1.8448	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0129	0.0000	0.0000	0.0000	139.3750	6.1944	0.0000	0.0000	1.8448	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	91.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0129	0.0000	0.0000	0.6024	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nebraska	NESVG	0.0000	-0.0288	0.0000	1.4533	0.0000	54.7829	-0.0002	0.0000	-0.0008	0.0000	0.0289	0.0000	-0.0066	-0.0003	168.6430	2.1059	-0.0290	0.0734	1.4657	0.0000	0.0165	-0.0006	0.0000	-0.0095	0.0000	-42.0218	-0.0002	0.0000	-0.0097	0.0000	-0.0888	-0.0093	0.0455	0.6583	0.0000	0.0434	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Nevada	NVSVG	0.0000	0.6473	3.0405	0.7156	0.0000	7.8040	0.0000	0.0000	0.0000	0.0000	0.5346	0.0000	0.0000	0.0000	1.1755	3.2691	0.5508	0.3921	0.7156	0.0000	0.0912	0.0000	0.0000	0.0000	0.0000	1.4892	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6258	0.0000	0.3426	0.5731	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Hampshire	NHSVG	0.0000	-0.0699	0.0000	0.8801	0.0000	17.5809	-0.0033	0.0000	0.0000	0.0000	0.0347	0.0000	0.0191	-0.0016	55.2493	2.1288	0.1037	0.0984	0.8803	0.0000	0.0184	0.0000	0.0000	0.0269	0.0000	65.9530	-0.0077	0.0000	0.3292	0.0000	0.2260	0.0129	0.0532	-0.0508	0.0000	0.5737	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Jersey	NJSVG	0.0000	0.0058	0.0000	0.8241	0.0000	18.6002	0.0028	0.0000	-0.0003	0.0000	0.0445	0.0000	0.0401	0.0080	50.6479	2.5292	0.0000	0.0513	0.8242	0.0000	0.0037	-0.0001	0.0000	0.0251	0.0000	52.1872	0.0012	0.0000	0.1136	0.0000	0.0062	0.0100	0.0485	0.6256	0.0000	0.2870	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New Mexico	NMSVG	0.0000	0.0000	0.0000	1.1487	0.0000	78.5936	0.0000	0.0000	-0.0996	0.0000	0.0347	0.0000	0.0066	0.0000	30.4136	2.0640	0.0000	0.0388	1.1736	0.0000	0.0787	-0.0169	0.0000	0.0354	0.0000	24.9705	0.0000	0.0000	0.0000	0.0000	0.0000	0.0398	0.1134	0.0000	0.0000	1.1439	
3/31/2018 11:59:59 PM	All Insured Savings Banks in New York	NYSVG	0.0000	0.0160	3.5609	0.8406	0.0000	27.9613	0.0265	0.0000	0.0000	0.0000	0.0417	0.0000	0.0207	0.0793	67.7061	2.3303	0.0403	0.0556	0.8417	-0.0147	0.0159	0.0000	0.0000	0.0240	0.0000	166.0255	-0.0006	0.0000	0.0684	0.0000	0.0795	0.0177	0.0589	1.7875	0.0000	0.5705	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Carolina	NCSVG	0.0000	-0.0715	0.0000	0.9954	0.0000	11.9228	-0.0002	-2.7819	0.0000	0.0000	0.0043	0.0000	0.0038	0.0000	47.2187	1.4026	0.0000	0.0170	0.9967	0.0000	0.0041	0.0000	0.0000	0.0053	0.0000	61.3854	-0.0006	0.0000	0.0248	0.0000	-0.0708	0.0046	0.0085	0.0000	0.0000	12.9069	
3/31/2018 11:59:59 PM	All Insured Savings Banks in North Dakota	NDSVG	0.0000	0.0000	0.0000	1.0396	0.0000	20.5020	0.0000	0.0000	0.0000	0.0000	0.0324	0.0000	0.0182	0.0000	429.2500	63.7294	0.0598	0.0283	1.0419	0.0000	0.0136	0.0000	0.0000	0.0194	0.0000	387.1072	0.0000	0.0000	0.0000	0.0000	0.0234	0.0199	0.0460	0.0000	0.0000	0.1182	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Ohio	OHSVG	0.0000	-0.0232	1.7354	0.8778	0.0000	27.4716	-0.0156	-0.0024	-0.1167	0.0000	0.0314	0.0000	0.0144	0.0004	26.4791	1.8327	0.1821	0.0251	0.9099	-0.0033	0.0356	-0.0881	0.0000	0.0248	0.0000	37.5882	-0.2637	0.0000	-0.0321	0.0000	0.0117	0.0192	0.0643	3.0769	0.0000	0.1995	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oklahoma	OKSVG	-4.9151	-2.2405	2.1881	1.3819	0.0000	1169.7654	-0.0105	0.0000	-11.9975	0.0000	-0.4972	0.0000	-0.2605	-0.0044	48.0000	2.3074	0.1114	-0.0504	1.3819	-0.0055	0.5907	-6.2244	0.0000	0.0951	0.0000	218.0000	-0.0139	0.0000	15.4039	0.0000	0.0274	-0.0036	0.0934	-0.0069	0.0000	0.3792	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Oregon	ORSVG	0.0000	0.0000	0.0000	2.0844	0.0000	0.0000	0.0265	0.0000	0.0000	0.0000	0.0122	0.0000	0.0128	0.0000	40.4435	2.5422	0.0000	-0.6567	2.0846	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	45.7741	0.0384	0.0000	0.0000	0.0000	0.0000	0.0000	0.0122	0.0000	0.0000	0.0000	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Pennsylvania	PASVG	0.0101	0.0084	2.4097	0.8362	0.4075	7.4951	0.0010	0.0000	-0.0026	0.0000	0.0477	0.0000	0.0334	0.0011	27.4499	1.7740	0.0415	0.0688	0.8373	-0.0016	0.0067	-0.0014	0.0000	0.0387	0.4294	65.3547	0.0000	0.0000	0.0122	0.0000	0.0085	0.0359	0.0573	0.0876	0.0000	0.2900	
3/31/2018 11:59:59 PM	All Insured Savings Banks in Rhode Island	RISVG	0.0000	0.4961	0.0000	0.8933	0.0000	48.9823	-0.1540	0.0000	0.0000	0.0000	0.0800	0.0000	-0.0003	-0.2362	206.7516	2.1230	0.3568	0.2283	0.9058	0.0000	0.0921	0.0000	0.0000	0.0295	0.0000	333.0421	0.0000	0.0000	-0.0064	0.0000	0.0140	0.0411	0.1722	2.1390	0.0000	0.0163	
3/31/2018 11:59:59 PM	All Insured Savings Banks in South Carolina	SCSVG	0.0000	0.8719	0.0000	1.7876	0.0000	10.2067	-0.0083	0.0000	0.0000	0.0000	0.3469	0.0000	0.0103	-0.0052	41.5584	2.7934	0.0000	0.0021	1.7876	0.0000	0.0038	0.0000	0.0000	0.0186	0.0000	126.6910	-0.0135	0.0000	0.0038	0.0000	0.0000	0.0191	0.3508	15.1785	0.0000	-0.0260	
